序号,股票代码,股票简称,每股收益,营业总收入-营业总收入,营业总收入-同比增长,营业总收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期
2428,835792,科力特,0.45,194029162.68,8.1551017428,,21886397.94,23.33,,3.592239641224,12.87,-0.254175550408,26.0986132809,,2026-04-28
2429,835762,奕通信息,-0.09,27762433.56,-33.8962868467,,-1825510.43,-260.26,,2.7840271285,-3.21,-0.446310525,43.6522803515,,2026-04-28
2430,835755,创研股份,0.9,610359892.9,3.6314085186,,31134817.5,-10.37,,2.975764862761,29.41,0.937676594085,13.6145733487,,2026-04-28
2431,835751,华天成,-0.23,157830896.11,-44.3034216578,,-18456401.39,-584.45,,1.310667010902,-15.97,-0.39786189345,13.9388755131,,2026-04-28
2432,835729,佰能蓝天,-0.195,358535603.98,14.6012986568,,-19726983.1,-794.14,,1.323726484666,-13.19,0.085104927879,3.3331733076,,2026-04-28
2433,835708,蓝能科技,0.83,299156579.18,23.4570641077,,57772454.64,31.52,,2.356411282548,40.91,0.915195124778,39.8052798593,,2026-04-28
2434,835679,日新科技,-0.33,86905724.9,-81.8427711087,,-42451435.61,-44.23,,2.1213420827,-14.63,-0.187647179749,-13.9394717712,,2026-04-28
2435,835655,法塞特,-0.18,2132507.68,-10.9014411963,,-14108275.25,-9.2,,0.386914627898,-37.7,-0.00058316828,38.7085757178,,2026-04-28
2436,835609,港龙股份,0.59,1128371429.34,0.7560160741,,134127388.12,6.83,,2.592713151392,25.51,0.79504627219,20.8761220973,,2026-04-28
2437,835555,森林股份,0.3762,133624279.78,14.5119668751,,6674286.33,9.7,,2.309039147693,16.94,0.64020819547,12.4393531231,,2026-04-28
2438,835525,云巢股份,-0.1942,496526.91,-88.1896161892,,-2734858.54,29.68,,0.297290480114,-49.25,-0.00017687571,1.3626512207,,2026-04-28
2439,835500,百丞税务,4.9159,116297020.7,4.80597317,,24579673.34,-9.73,,9.621410284,49.05,4.315565364,43.7209650462,,2026-04-28
2440,835492,铸金股份,0.332,411401524.25,10.2885306277,,47170362.88,27.82,,3.175038980917,10.81,-0.080219131352,21.8922785092,,2026-04-28
2441,835463,迈思汇智,1.06,5825036.11,-28.0852720274,,5311293.61,6556.44,,0.94820349,254.69,-0.163042324,27.9191695861,,2026-04-28
2442,835462,苏恒牛帆,-0.15,2694745.3,-52.1504839656,,-2197046.36,-217.03,,0.95616610621,-14.75,0.044561653425,89.4973803276,,2026-04-28
2443,835450,隆源装备,0.01,105001559.75,-4.5402721192,,1316861.17,-43.39,,1.4882349646,0.75,0.195276220176,25.6934410158,,2026-04-28
2444,835426,ST西航,-0.12,0.0,-100.0,,-1019178.08,16.75,,-0.0421677954,,-0.049942184019,,,2026-04-28
2445,835372,三扬轴业,0.72,124220579.42,17.7696380747,,14197246.71,105.12,,4.755051488588,16.31,0.423639797678,31.7714857911,,2026-04-28
2446,835328,ST百华科,-0.2,264748.08,-78.3332529128,,-1017139.33,29.32,,-0.401664072,,-0.026298524,39.1414963236,,2026-04-28
2447,835298,宇球电子,0.22,714059617.45,24.0040630078,,19120420.43,18.27,,3.809908477125,5.97,0.058305629875,21.8065205978,,2026-04-28
2448,835269,长兴制药,1.04,465532652.67,-14.5092284631,,62141416.88,-3.07,,6.810493166299,15.99,1.360062154054,58.6989858891,,2026-04-28
2449,835262,佳乐股份,0.0,173827898.42,63.5282056512,,156415.03,-96.84,,1.035015600292,0.22,0.886610094298,50.0764945795,,2026-04-28
2450,835246,合力海科,-0.29,79501870.9,61.0950665158,,-12607199.22,-626.18,,1.703295768736,-18.04,0.443628107586,22.7974533741,,2026-04-28
2451,835175,恒达时代,-0.14,52749469.14,-15.5251712288,,-3753963.16,61.92,,0.772445492692,-17.09,0.262341593462,7.0272852608,,2026-04-28
2452,835159,康纶科技,-0.02,9157226.68,16.1579650057,,-1241972.2,85.58,,1.493206327037,-1.53,-0.020221881667,41.041499914,,2026-04-28
2453,835120,金贸流体,-0.16,238556974.18,5.7557096757,,-14735405.02,45.99,,2.490640618158,-6.37,0.210879441366,15.151635895,,2026-04-28
2454,835086,居本集团,-0.47,9493647.28,52.8483552291,,-48906387.39,-338.2096823333,,0.360043334104,-79.08,-0.04350841644,38.1056514246,,2026-04-28
2455,835072,东海租赁,-0.1635,8473113.61,-36.1620688072,-55.6706,-81734592.2,-1453.51,-49405.9822,0.01977375716,-161.04,-0.0027736633,49.5430847882,,2026-04-28
2456,835063,旺翔数科,-0.08,33433591.91,-40.9632237182,,-3392127.63,37.0585528709,,0.249059313565,-27.24,-0.061230040626,4.4537716558,,2026-04-28
2457,835052,美信检测,0.37,115682461.59,21.160623916,,3676246.61,-63.77,,3.75,10.08,1.573456892511,48.6590744408,,2026-04-28
2458,835047,中融股份,-0.27,210229027.3,5.9640835723,,-2681172.71,-4.76,,1.434425142,-17.09,-0.682702089,1.9648928519,,2026-04-28
2459,834826,常青树,0.37,190410529.25,6.7236175126,,14798926.43,2207.11,,2.52008065125,15.83,0.85226980425,26.1453174392,,2026-04-28
2460,834812,圣士达,0.1566,71934663.56,-1.9510213283,,9762329.65,-25.1,,1.819210315169,8.85,0.120911589288,32.137977723,,2026-04-28
2461,834808,金昌股份,0.16,378195467.97,14.0502431936,,12814177.61,-1.38,,2.916180940627,5.79,0.371788102751,16.6868540225,,2026-04-28
2462,834803,鑫昌龙,-0.09,230260954.42,-17.181195556,,-8776989.77,-19.02,,0.482534549515,-16.52,0.20477924896,10.5043879979,,2026-04-28
2463,834800,海州行,-0.02,471678.38,-29.1690908757,,-112711.79,-140.4,,0.0705237264,-22.67,0.0305314144,,,2026-04-28
2464,834797,荣达禽业,-0.1,384711475.56,-9.1715790178,,-7106198.89,-196.99,,2.96604939081,-3.28,0.537979315858,15.3100367397,,2026-04-28
2465,834782,海伊教育,-0.04,1197190.45,-21.6146555155,,-220270.05,-72.9,,0.08,-45.0,0.03600642,30.3362769057,,2026-04-28
2466,834759,麦高控股,0.0034,0.0,,,794179.39,101.48,,0.971042723579,0.35,-0.032984275957,,,2026-04-28
2467,834741,三棱股份,-0.43,45119492.85,-65.2491491454,,-25647132.57,-18.56,,0.0486891215,-162.89,0.057055859167,2.3059366679,,2026-04-28
2468,834703,诺得科技,-0.7,1253152557.33,-15.543506141,,-139155657.48,-4988.13,,1.461599796255,-38.57,0.107888518823,-2.0031773636,,2026-04-28
2469,834700,征途科技,0.28,127627871.41,3.0734250059,,14430825.25,-50.7,,1.869222031765,14.82,-0.436896591176,34.2092800872,,2026-04-28
2470,834685,先锋机械,0.05,122516802.1,5.7178781349,,2303862.18,159.9,,2.874580291333,1.8,-0.251241438,27.4006808818,,2026-04-28
2471,834672,瑞邦药业,0.18,140123008.82,-9.2357150641,,16274591.35,57.72,,2.214494041778,8.32,0.142816191333,46.6067165271,,2026-04-28
2472,834648,中纸在线,-0.21,268007291.88,-52.2878888782,,-12776333.9,62.05,,0.554793027992,-31.73,0.105339549824,4.9524752729,,2026-04-28
2473,834568,国鸿科技,-0.11,90209512.14,4.2180328428,,-6512802.04,80.47,,0.960273680085,-10.49,0.017118084701,2.5810198002,,2026-04-28
2474,834534,曼恒数字,-0.72,100187335.25,-39.9896776122,,-38016353.8,-123.98,,5.676163185746,-11.8,0.104929484573,37.6552199396,,2026-04-28
2475,834517,瓜尔润,-0.42,72841347.93,-35.3654672647,,-24460439.25,-24.0437109692,,0.701054933261,-45.76,0.097933127509,-1.1978738928,,2026-04-28
2476,834489,安瑞升,1.32,338428964.76,-34.0141135372,,126680998.29,94.75,,8.076382129458,16.54,0.055697115179,12.1916085963,,2026-04-28
2477,834473,傲冠股份,0.01,211856232.05,58.1006581948,,173697.3,105.75,,3.088767419565,0.27,-1.445626338057,18.0739778384,,2026-04-28
2478,834404,扬戈科技,0.34,172901532.09,11.851998043,,20707244.6,56.01,,2.733140453659,12.71,0.843088698374,30.3527833881,,2026-04-28
2479,834378,锐英科技,-0.1035,12409086.32,-36.4484218637,,-1268414.39,92.45,,0.125488902857,-58.41,0.109253558367,30.3122897448,,2026-04-28
2480,834370,威旗科技,-0.03,40890151.92,-32.036932651,,-529660.65,-104.9,,2.831118068269,-1.4,-0.555549084807,36.7141898112,,2026-04-28
2481,834367,美康基因,-0.0891,23353032.97,-16.548357481,,-4460429.46,41.14,,0.428219223243,-18.79,0.065198910343,61.3212851984,,2026-04-28
2482,834342,慧云股份,-0.13,107846561.93,203.742323037,,-54200991.06,65.14,,0.990277469843,-12.95,0.088196239619,42.5057518753,,2026-04-28
2483,834308,黄商股份,0.28,2634095768.92,3.8238006933,,22297249.16,90.7,,2.083846914125,13.17,2.051382770125,21.9694581009,,2026-04-28
2484,834276,澳冠智能,0.2,562454060.95,82.7654699503,,7885778.15,122.78,,2.576990181887,8.2,-0.45996668724,15.8463856336,,2026-04-28
2485,834240,中广瑞波,-0.02,39812114.82,9.9968103559,,-607620.33,69.5717489652,,0.081863293373,-16.87,-0.104133840407,30.102827278,,2026-04-28
2486,834212,毅航互联,0.28,5756501.01,29.2511498422,,4764635.5,171.76,,1.32272943,23.7,0.001043953529,84.5550241639,,2026-04-28
2487,834156,ST有米,-0.0475,216831919.55,22.5587158354,,-4482381.56,36.29,,-0.0259189481,,0.0436864385,46.8136472622,,2026-04-28
2488,834151,恒基股份,0.14,1023973747.19,1.8084069792,,22652599.42,19.05,,2.51442721642,5.55,0.35825015299,14.9950403212,,2026-04-28
2489,834125,ST林中宝,-0.29,10232946.79,-6.6140118994,,-5837042.58,-11.78,,-0.4589911455,,-0.059957791,38.5572214043,,2026-04-28
2490,834114,明尚德,-0.15,67811044.79,-11.987108995,,-7905504.45,5.29,,1.831044886345,-7.68,-0.009059770063,37.140851786,,2026-04-28
2491,834089,浙商创投,0.01,81167939.37,48.5478290005,137.4282,4786255.28,126.91,268.8508,1.85556308727,0.39,0.162703725239,,,2026-04-28
2492,834082,中建信息,1.33,19154877667.6,-7.1279340573,,198789810.83,27.65,,15.602125608075,8.76,9.803054466678,7.1103709807,,2026-04-28
2493,834045,清众科技,-0.26,122756546.9,-37.2172092249,,-18614776.09,-416.17,,2.508879517771,-9.87,0.530920147249,23.0997685387,,2026-04-28
2494,834016,易二零,-0.41,95271338.79,-14.6469703871,,-18557894.62,-95.6,,2.185392535529,-15.38,-0.229662753094,35.4156726446,,2026-04-28
2495,834010,亚兴科技,0.02,21682892.4,17.6745172942,,455339.19,158.3058677174,,0.915759210476,2.4,-0.094749173333,40.544987808,,2026-04-28
2496,833967,万极科技,0.42,120874078.71,-9.6780109298,,18178008.72,22.55,,3.785155351079,11.43,0.777792228232,35.1343781258,,2026-04-28
2497,833939,御康医疗,0.02,212104370.57,1.3132388622,,533493.11,181.9,,0.662990242991,3.83,0.465186274299,14.5428042558,,2026-04-28
2498,833937,嘉诚信息,-0.88,320696068.3,-15.0228326499,,-57915392.13,-361.57,,3.461920264603,-19.42,-0.278789364003,23.7678438448,,2026-04-28
2499,833936,百味佳,1.0,424580233.68,4.0700076127,,81578316.34,27.99,,5.564961149065,19.28,1.784038984367,40.2095385035,,2026-04-28
2500,833925,兴业源,0.33,623753467.41,6.3314277376,,28041717.63,63.67,,2.899021507174,11.91,0.392625231522,15.3759928579,,2026-04-28
2501,833921,文胜生物,0.06,247999182.22,-3.3801991586,,2860664.35,418.31,,2.250668311299,2.87,-0.2950002498,12.3422350453,,2026-04-28
2502,833908,摘牌比科,0.09,109401411.07,-29.2942019761,,7957036.51,788.6,,-0.554429518146,,-0.252744348525,10.6672564146,,2026-04-28
2503,833906,晏顺股份,-0.03,0.0,,,-279973.94,-39.07,,0.033623857297,-64.2,-0.022812778378,,,2026-04-28
2504,833865,凯盛家纺,0.27,212428947.2,-8.7741300023,,16180600.04,-5.57,,2.818574677295,9.84,0.706654785142,30.5740745252,,2026-04-28
2505,833844,智德股份,-0.34,43634.78,-99.0825150105,,-21282661.9,-118.86,,0.855310598217,-33.26,0.158435776847,-2474.0518457982,,2026-04-28
2506,833836,盛祥电子,0.04,581084949.48,13.8239182696,,7001228.88,136.4,,1.81872518965,2.17,-0.031434148303,9.9289633438,,2026-04-28
2507,833786,超纯科技,0.51,561503658.47,-12.1206022054,,31707112.08,-34.94,,4.515760500161,11.85,-0.029126074194,21.6932246215,,2026-04-28
2508,833768,上海寰创,0.88,316514770.47,-5.990214841,,69871619.15,-2.63,,4.15263326813,23.09,0.530794043831,53.6686907021,,2026-04-28
2509,833765,爱扑网络,0.8418,56487207.86,60.7485495955,,8954789.1,212.57,,1.676781129839,67.02,1.135439332495,88.1798870347,,2026-04-28
2510,833724,威尔弗,0.1641,91015231.97,56.1333568109,,2018437.18,446.55,,2.145351442968,7.95,0.649163359111,19.882483688,,2026-04-28
2511,833716,天工科技,0.56,276788248.67,23.97568405,,22813177.35,-0.8,,1.973151708824,28.47,0.443879545833,23.3270097991,,2026-04-28
2512,833689,架桥资本,1.24,203882782.02,192.0362195549,966.6887,143841531.76,1328.51,709.298,3.683037933866,39.53,1.378181347288,,,2026-04-28
2513,833654,能拓股份,0.31,260122391.89,3.0470723701,,18144732.0,-4.44,,6.066322775142,5.29,1.352403546568,34.9907361872,,2026-04-28
2514,833617,元本检测,0.19,60698713.89,-5.1198257527,,2510597.24,12.61,,2.208272488148,7.95,-0.311527652593,55.6598395499,,2026-04-28
2515,833585,千叶珠宝,0.23,437534394.94,-42.9509370191,,25517966.47,1.71,,11.607646411955,2.01,-0.001312344345,20.5398837507,,2026-04-28
2516,833565,方元企业,-0.66,8737701.72,-56.0290061256,37.3984,-71300124.7,-2689.81,-1717.9935,0.787444038796,-53.4,-0.023507753333,,,2026-04-28
2517,833538,中旭石化,-0.04,126304141.34,-26.6684910038,,-3508957.78,-171.42,,0.759365256249,-4.91,0.053026938223,8.2912802691,,2026-04-28
2518,833505,美连医疗,1.65,226211239.68,19.5628418336,,67137315.35,6.78,,5.12240654951,33.55,1.728411709069,58.9202470216,,2026-04-28
2519,833499,中国康富,0.065,2694693920.5,9.3973129425,42.3704,162344048.11,-35.33,820.7265,2.131468793943,3.1,0.675468741072,35.0291715378,,2026-04-28
2520,833442,江苏铁科,0.4,317781481.33,14.1903263613,,71406174.35,-8.11,,3.349337949555,11.94,0.189543873582,29.7185831832,,2026-04-28
2521,833434,博锐斯,-0.24,307112989.11,-5.0518397243,,-9615895.74,-274.53,,5.383866133,-4.37,0.2276603245,15.1305945622,,2026-04-28
2522,833396,元钛数科,-0.08,0.0,,,-2601044.38,55.83,,0.003653154194,-183.98,-0.015104268387,,,2026-04-28
2523,833374,东方股份,0.18,1124064789.48,-8.8461557057,,37427650.42,-16.93,,3.879509155952,4.6,1.640400655952,25.2391865571,,2026-04-28
2524,833355,臻木科技,-0.02,61305821.45,5.987280564,,-1531461.48,62.08,,0.896340334319,-2.74,-0.027072605453,40.7882604108,,2026-04-28
2525,833333,科雷斯普,0.05,9334826.05,-60.0736430164,,2585359.02,176.36,,0.24,51.51,-0.397441172425,77.6945376502,,2026-04-28
2526,833308,德威股份,-0.18,34390326.52,-81.0978105106,,-36102493.1,-36.74,,0.245350445171,-53.47,0.005528825027,-29.9268137335,,2026-04-28
2527,833290,ST瑞立达,-0.22,42814487.48,-26.4865677003,,-70343057.88,-6.96,,-0.363908439142,,-0.055631964096,-92.3312180216,,2026-04-28
2528,833286,海斯比,0.17,294930362.76,30.7241933105,,12212839.08,816.98,,6.487392828015,2.63,0.168410062333,23.2101038257,,2026-04-28
2529,833282,康达新能,0.11,373986267.73,-10.1144221847,,5926895.09,60.0,,3.688128149867,2.91,0.561465398044,18.6016300391,,2026-04-28
2530,833242,领航文化,-0.1,8959432.78,-57.6789215122,,-7817998.59,-22.86,,0.404740469548,-22.76,-0.002213973803,-30.8789731218,,2026-04-28
2531,833222,基业园林,-0.06,32184119.66,-49.7779039676,,-6581919.4,46.73,,1.562021642274,-3.87,0.256718717597,27.4759975523,,2026-04-28
2532,833151,通用体智,0.0159,55005838.48,-13.4959031828,,840668.57,316.03,,0.95079417178,1.69,0.079158902083,52.8323330815,,2026-04-28
2533,833136,世创科技,0.8,407436973.74,32.0775076903,,25046146.41,95.3,,3.972989600192,22.23,0.393180816287,25.2226132441,,2026-04-28
2534,833127,晶品压塑,0.22,111209700.85,59.1855239749,,8030557.16,-42.06,,1.038492762877,23.97,0.260218864599,46.2493246245,,2026-04-28
2535,833106,瑞奥电气,-0.03,99123518.97,1.2796855404,,-1806945.36,-142.41,,2.036573387106,-1.43,0.03476467695,30.0898318178,,2026-04-28
2536,833099,美育股份,-0.07,73971309.77,-14.2744721759,,-2597832.13,-314.23,,0.421841551145,-15.91,-0.190393393124,13.0531469296,,2026-04-28
2537,833074,优樟生物,-0.07,45259.62,,,-3243662.67,-50.01,,0.026508946405,,0.00032349462,,,2026-04-28
2538,832966,道尔智控,-0.005,164331747.87,-5.1694330098,,-480987.93,87.13,,0.787379037852,-0.61,0.164119721186,29.2400262413,,2026-04-28
2539,832963,海鹰环境,0.2106,196389572.09,-17.5306656829,,8935447.41,-20.12,,3.206618877181,6.73,0.381795013673,25.5985536375,,2026-04-28
2540,832937,宏达印业,-0.09,18322116.37,0.279402518,,-1812663.47,-12.1481633121,,0.773267569753,-11.05,-0.188227421013,15.8996599038,,2026-04-28
2541,832902,花木易购,-0.09,15043990.19,-69.733605794,,-5102717.75,90.73,,0.405269004149,-20.08,0.052853138277,9.2792843678,,2026-04-28
2542,832853,电旗股份,0.11,325787467.4,-20.0903534112,,8470202.63,-44.18,,4.712310841101,2.35,0.334244346829,11.5961995596,,2026-04-28
2543,832849,华宽通,-0.17,13910028.2,-42.4855977841,,-9500927.62,24.13,,1.293064063539,-12.14,0.121161393213,42.4615728673,,2026-04-28
2544,832830,汉哲咨询,0.03,22034698.4,-13.3094943284,,344153.59,-50.0,,1.335468618812,2.58,0.084648728713,49.301266134,,2026-04-28
2545,832809,九森林业,0.0036,101131511.0,11.88901571,,700070.08,68.66,,1.461412163867,0.25,-0.066471832423,13.6511920305,,2026-04-28
2546,832765,ST唐邦,-0.16,2799330.06,-84.3274950631,,-5952701.62,-4.33,,-0.238744781723,,-0.157694619323,-2.6712769983,,2026-04-28
2547,832736,华鼎伟业,-0.29,49979968.78,4.6848246225,,-17794073.59,22.27,,0.27730698371,-68.2,0.244813942903,36.9390743945,,2026-04-28
2548,832734,洁利来,-0.26,9050014.74,-30.3260674375,,-3430713.62,-375.38,,1.139825643077,-20.75,0.005639561538,37.5794150364,,2026-04-28
2549,832728,全宝科技,0.02,91025581.8,17.6365420467,,777882.59,-47.98,,5.106477322051,0.39,0.29460786641,30.8360576938,,2026-04-28
2550,832720,兴渝股份,-0.15,16807866.61,-29.9445315505,,-4165275.17,19.15,,0.502368098182,-26.2,0.068131588,23.2880826034,,2026-04-28
2551,832703,佳德联益,-0.26,27757849.72,-23.4669346051,,-17675417.03,-55.85,,0.054662591379,-147.44,0.021113156924,7.3648445057,,2026-04-28
2552,832696,铂宝集团,-0.09,130071664.43,1.7058298388,,-2609490.94,-215.74,,1.573958231667,-5.38,-0.484323159333,8.236383702,,2026-04-28
2553,832637,华源磁业,-0.1532,88778022.8,21.7589851131,,-14051324.98,-2440.38,,0.120319576249,-1120.11,-0.213520009067,19.6609457606,,2026-04-28
2554,832623,ST铱迅,-0.02,6206978.75,-18.3763840512,,-368367.79,87.53,,-0.008284661407,,0.01108234968,60.8952239445,,2026-04-28
2555,832613,资博股份,-0.21,200955.67,-90.7253857656,,-2989929.08,-6.71,,0.223962419649,-63.8,-0.127094686316,36.4610015731,,2026-04-28
2556,832602,泰通科技,-0.175,97004053.29,66.7984287498,,-26691663.19,-40.27,,1.256790141802,-12.71,-0.044757504534,34.3919489119,,2026-04-28
2557,832597,中移能,-0.27,31959578.15,-5.075644287,,-29072024.74,54.786117712,,0.082753307657,-123.96,-0.010096674524,0.6463141317,,2026-04-28
2558,832586,圣兆药物,-0.65,36447488.38,34.6651748683,27.1503,-82654530.24,57.26,-15.5269,0.463251531581,-188.92,0.404634484347,53.8720542148,,2026-04-28
2559,832568,阿波罗,0.2908,685560868.9,-0.3625538733,,41197238.22,999.91,,6.354429487243,4.66,0.955673020126,24.0223180043,,2026-04-28
2560,832567,伟志股份,-0.8,112762212.88,39.7372372701,,-47862108.13,-199.55,,2.189714617642,-30.82,0.084742335516,26.8343503353,,2026-04-28
2561,832554,桑尼泰克,0.78,1290752350.51,3.7645548036,,58539287.51,24.14,,8.579828047354,9.37,0.370985176002,15.8340728289,,2026-04-28
2562,832545,ST三川田,-0.34,45024202.22,92.3838638333,,-10168512.84,10.58,,-0.223369005667,,-0.274948951667,32.9185379845,,2026-04-28
2563,832511,科益气体,0.22,206818391.21,8.8108974575,,20503935.44,5.76,,3.468276883198,6.66,0.333252585943,26.3893932356,,2026-04-28
2564,832418,天物股份,0.24,1843762.38,423.7519242339,,1218961.59,365.78,,0.26892161,165.82,0.741137536,89.6949844481,,2026-04-28
2565,832400,微缔软件,0.29,55226336.54,16.3236899353,,3616003.67,39.93,,3.464401878324,8.78,0.725236875907,17.8692262755,,2026-04-28
2566,832397,恒神股份,-0.0123,1037603309.97,2.9191100326,,-40962452.38,55.42,,1.21172187784,-1.01,0.023411051309,23.9839891979,,2026-04-28
2567,832369,江苏神农,0.58,82479218.73,2.1319459107,,6061488.35,-27.17,,6.9,8.77,1.348162629665,31.8042662793,,2026-04-28
2568,832341,常荣声学,0.01,97554639.55,38.1472695728,,684787.24,-76.67,,1.773577528625,0.76,0.298288942193,32.8862605797,,2026-04-28
2569,832326,京能华清,0.2,237730061.79,-1.1694065589,,15141047.84,204.37,,2.44028748707,8.74,0.131930646941,27.1806959261,,2026-04-28
2570,832314,四砂研磨,0.36,120608234.24,-5.4158066889,,16293490.62,-27.54,,4.209087195591,8.75,0.372899069717,38.0676567146,,2026-04-28
2571,832258,太阳传媒,-0.18,34972212.69,24.0526128237,,-5504007.17,-98.25,,0.810859234462,-20.25,0.300078667693,5.2730346128,,2026-04-28
2572,832257,正和药业,-0.12,134543606.74,3.9554557525,,-19889827.46,-109.8,,1.630088768929,-7.01,-0.015452346071,37.3811614231,,2026-04-28
2573,832214,太川股份,0.06,91906258.98,0.7205408126,,2622092.86,177.05,,4.129995939546,1.49,0.738246992084,38.6771674144,,2026-04-28
2574,832205,全宇制药,0.009,112431713.06,11.2768395118,,697237.74,107.28,,1.849177384286,0.49,0.072696777662,28.3436391501,,2026-04-28
2575,832178,递家物流,-0.1633,62796231.54,-13.8088164916,,-14987016.55,-14.37,,0.666896903148,-21.74,0.010963504848,10.1400975884,,2026-04-28
2576,832103,星驿物流,-0.18,4016206.2,-8.3758554038,,-2482352.92,-23.13,,1.799040084173,-9.47,0.046196672662,-22.6832954941,,2026-04-28
2577,832088,鑫鑫农贷,0.05,47256474.7,2.5454106867,12.1312,19870815.86,-1.5,-5.5253,1.408589746525,3.47,9.0755825e-05,,,2026-04-28
2578,832054,永强岩土,-0.31,62072644.21,-24.3459816566,,-37619966.11,36.31,,0.347080512002,-61.48,0.133464540533,15.1302566042,,2026-04-28
2579,832049,广德环保,0.11,381557728.85,-40.5968283628,,6006515.72,125.22,,3.057779602742,3.79,1.303382279865,2.787372074,,2026-04-28
2580,832043,卫东环保,0.01,182685377.81,-8.6875649319,,2290041.1,-41.91,,1.002599226826,1.38,0.129179109102,18.4361603615,,2026-04-28
2581,832041,中兴通科,-0.09,41200611.21,-16.4765115886,,-11368310.64,-54.03,,1.772057878245,-4.61,0.039703231455,32.8047169764,,2026-04-28
2582,832026,海龙核科,-0.2,93277030.64,29.9963642045,,-22902199.61,-807.42,,2.636463398468,-7.21,0.064041819394,47.8233729611,,2026-04-28
2583,832001,黑碳碳投,-2.61,43682570.74,3.9713141099,,-78230518.51,-1053.72,,0.772748077,-125.91,-0.221233434,34.0951534621,,2026-04-28
2584,831958,健博通,-0.04,142563866.38,3.663365653,,-3043167.18,90.15,,2.926023422469,-1.53,0.296886156837,36.1670982481,,2026-04-28
2585,831957,晨宇电气,0.0497,154540232.97,21.2444718995,,5017772.77,-0.41,,1.123412000297,4.52,-0.083653853946,19.341960508,,2026-04-28
2586,831952,华图股份,0.75,769380067.03,-24.1807651716,,32859835.3,11.61,,6.005321658837,12.87,1.174918363488,16.2651590771,,2026-04-28
2587,831943,西格码,0.12,2357599344.1,3.2723040089,,23474257.95,16.46,,1.289053462807,9.2,-0.47678087442,8.0344398731,,2026-04-28
2588,831941,兴荣高科,0.57,335524196.93,44.9112960714,,34588346.88,17.08,,4.659156549597,11.47,1.592889497631,17.5114785871,,2026-04-28
2589,831937,建研信息,0.11,59402913.91,-0.5341406935,,4453259.94,266.28,,1.303174421733,8.77,0.081100889908,69.1181366325,,2026-04-28
2590,831928,开泰石化,-0.2451,2428136425.03,-5.4401520465,,-45631991.16,67.28,,0.721389980866,-29.03,-0.135643309409,6.4957866755,,2026-04-28
2591,831917,中电红石,-0.13,45946087.07,1.1680092726,,-5297002.56,-284.73,,1.59208731212,-7.6,0.04766478493,22.4288373334,,2026-04-28
2592,831910,梦地自控,-0.03,14799906.69,-21.1472520912,,-151881.02,64.38,,1.828162766,-1.65,0.340921618,35.4316120354,,2026-04-28
2593,831882,众益传媒,-0.33,23584080.37,-17.0967423308,,-26705056.53,15.59,,0.131432913836,-105.41,0.029590085048,31.4575113959,,2026-04-28
2594,831844,会友线缆,-0.01,242377145.72,-4.8700936681,,-1730302.6,-128.14,,2.122845284944,-0.54,0.127731277457,8.1529963814,,2026-04-28
2595,831828,利特尔,0.33,412391319.31,7.6811539936,,19830883.58,7.08,,3.750441050493,8.76,0.619134786349,17.8692927541,,2026-04-28
2596,831827,宝来利来,-0.34,193038959.23,-10.6283895911,,-13782857.91,-559.5724186565,,8.00669463225,-4.21,0.71419707775,54.4591439673,,2026-04-28
2597,831805,微企信息,0.02,40389479.66,20.9240146525,,468653.45,104.87,,0.176998476483,9.02,0.055678366641,13.0775558746,,2026-04-28
2598,831755,邦正科技,-0.0021,16409018.29,1.6853855151,,-115258.79,99.5344894978,,1.126805561835,-0.19,0.190615362018,2.8332699847,,2026-04-28
2599,831753,艾博德,0.29,210264807.18,12.5259715381,,8375620.54,246.37,,2.59274438718,11.78,0.500972982301,29.4609315086,,2026-04-28
2600,831734,展通电信,0.2,266788050.34,56.994540094,,10325801.48,1125.19,,2.156335588374,10.46,-0.250302306267,25.2176096397,,2026-04-28
2601,831730,亚诺生物,-0.42,77728346.8,-36.6316039246,,-37284202.82,76.9,,3.073622803977,-12.8,-0.183951235586,-9.3392342033,,2026-04-28
2602,831670,ST捷福,-0.05,66919908.69,-6.6799569715,,-2596527.76,-529.36,,-0.023330989537,,-0.177132705634,9.2161677007,,2026-04-28
2603,831668,天元小贷,-0.03,21050733.61,-7.0844860854,-54.5411,-3849726.77,-163.34,-361.2674,1.288583057933,-1.9,0.2442039356,,,2026-04-28
2604,831650,盛华德,-0.19,5044367.37,-46.7670304306,,-4705520.76,6.0,,0.746139540162,-22.07,-0.119575724569,17.9151269865,,2026-04-28
2605,831621,中镁控股,-0.35,657309575.32,-26.5157370085,,-38202916.15,-1707.84,,5.539085928356,-6.06,0.364344368454,5.9452466992,,2026-04-28
2606,831620,云建筑,-0.1429,39162732.74,-33.6585525547,,-8614812.88,27.96,,0.595110078301,-21.44,-0.082184804081,8.5264861678,,2026-04-28
2607,831602,昊华传动,0.17,349984203.26,8.8245302872,,7051988.9,29.91,,2.330245579167,7.43,-0.518449591667,10.8613174783,,2026-04-28
2608,831588,山川秀美,-0.27,28432894.0,-22.4047032843,,-26438327.98,-174.34,,2.727796591077,-9.47,0.333188249026,31.4840569166,,2026-04-28
