序号,股票代码,股票简称,每股收益,营业总收入-营业总收入,营业总收入-同比增长,营业总收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期
2748,920091,大鹏工业,-0.08,19941591.82,-17.8015777954,-65.4028,-4739159.6,-594.34,-178.5078,7.670384201792,-1.0,-0.290048777845,8.6685670111,专用设备,2026-04-28
2749,920089,禾昌聚合,0.21,394216317.74,-9.2938744541,-33.1835,31945020.66,-5.61,-13.9003,8.652533778241,2.48,-0.463774934094,15.3667216155,塑料,2026-04-28
2750,920077,吉林碳谷,0.0702,674704960.73,40.5690706563,1.9664,41180364.7,75.25,-15.2859,4.546841837085,1.56,-0.027000027278,17.6633715292,化学纤维,2026-04-28
2751,920076,国亮新材,0.29,294991209.82,22.6052744721,7.0953,22781863.05,9.41,-12.2955,11.931872642711,2.45,-0.43208043031,19.1635380134,装修建材,2026-04-28
2752,920075,柏星龙,0.1232,148058227.36,51.6377481003,6.8261,7982643.14,175.08,392.9294,6.274229435779,1.94,0.644624359485,30.2736249307,包装印刷,2026-04-28
2753,920066,科拜尔,0.09,108745997.12,-9.0547537522,15.6615,5794182.0,-37.55,-13.445,6.48456934419,1.43,-0.888119723688,17.6737456725,塑料,2026-04-28
2754,920058,华洋赛车,0.14,190072898.48,6.4944464346,37.6646,7669301.44,-33.4,108.4422,6.359234603507,2.15,-0.249594704128,17.4127211584,摩托车及其他,2026-04-28
2755,920056,能之光,0.18,134208381.35,0.8748351382,-10.0898,14815522.69,24.58,6.9187,6.743667874337,2.73,0.11086696176,18.6120596484,塑料,2026-04-28
2756,920055,隆源股份,0.69,267110739.5,15.7128888036,-5.2242,35089148.89,22.61,-8.195,18.006378112353,4.21,0.382163158382,25.22514439,汽车零部件,2026-04-28
2757,920045,蘅东光,1.24,687251926.77,39.2723864761,16.3689,84089469.87,41.23,4.2786,16.989809233367,7.52,-0.987261547365,26.6864068919,通信设备,2026-04-28
2758,920037,广信科技,0.63,227064112.15,29.6445680702,8.5135,57210205.19,30.85,19.5406,9.920394183509,6.51,0.020393007294,38.9482417158,电网设备,2026-04-28
2759,920036,觅睿科技,0.09,166591154.14,6.3113605443,-34.0421,3794011.71,-54.96,-86.6281,10.912872927438,1.11,-0.435959638768,38.7248765897,计算机设备,2026-04-28
2760,920033,康普化学,0.22,123354108.32,164.8020253813,73.9223,26016425.47,164.13,272.5525,6.473875049408,3.43,0.513163913619,38.7984728128,化学制品,2026-04-28
2761,920029,开发科技,0.38,528825888.59,-34.6909900462,-25.3145,53436495.12,-73.67,-64.8729,27.238722831112,1.42,0.111718256224,36.5227985235,通用设备,2026-04-28
2762,920028,新恒泰,0.18,191590675.52,11.8075879735,-17.7417,22089547.1,7.99,-39.6087,6.896811187576,2.8,-0.344282878073,25.0147169741,塑料,2026-04-28
2763,920026,卓兆点胶,0.05,75443560.99,29.107280342,-37.2852,4147081.45,-10.76,-62.3507,7.788465524538,0.65,0.430844363248,53.3414996481,专用设备,2026-04-28
2764,920023,*ST田野,0.002,113406969.19,17.3714706113,-12.7545,654063.43,-85.58,104.6826,3.685894494201,0.05,-0.029735204183,15.3607731733,农产品加工,2026-04-28
2765,920022,世昌股份,0.27,122868428.56,-10.657759593,-42.8673,16323880.87,-13.09,-9.172,7.380766859634,3.74,0.258105589264,23.0164045894,汽车零部件,2026-04-28
2766,920020,泰凯英,0.1842,732680676.2,23.4416683115,14.1781,40977776.15,22.23,-7.571,5.315544811443,3.49,-0.618049021494,18.0980213355,工程机械,2026-04-28
2767,920019,铜冠矿建,0.08,408430107.46,22.7736234479,-3.5506,16708452.01,-20.92,416.3057,4.447411916438,1.81,-0.252668882995,12.5338117061,专业工程,2026-04-28
2768,920018,宏远股份,0.22,751921364.0,23.6283708875,0.1439,28260418.49,8.01,-13.1025,7.335394633881,2.98,-0.90628129662,7.9931905632,电网设备,2026-04-28
2769,920011,晨光电机,0.26,202251333.05,2.9430248999,-13.1417,15890732.17,-16.1,-38.2201,10.270459141893,2.83,0.385468892921,17.592755812,电机Ⅱ,2026-04-28
2770,920010,凯添燃气,0.04,160782722.71,8.3691639929,15.9608,9409847.38,5.95,14395.4588,2.968781079659,1.36,-0.054365018977,14.1934436831,燃气Ⅱ,2026-04-28
2771,920001,纬达光电,-0.04,53474093.73,22.1780166175,-3.4874,-5522986.83,-190.55,80.8139,4.614843732375,-0.78,-0.063404431168,14.4104521507,光学光电子,2026-04-28
2772,920000,安徽凤凰,0.14,90505343.88,-0.513500127,-14.0478,13002262.53,7.55,16.5696,7.360232394415,1.95,0.096694861802,27.746657074,汽车零部件,2026-04-28
2773,900947,振华B股,0.071,8593145125.0,0.8924110977,-16.1953,376340981.0,47.39,80.9373,3.036045220953,2.36,0.096834943764,11.9499271578,专用设备,2026-04-28
2774,900941,东信B股,0.034,545751187.31,21.1699725144,-35.798,43148108.38,176.89,790.9513,3.040848760196,1.14,-0.191374328895,11.549536385,通信设备,2026-04-28
2775,900920,动力B股,0.03,1528901331.3,11.4836636216,-2.5329,36199600.85,117.2243463564,-98.8764,4.625755886564,0.57,-0.326409119725,10.3702695461,汽车零部件,2026-04-28
2776,900918,耀皮B股,0.02,1258496970.78,-0.257967948,-19.9891,24192253.53,-43.3,105.6954,3.966213923521,0.63,-0.076267421531,18.152971011,玻璃玻纤,2026-04-28
2777,900915,ST中路B,-0.06,180741610.77,-27.6095425933,-14.5659,-18194046.97,-462.7617116677,52.6468,1.553899229645,-3.57,-0.007225088475,14.4565222412,摩托车及其他,2026-04-28
2778,900909,华谊B股,0.08,11639856887.66,1.3245238408,11.3858,167868428.88,6.64,5.0923,10.620249920229,0.75,1.457575310309,8.399862949,化学原料,2026-04-28
2779,874339,天康制药,0.01,203852244.71,-7.5227659748,-8.7068,3363816.46,-89.91,-93.715,11.363173523059,0.12,-0.021768266232,55.546873659,,2026-04-28
2780,873699,旭宇光电,0.14,73547076.5,74.0526091541,,9626395.54,1684.4,,4.191534737024,3.45,0.116605654412,27.9887961828,,2026-04-28
2781,873324,阳光精机,0.33,83394648.72,105.816722612,,11757016.03,275.53,,9.949163492638,3.34,-0.044816479582,36.1617463385,,2026-04-28
2782,834777,中投保,0.0347,437613158.37,47.8058510333,7.1784,187130577.63,72.23,65.7084,1.834971849362,1.94,-0.011770117616,,,2026-04-28
2783,834730,联君科技,0.83,5429570.89,1.7413678626,,20821398.27,0.3,,7.3790723068,12.06,-0.3292184972,42.93780498,,2026-04-28
2784,834395,博信永元,-0.03,175943.4,-85.8444489151,45.6531,-6186556.4,-334.05,-112.7179,2.484991302409,-1.26,-0.012214843295,,,2026-04-28
2785,834089,浙商创投,0.0,18755848.39,23.6929114654,-48.1273,-2446537.85,-286.72,-181.3204,1.92256492402,-0.19,0.094848204073,,,2026-04-28
2786,833499,中国康富,0.0026,452678300.0,-32.7524902005,-45.3534,6593954.39,-89.72,-90.8396,2.135230978767,0.12,0.120031472338,24.5737757343,,2026-04-28
2787,833118,棒杰小贷,0.01,6043162.23,-49.3102753468,-18.9018,2482041.79,-73.83,-54.9861,1.277721675341,0.8,0.009544014859,,,2026-04-28
2788,832397,恒神股份,-0.0001,268019982.89,22.48771925,,-281293.01,98.17,,1.21167167791,-0.01,0.019008327653,30.9764743825,,2026-04-28
2789,832088,鑫鑫农贷,0.01,12436388.74,12.0783451738,-5.1223,5448022.02,0.55,29.5225,1.422209801575,0.95,-0.585233048725,,,2026-04-28
2790,831668,天元小贷,0.02,4210366.49,-9.9182925196,18.516,2427531.73,-10.11,118.9333,1.3047666028,1.25,-0.057789357933,,,2026-04-28
2791,688807,优迅股份,0.33,138159937.25,17.5745154992,7.3099,26574260.24,20.04,75.0013,22.475482857625,1.49,0.370293995,43.4563762007,半导体,2026-04-28
2792,688798,艾为电子,0.22,646467064.28,1.0224746823,-4.5247,51054673.59,-20.32,23.6719,18.238247299572,1.2,0.125250006396,32.1470774356,半导体,2026-04-28
2793,688796,百奥赛图,0.23,433056002.17,73.6817382951,-1.1123,104034500.04,885.4134219261,76.1119,5.10579709116,4.67,0.324189716245,78.8793776644,医疗服务,2026-04-28
2794,688790,昂瑞微,-0.67,347304886.42,10.8088225676,-36.5758,-67126472.13,-35.886223918,-19.1821,27.303455374433,-2.44,-1.720020054618,22.327684718,半导体,2026-04-28
2795,688786,悦安新材,0.13,111004545.7,15.3683264477,-4.855,19199247.38,14.05,-10.313,5.529188622061,2.44,0.093146977473,41.4359834185,金属新材料,2026-04-28
2796,688785,恒运昌,0.28,124417988.35,-12.08445576,-2.9171,17582772.3,-49.81,-21.0247,32.968886763355,1.0,0.157319544234,52.141944031,其他电源设备Ⅱ,2026-04-28
2797,688768,容知日新,-0.26,70845677.8,-15.2300271423,-72.2559,-22828809.96,-257.1579601402,-139.8023,12.286460320769,-2.09,-0.22629287611,64.9385680519,通用设备,2026-04-28
2798,688765,禾元生物,-0.1,9628104.81,132.391577602,-65.8585,-36045931.95,25.2084558401,-0.7814,8.024066512923,-1.25,-0.138526468783,42.037309625,生物制品,2026-04-28
2799,688759,必贝特,-0.12,,,,-52735696.52,-45.487130279,-13.2967,3.614892436129,-3.2,-0.104272742765,,化学制药,2026-04-28
2800,688727,恒坤新材,0.06,151505051.98,0.1045999514,-12.6154,25574323.41,-9.41,7.0703,5.628389881679,1.02,-0.092611692835,51.12307317,半导体,2026-04-28
2801,688708,佳驰科技,0.06,81064108.41,23.9268896023,-83.3831,25767837.52,4.61,-86.562,8.833288518287,0.73,-0.269472215495,73.6681588946,航空装备Ⅱ,2026-04-28
2802,688700,东威科技,0.15,305476484.0,44.4681602727,-10.5339,44315834.23,160.59,24.5889,6.290093769077,2.39,0.499655412596,37.2534949139,专用设备,2026-04-28
2803,688697,纽威数控,0.1457,711929761.28,25.0385055964,-13.54,66650811.37,8.62,-31.9676,4.185568021888,3.54,-0.107822347627,21.0399944386,通用设备,2026-04-28
2804,688695,中创股份,-0.12,28032348.63,-12.4495716687,-51.5441,-10335955.05,-492.7499716527,-26.8923,8.952313491146,-1.35,-0.224468406849,97.2688496062,软件开发,2026-04-28
2805,688690,纳微科技,0.17,252775299.49,34.0310488489,-0.4545,68134676.89,133.22,141.2566,5.062849467924,3.5,0.036910365499,74.1949425234,化学制药,2026-04-28
2806,688669,聚石化学,-0.49,780793135.8,-29.5724957854,-19.2991,-59756376.92,-814.27,62.8031,8.954955253682,-5.35,0.428543366821,10.8865900355,塑料,2026-04-28
2807,688661,和林微纳,-0.0845,163488188.02,-21.690138861,-13.2289,-12827054.61,-148.32,-83.5564,7.998493624499,-1.05,-0.229308398225,19.9378412929,半导体,2026-04-28
2808,688656,浩欧博,0.003,78864218.03,1.6123369656,-25.7554,177448.33,-89.18,105.9379,13.02307764493,0.02,0.080899905387,56.6591612853,医疗器械,2026-04-28
2809,688653,康希通信,0.0116,182462371.52,34.8019133432,15.9961,4874959.69,116.1402599365,137.2034,3.390597076211,0.34,-0.058002339521,28.0169047646,半导体,2026-04-28
2810,688629,华丰科技,0.23,633223075.0,56.1486203819,-27.0947,105112635.87,230.43,-22.4226,4.180519717518,5.61,0.928003699303,30.3410928242,军工电子Ⅱ,2026-04-28
2811,688623,双元科技,0.32,81078615.68,4.2667248132,-15.3546,18617366.6,-26.49,78.3812,36.1419034317,0.87,0.664311751408,36.9635300241,自动化设备,2026-04-28
2812,688616,西力科技,0.11,114845003.35,13.8525577201,-29.779,18653148.55,-11.05,-50.4072,5.077994362305,2.08,0.032880969275,29.5702894418,电网设备,2026-04-28
2813,688610,埃科光电,0.34,146543715.41,95.786623767,38.3674,23204810.33,169.09,213.0638,22.830205317794,1.51,-0.027343261324,42.9717704057,通用设备,2026-04-28
2814,688603,天承科技,0.24,144584949.48,42.4093404957,5.5676,29938628.31,57.79,12.2559,9.805182884963,2.48,-0.076858176023,37.8800396978,电子化学品Ⅱ,2026-04-28
2815,688592,司南导航,-0.09,65607253.83,49.6994839153,-77.4586,-7230688.09,30.3532100576,-118.7638,11.816083296605,-0.76,-0.313937658989,60.2861185937,通信设备,2026-04-28
2816,688583,思看科技,0.08,87241169.44,0.1517553928,-15.3095,7277837.51,-73.02,-56.7198,13.466748389253,0.61,-0.1109775681,73.3013072159,通用设备,2026-04-28
2817,688580,伟思医疗,0.64,106040321.83,10.5592064741,-22.7085,61573316.79,85.35,71.3971,18.329883524277,3.57,0.165955631504,66.1569277133,医疗器械,2026-04-28
2818,688577,浙海德曼,0.15,209373844.16,47.2515296048,-22.6977,16565268.9,680.22,-13.257,9.304474721088,1.61,0.486040318808,27.000809751,通用设备,2026-04-28
2819,688566,吉贝尔,0.21,226416735.47,12.197941438,-13.4602,41994228.6,-15.21,-35.0959,12.442559479046,1.71,-0.110169312057,90.1495232083,化学制药,2026-04-28
2820,688565,力源科技,0.0037,42561246.22,-14.7850085786,-31.7836,558581.03,-80.65,-86.6595,3.321037358512,0.11,-0.121509426034,21.2321235691,环境治理,2026-04-28
2821,688560,明冠新材,-0.09,196596247.33,13.2368981204,7.7756,-16092784.21,30.5492379519,76.2457,12.745889873041,-0.63,0.101594565383,4.7412730897,光伏设备,2026-04-28
2822,688549,中巨芯,0.004,366119718.34,35.331681306,10.6102,6376717.63,638.6616703254,115.2533,2.037925195881,0.21,-0.115529805629,15.7145650119,电子化学品Ⅱ,2026-04-28
2823,688545,兴福电子,0.18,446720565.78,36.7237716684,8.4294,64020078.22,20.22,54.5091,8.38351229275,2.14,-0.240296132972,26.4567771317,电子化学品Ⅱ,2026-04-28
2824,688536,思瑞浦,0.77,702304366.5,66.5039689994,14.882,105400509.6,577.25,124.3426,46.071254327533,1.68,1.443040762639,47.6560499258,半导体,2026-04-28
2825,688535,华海诚科,0.14,222757165.09,165.5839765549,24.5772,13527145.24,87.65,221.9438,22.428988511641,0.62,-0.243896427932,28.5784817536,半导体,2026-04-28
2826,688519,南亚新材,0.66,1832161085.0,92.3628096419,17.1088,150132663.11,610.83,82.5787,12.28573811833,5.08,-0.281679279624,15.1965434202,元件,2026-04-28
2827,688515,裕太微,-0.54,141680648.85,74.8330699321,-38.1135,-43257692.37,28.7592007367,-594.5997,18.335702711625,-2.91,-0.359394118625,42.5329774173,半导体,2026-04-28
2828,688507,索辰科技,-0.38,39429407.13,1.6555718353,-89.0443,-33940631.4,-117.1393683691,-131.5864,31.044678269204,-1.2,-0.346846816247,50.1277942243,软件开发,2026-04-28
2829,688506,百利天恒,-1.88,94586830.06,40.253343563,-79.1759,-774557546.7,-45.7480796519,-38.536,13.669353151278,-12.6,-1.796771678804,54.1499669008,生物制品,2026-04-28
2830,688501,青达环保,0.23,370310183.04,-40.1318116858,-31.381,28263022.57,-58.87,-44.3508,9.256759672774,2.49,-0.579754209505,29.3104077314,环保设备Ⅱ,2026-04-28
2831,688498,源杰科技,2.09,355278486.49,320.9399426311,62.8336,179441968.61,1153.07,111.0306,29.375184136344,7.38,0.46133631354,77.8078616274,半导体,2026-04-28
2832,688485,九州一轨,-0.03,32012676.53,22.8498439706,-65.51,-4352804.21,27.752500749,-257.6126,8.321888791172,-0.35,0.03913560804,27.6929504838,轨交设备Ⅱ,2026-04-28
2833,688472,阿特斯,0.14,7129468616.21,-16.9599799774,-20.6537,519415064.56,999.1,1835.3813,6.487825372811,2.21,-0.043178272834,20.4088102982,光伏设备,2026-04-28
2834,688449,联芸科技,0.0193,355275119.99,47.380300471,-12.5487,8860305.34,135.7347180753,-82.9942,4.190004997696,0.46,0.19463788913,51.4572569267,半导体,2026-04-28
2835,688388,嘉元科技,0.28,3445321290.6,73.9357620457,11.024,120514859.33,392.77,646.2826,17.764805721284,1.67,-0.799643635549,7.4771932412,电池,2026-04-28
2836,688383,新益昌,0.21,251895128.51,11.1301835238,89.1219,21332416.96,82.39,115.8005,12.352118573684,1.71,-0.166237498487,38.9047040011,专用设备,2026-04-28
2837,688376,美埃科技,0.23,458173734.74,44.5187675778,3.5065,31691569.07,-24.4,260.1341,14.476980238524,1.63,0.092872667472,26.5569105678,环保设备Ⅱ,2026-04-28
2838,688358,祥生医疗,0.41,127282003.17,-0.3381732129,37.3885,46026273.65,10.6,103.8429,12.660810115526,3.28,-0.150775095517,61.0070401754,医疗器械,2026-04-28
2839,688334,西高院,0.2097,218415971.67,5.6393028493,0.6349,66398215.73,5.44,29.6456,9.398828447989,2.26,0.340437490977,56.9343476666,专业服务,2026-04-28
2840,688328,深科达,0.29,188009515.15,5.2155946778,29.939,27068442.07,89.22,883.23,9.061499159585,3.21,0.577969070457,37.9258855453,专用设备,2026-04-28
2841,688311,盟升电子,-0.09,11902094.83,-43.6267700046,-95.7013,-15281220.77,-1.632557293,-149.0339,10.23788394173,-0.91,-0.247153411782,25.945600956,军工电子Ⅱ,2026-04-28
2842,688300,联瑞新材,0.3,293960879.87,23.1561250144,0.7878,71636519.87,13.64,-1.3548,7.358282425348,4.11,-0.005080783805,40.0209209477,非金属材料Ⅱ,2026-04-28
2843,688299,长阳科技,0.04,239371761.72,-10.2694613569,-16.0452,11143660.62,-21.32,108.0611,6.823267289796,0.57,-0.013318135138,33.5739072531,光学光电子,2026-04-28
2844,688291,金橙子,0.53,62801442.95,-2.4338782195,-7.9723,52991072.43,342.76,14447.4732,9.872096138378,5.38,0.073114525547,63.5074130729,软件开发,2026-04-28
2845,688283,坤恒顺维,0.04,35259391.16,15.452817492,-58.7008,4399354.02,707.6969013654,-78.6338,8.131578406158,0.45,-0.344104222003,62.0356453143,通信设备,2026-04-28
2846,688281,华秦科技,0.29,299042995.78,23.8505624261,-32.3841,79063217.45,26.19,23.0898,17.53437630288,1.66,0.172773620456,43.3999521111,航空装备Ⅱ,2026-04-28
2847,688270,ST臻镭,0.18,121292601.26,67.0082366376,-6.2115,39581087.11,76.17,35.3901,10.720815191758,1.74,-0.062566799407,70.5154673999,半导体,2026-04-28
2848,688260,昀冢科技,-0.4409,156777627.4,56.2779489743,-4.1254,-52902595.99,-1.313048877,-19.6227,1.34579548925,-49.58,-0.22725829825,-3.1065026948,消费电子,2026-04-28
2849,688258,卓易信息,0.49,87520625.01,2.7049128378,20.9802,59469026.83,216.35,69.251,7.905611657312,6.41,0.35989859342,57.1795109944,IT服务Ⅱ,2026-04-28
2850,688253,英诺特,0.3,108809643.44,-47.4262227466,18.7432,40631620.58,-57.36,205.8343,15.300300181373,1.96,-0.21820165164,76.3634649771,医疗器械,2026-04-28
2851,688251,井松智能,-0.17,103877026.76,30.0667145836,-77.7926,-17463658.35,-2332.3991246702,-174.2276,8.382415771224,-2.04,-0.52373339361,15.3042961912,IT服务Ⅱ,2026-04-28
2852,688238,和元生物,-0.084,50540466.83,-4.365874179,-42.1358,-53084824.41,10.7477590194,27.2303,2.08879905503,-3.84,-0.101800457062,-23.8469953207,医疗服务,2026-04-28
2853,688231,隆达股份,0.2,566687076.93,64.7477552318,4.751,47573504.61,66.7,1442.5477,11.371253192904,1.71,-0.419173978288,19.0903043345,金属新材料,2026-04-28
2854,688229,博睿数据,-0.26,32203645.83,-11.0650020224,25.4656,-11638489.1,-26.4347063689,78.8702,8.234196637387,-3.15,-0.462553045721,73.2514763842,IT服务Ⅱ,2026-04-28
2855,688227,品高股份,-0.14,63769271.24,-26.820395894,-74.6679,-15325533.71,1.4890189838,22.1163,11.019216998234,-1.21,-0.349214775604,36.6180132467,IT服务Ⅱ,2026-04-28
2856,688225,亚信安全,-0.4817,1210666080.62,-6.1653881888,-57.5204,-186186595.57,18.1090882609,-306.566,3.880524211995,-11.32,-1.981168231619,27.7946639545,软件开发,2026-04-28
2857,688217,睿昂基因,-0.09,35864096.63,-28.7182929704,-6.0095,-4983192.9,-248.53,88.866,15.036764368796,-0.59,0.030802422899,78.3643909672,医疗器械,2026-04-28
2858,688209,英集芯,0.1,376762141.69,23.0300797052,-14.449,45130158.59,129.8,-28.9481,5.154596460807,2.04,-0.330676246051,36.7489795495,半导体,2026-04-28
2859,688205,德科立,0.12,254444250.0,27.9697627449,-9.6262,19639010.0,35.08,-37.5526,14.78954913124,0.84,-0.405788713368,25.7339594037,通信设备,2026-04-28
2860,688201,ST信安,-0.0452,86135270.62,14.5997472758,-61.51,-14344171.62,42.3844200589,-125.6494,4.087138751123,-1.12,-0.193384904598,76.2911497079,软件开发,2026-04-28
2861,688196,卓越新能,0.24,677759805.01,-4.3759091952,27.0436,30131372.29,-50.86,334.9567,25.266467534856,0.94,-1.481391169856,13.1525624301,化学制品,2026-04-28
2862,688187,时代电气,0.47,5101755441.0,12.4544925886,-48.3241,643344143.0,1.91,-53.2468,31.76466042953,1.5,-0.669984292452,33.3087820781,轨交设备Ⅱ,2026-04-28
2863,688180,君实生物,-0.02,726287839.6,45.0859428739,4.873,-20564028.12,91.244738382,92.6419,5.742764021853,-0.34,0.056345383961,79.7634815873,生物制品,2026-04-28
2864,688179,阿拉丁,0.09,170732306.58,31.1506340526,-32.1653,29093277.78,20.31,-34.3262,2.808052199315,2.94,-0.389296808897,67.7106898663,化学制品,2026-04-28
2865,688177,百奥泰,-0.37,251586840.1,21.8010234069,-0.0171,-151834708.68,-62.6841506393,-40.4798,0.541255468146,-50.59,0.110098340731,81.3421196191,生物制品,2026-04-28
2866,688175,高凌信息,0.03,61595871.01,40.8002077504,-37.516,3948092.35,131.22,141.9072,13.386038133347,0.23,-0.313147356341,47.014749796,军工电子Ⅱ,2026-04-28
2867,688170,德龙激光,-0.25,87332244.96,-11.9324572318,-74.0123,-25531435.27,-55.0139577699,-159.779,11.919849346652,-2.05,-0.379368880998,43.2805501992,自动化设备,2026-04-28
2868,688160,步科股份,0.15,189001594.3,43.2191989447,-12.104,13313608.86,19.7,-52.3703,14.46129728766,1.02,-0.367313654146,32.8638915878,自动化设备,2026-04-28
2869,688153,唯捷创芯,-0.11,482814288.54,-5.0618804443,-36.6004,-48135149.72,-165.5351640697,-237.3926,9.241938317491,-1.2,0.171657021138,21.2696059536,半导体,2026-04-28
2870,688128,中国电研,0.33,1182346337.04,4.2487674689,-8.4361,133944287.33,5.99,-12.7147,8.913605006156,3.75,0.184467110408,31.2345081742,专用设备,2026-04-28
2871,688123,聚辰股份,0.19,279994453.68,7.2502715686,-2.9395,30843666.99,-69.0,-29.4589,16.915592560254,1.16,0.102357887208,48.9346466043,半导体,2026-04-28
2872,688113,联测科技,0.44,122033958.07,29.4285983758,-15.5352,28404947.49,32.27,94.5473,15.697753241082,2.83,0.368868421705,36.2618934679,专用设备,2026-04-28
2873,688103,国力电子,0.07,306740698.65,33.2797847584,-20.478,6724512.15,-42.98,-54.3198,11.821419289689,0.59,-0.177009608588,23.8264553845,其他电子Ⅱ,2026-04-28
2874,688102,斯瑞新材,0.0557,443003165.25,28.7539038259,11.4086,43076379.05,33.24,8.2538,2.511171855514,2.23,-0.298459025022,23.3261530743,金属新材料,2026-04-28
2875,688091,上海谊众,0.09,79157974.05,11.4395407702,8.511,18167553.85,28.07,30.7301,7.007504164078,1.26,0.091532504846,85.2563446828,化学制药,2026-04-28
2876,688090,瑞松科技,0.17,202057014.32,15.7967146936,-44.2925,20582669.54,878.58,16.4176,7.561989711552,2.25,0.822788663247,29.3862107583,自动化设备,2026-04-28
2877,688087,英科再生,0.28,1020078245.73,28.6919478642,5.914,51044108.57,-29.42,-14.1646,14.852095298918,1.79,0.681997082885,29.0741419201,家居用品,2026-04-28
2878,688085,三友医疗,0.02,123568286.14,6.1270810416,-18.3431,7056129.84,-44.97,530.6269,6.358091891041,0.33,-0.070857998731,72.7832666936,医疗器械,2026-04-28
2879,688084,晶品特装,-0.03,56614543.67,114.3775406395,-29.4036,-2099499.09,41.2823338079,92.4083,20.267482284146,-0.14,-0.30851520147,21.3441130612,军工电子Ⅱ,2026-04-28
2880,688082,盛美上海,0.22,1476441483.04,13.0622328317,-9.9594,104288813.23,-57.66,-19.6931,28.412449419964,0.77,-0.299849560668,45.6379535491,半导体,2026-04-28
2881,688078,龙软科技,-0.11,22936394.4,-37.852480146,-27.7748,-7932823.61,-188.2,80.5228,9.168734459002,-1.18,-0.294154619511,33.1428607192,软件开发,2026-04-28
2882,688077,大地熊,0.1,405446498.59,18.8289979522,-11.649,11640628.33,71.24,-18.1566,9.70147875098,1.05,-0.5453926483,16.7857246262,金属新材料,2026-04-28
2883,688072,拓荆科技,2.03,1112431778.96,56.9673418563,-51.6121,570602298.59,488.29176657,54.1341,25.667963468878,8.25,-1.841177410032,41.6890753169,半导体,2026-04-28
2884,688052,纳芯微,-0.22,1141366367.79,59.1715797002,13.878,-35736538.47,30.3901017768,59.5689,46.707405995174,-0.47,-1.186265022581,33.6693966788,半导体,2026-04-28
2885,688036,传音控股,0.61,16200109629.19,24.5795363273,0.9471,700357725.49,42.9,61.8664,18.452390220718,3.35,-3.556293295433,22.0046685119,消费电子,2026-04-28
2886,688029,南微医学,0.78,853734897.79,22.1091930266,6.2859,146462686.25,-8.99,139.8534,22.582665485023,3.5,0.56643193485,64.0095371836,医疗器械,2026-04-28
2887,688023,安恒信息,-1.12,324933826.2,4.4405377502,-65.6858,-114109417.2,-2.4031003094,-176.7451,21.902460667407,-4.64,-3.317137166562,55.6536085654,软件开发,2026-04-28
2888,688015,交控科技,0.09,376652962.7,-6.5485082352,-63.7796,16326742.85,-7.77,-77.1378,14.231296979583,0.61,-0.442126087092,40.4014661664,轨交设备Ⅱ,2026-04-28
2889,688012,中微公司,1.48,2914986518.73,34.1285376976,-32.5558,930487319.17,197.2,3.3553,38.823724017131,4.0,-0.253497297361,39.8925648403,半导体,2026-04-28
2890,688010,福光股份,-0.11,109743596.57,-3.8524250128,-44.6874,-18062542.13,9.1673271609,-130.2849,10.67586021028,-1.05,-0.225895395286,13.3718417189,光学光电子,2026-04-28
2891,688008,澜起科技,0.73,1460718316.43,19.514563386,4.4394,847375292.29,61.3,40.46,17.055877920673,5.39,0.512711063486,69.7882209522,半导体,2026-04-28
2892,688002,睿创微纳,1.0399,1944857599.91,71.124107037,-12.3215,478742205.72,228.31,14.5748,15.328452939097,6.85,2.0122907951,53.4040889862,军工电子Ⅱ,2026-04-28
2893,605500,森林包装,-0.01,833193866.67,84.9623195554,2.7234,-2942361.09,-108.68,-109.4865,6.231332962403,-0.11,0.042049607553,6.3045493001,造纸,2026-04-28
2894,605488,福莱新材,0.07,818644853.31,35.755149539,7.8593,18835518.99,-46.0,48.5403,7.496689233168,1.04,-0.180024893821,12.5978994851,塑料,2026-04-28
2895,605378,野马电池,-0.03,264031985.27,9.437567875,24.6946,-7341216.03,-161.31,-304.8524,4.762195522647,-0.59,-0.114884308986,10.5497392377,电池,2026-04-28
2896,605358,立昂微,0.01,999381068.5,21.8104658372,5.044,7224610.83,108.9153298096,120.9508,10.395701928531,0.1,0.02990718031,15.5634683908,半导体,2026-04-28
2897,605339,南侨食品,0.01,766645420.36,-2.8933893222,-3.7749,3019726.5,-89.57,-74.5107,8.064958949175,0.09,0.213602702846,18.8302214526,休闲食品,2026-04-28
2898,605337,李子园,0.14,299538134.02,-6.3876304936,-7.0384,53510150.27,-19.13,10.6197,4.282254197704,3.2,0.202583154753,37.74450979,饮料乳品,2026-04-28
2899,605318,法狮龙,-0.0078,82038404.16,-6.5340880386,-44.7086,-983410.41,87.6472877185,81.1873,5.085883451433,-0.15,-0.241723761437,26.4185384296,装修建材,2026-04-28
2900,605305,中际联合,0.61,438510271.59,38.4142947611,-16.6952,128829355.35,30.74,40.1966,14.417006798701,4.29,-0.042461967532,50.4198206392,工程机械,2026-04-28
2901,605289,罗曼股份,0.43,384868981.62,113.4642937299,-66.6317,46529340.05,222.75,39.7465,12.496187595532,3.47,1.501076118249,29.4894663847,专业工程,2026-04-28
