序号,股票代码,股票简称,每股收益,营业总收入-营业总收入,营业总收入-同比增长,营业总收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期
376,688319,欧林生物,0.0671,157803808.92,80.3672423368,-19.994,27189316.87,484.3604177659,207.8101,2.29442350328,2.96,-0.062667071169,91.8413381983,生物制品,2026-04-30
377,688318,财富趋势,0.13,53718447.85,-2.1583855778,-68.3674,34538758.32,-25.71,-73.6727,15.117537970327,0.9,0.014417774842,68.817842491,软件开发,2026-04-30
378,688317,之江生物,-0.15,25419230.44,-20.8978101489,-26.0763,-25510247.42,-59.2665109728,-418.5315,17.186882416745,-0.76,-0.019045477831,68.8581218118,医疗器械,2026-04-30
379,688316,青云科技,-0.29,47630504.48,1.3154570272,-24.6752,-13720093.59,40.0887409821,17.7201,1.109460471828,-21.89,0.201104919568,34.0767661968,IT服务Ⅱ,2026-04-30
380,688307,中润光学,0.17,188217025.9,67.7438770654,-6.02,14899604.01,44.71,-36.3979,10.342082287156,1.64,-0.141042820195,32.4673481518,光学光电子,2026-04-30
381,688306,均普智能,-0.03,471071374.91,43.0144126117,-55.2022,-34307367.2,-13.73,-151.5423,1.424331741053,-1.89,0.011323759178,18.0744252283,自动化设备,2026-04-30
382,688305,科德数控,0.1701,108094698.67,-17.3956896009,-28.5884,22548248.36,6.85,-8.6255,14.442948808336,1.18,0.062695208588,43.9382028392,通用设备,2026-04-30
383,688303,大全能源,-0.37,188536328.97,-79.2188397321,-88.1853,-800813290.72,-43.5109731951,-1330.7072,17.792085982058,-2.08,-0.580423618984,-120.7614838232,光伏设备,2026-04-30
384,688293,奥浦迈,0.3,182155236.88,117.6837388797,118.4477,39228916.96,167.45,607.7008,20.37545607192,1.44,-0.035888628202,43.7876727544,生物制品,2026-04-30
385,688289,圣湘生物,0.08,437346014.85,-8.0217134139,10.0535,49739326.83,-45.78,553.0851,12.364756706441,0.69,-0.001664494501,73.3143086876,医疗器械,2026-04-30
386,688286,敏芯股份,-0.19,107022596.26,-20.7021459557,-31.7574,-10361009.2,-463.72,-1762.5656,18.931992918202,-0.97,-0.355794482539,25.1580844055,半导体,2026-04-30
387,688282,理工导航,-0.17,9401388.98,116.7460568945,-94.5385,-13909761.27,-32.2727685243,-96.0076,14.320041383068,-1.1,-0.168325039091,19.213799087,航天装备Ⅱ,2026-04-30
388,688275,万润新能,3.25,5380056775.35,136.1573292864,29.4493,400978712.22,357.2898566582,476.9283,43.717867615148,7.55,-8.723457972605,14.3488653459,电池,2026-04-30
389,688272,富吉瑞,-0.18,45216927.44,-0.4870876025,-21.2983,-13444080.29,-26.3401118179,60.9353,5.244166383421,-3.32,-0.227031488421,34.9829801704,军工电子Ⅱ,2026-04-30
390,688265,南模生物,0.01,99917106.36,13.033335775,-15.556,683635.56,170.7097734576,-85.3662,21.968653606848,0.04,-0.453775736863,53.9566318362,医疗服务,2026-04-30
391,688261,东微半导,0.05,279775301.7,-1.0993764386,-3.2135,5557920.59,-28.8,337.546,24.050188640789,0.19,-0.624360133706,16.6742853377,半导体,2026-04-30
392,688257,新锐股份,1.2488,1117720354.8,111.5669933744,58.6873,312303489.06,576.15,413.8738,10.59894729569,12.41,0.667078157755,47.0561080436,通用设备,2026-04-30
393,688256,寒武纪,2.4,2884696746.86,159.5554734937,52.6479,1013213581.94,185.04,122.8887,30.523510402132,8.2,1.977702540737,54.3303762465,半导体,2026-04-30
394,688248,南网科技,0.09,445200601.46,-12.6601037623,-71.9281,49316595.6,-13.38,-63.2304,5.860779151797,1.5,-0.387104091146,38.575522128,电网设备,2026-04-30
395,688247,宣泰医药,0.04,94546671.06,-13.2017763743,-17.8599,16563338.25,-19.16,203.6527,2.88638228901,1.27,0.08862522321,38.9757405489,化学制药,2026-04-30
396,688239,航宇科技,0.3,531132161.68,25.882476741,2.8899,56397377.95,31.65,40.6756,10.856217713374,2.79,0.218367415521,30.0321422686,航空装备Ⅱ,2026-04-30
397,688237,超卓航科,0.04,102732437.77,30.9450610797,-13.0582,3691559.78,76.01,142.3921,13.532229185645,0.3,-0.066224250337,21.4797540864,航空装备Ⅱ,2026-04-30
398,688236,春立医疗,0.16,216972373.23,-5.6001338188,-25.0974,61710990.86,6.27,-23.8239,7.944288509119,2.05,-0.028490489782,66.2639355645,医疗器械,2026-04-30
399,688223,晶科能源,-0.13,12247625530.56,-11.5238484027,-30.0369,-1350127115.87,2.8485362538,54.4057,2.426702868764,-5.4,-0.080991106471,6.156302092,光伏设备,2026-04-30
400,688220,翱捷科技,-0.07,1129984554.24,24.1816052291,20.6716,-28018334.9,77.0789142364,55.4346,13.005972924934,-0.51,-0.713627016652,30.1398158269,半导体,2026-04-30
401,688219,会通股份,0.1,1639884323.86,11.7454796726,-7.3151,55092141.83,11.1,92.4364,5.541996731787,1.82,-0.102951472653,13.7708317589,塑料,2026-04-30
402,688218,江苏北人,0.03,92286403.46,18.5141356043,-45.7815,3795286.16,119.9806823113,108.0714,7.322384428367,0.45,-0.031941608789,26.4963284441,自动化设备,2026-04-30
403,688213,思特威,0.59,2111500539.86,20.6834100852,-22.2022,236746699.09,23.66,-21.552,13.570981736711,4.43,1.098605554803,25.7369703527,半导体,2026-04-30
404,688212,澳华内镜,-0.18,137504067.69,11.1343082645,-60.8518,-24433325.62,15.1368986097,-136.1737,9.549116608034,-1.88,-0.331283472314,71.6266052304,医疗器械,2026-04-30
405,688211,中科微至,0.02,447284070.32,19.098957721,-65.8796,2954081.55,111.2168177473,-96.5913,26.646918976336,0.09,1.303550773497,29.6896644352,专用设备,2026-04-30
406,688206,概伦电子,-0.028,100649719.27,10.0911673647,-40.4648,-12291463.32,-917.21,-58.6498,4.574789673223,-0.62,-0.1316631428,86.2121275343,软件开发,2026-04-30
407,688202,美迪西,0.12,364644480.63,36.5242815642,13.9166,15615353.71,207.3454008884,111.3037,14.576051753874,0.8,-0.035995655493,26.055049051,医疗服务,2026-04-30
408,688192,迪哲医药,-0.21,252521933.82,58.18066745,17.5426,-95557355.51,50.3632573891,48.0953,2.656917633173,-7.53,-0.431474913718,95.9249079894,化学制药,2026-04-30
409,688190,云路股份,0.52,468257893.69,11.2092410245,8.4715,61919183.64,-21.53,38.891,22.415053284333,2.33,0.481796795417,23.0597784287,金属新材料,2026-04-30
410,688189,ST南新,-0.0483,26048842.59,-35.8794855049,-55.679,-13243582.08,-64.9610559423,80.6002,2.795911889541,-1.74,-0.043289568768,25.2142256506,化学制药,2026-04-30
411,688188,柏楚电子,1.1,548075579.22,10.5343791644,-4.8539,316449078.2,23.87,51.9672,22.133816545765,5.08,0.60372669706,74.5145787414,计算机设备,2026-04-30
412,688182,灿勤科技,0.0,247703117.8,98.0279944341,6.4193,1632438.38,-92.8,-95.2166,5.650688866125,0.07,-0.088987761175,20.0726848542,通信设备,2026-04-30
413,688176,亚虹医药,-0.2,71085894.94,16.3413834072,17.0847,-112398504.64,-34.5594531479,32.8697,2.56796866309,-7.4,-0.217981268398,72.5615467506,化学制药,2026-04-30
414,688173,希荻微,-0.02,251410914.78,41.4970111102,13.0269,-7640066.46,71.978280908,79.6611,3.451479426014,-0.53,-0.113428507096,29.0503671545,半导体,2026-04-30
415,688171,纬德信息,-0.0018,26987605.33,203.2540421151,-60.0287,-149009.58,84.4925972575,-101.9772,9.866688282557,-0.02,0.146412994936,60.4861575542,软件开发,2026-04-30
416,688166,博瑞医药,0.02,324934750.4,30.5169323387,-6.9995,9293715.39,-28.29,121.5604,5.835674772216,0.37,-0.262972160227,56.771464795,化学制药,2026-04-30
417,688165,埃夫特,-0.02,304126829.69,20.5508613219,32.1804,-9786013.76,85.4715292801,96.7029,2.316485694105,-0.81,0.021429620472,14.6935277383,自动化设备,2026-04-30
418,688161,威高骨科,0.11,296330838.73,2.1179018703,-28.8576,44229577.44,-14.6,-27.774,10.48834831825,1.06,0.092432525,60.4779900661,医疗器械,2026-04-30
419,688159,有方科技,0.3,549091583.49,-40.8600201553,138.7573,27806020.27,57.99,149.579,10.076848247777,3.05,-4.081545331541,20.1190414298,通信设备,2026-04-30
420,688155,先惠技术,1.21,1033161578.0,98.4071653054,-6.3703,153546863.33,163.46,5.6138,19.418270433688,6.45,-1.338611119864,30.3040250457,电池,2026-04-30
421,688152,麒麟信安,-0.08,41234364.99,14.788437829,-72.7489,-8627248.95,36.9394689899,78.241,11.773117318398,-0.71,-0.293611262701,76.2152111658,软件开发,2026-04-30
422,688150,莱特光电,0.11,133010777.56,-8.2041695794,2.9894,45979236.04,-24.47,17.002,4.845745987021,2.37,0.089314913715,69.7426660318,电子化学品Ⅱ,2026-04-30
423,688141,杰华特,-0.61,764751694.46,44.7992122815,7.3185,-276194125.02,-143.5411476499,-7.3782,2.771816855229,-19.92,-0.832797471818,25.3225844471,半导体,2026-04-30
424,688139,海尔生物,0.25,652078594.24,-5.3572386487,14.9069,79460846.19,-27.93,51.817,14.073137165102,1.8,0.036895698255,47.5498391312,医疗器械,2026-04-30
425,688133,泰坦科技,-0.2,582902884.3,-3.4880196495,-13.439,-32387530.99,-731.36,23.0472,16.545172256238,-1.18,-0.51302098019,19.0172693747,化学制品,2026-04-30
426,688131,皓元医药,0.32,728650826.78,20.2146099092,-10.9044,67840532.33,8.75,2055.0048,14.688236992741,2.14,0.172421578687,52.4250972936,医疗服务,2026-04-30
427,688129,东来技术,0.2,126729153.96,1.5756342035,-36.0576,22853671.11,7.5,-28.3422,8.577296593592,2.29,-0.156017668254,37.5578108846,化学制品,2026-04-30
428,688127,蓝特光学,0.32,451370564.97,76.5331069804,-6.9561,129548549.84,184.4,-6.7253,5.753183776774,5.74,0.572280296981,46.5073571765,光学光电子,2026-04-30
429,688126,沪硅产业,-0.146,1083907443.11,35.2167744683,0.833,-483090287.72,-131.6662775084,44.867,5.093202951478,-2.87,-0.050107269371,-11.8466012468,半导体,2026-04-30
430,688116,天奈科技,0.15,315240195.45,-5.8206887678,6.3321,56392787.15,-3.01,77.8795,10.275612033836,1.48,0.119570000609,35.8455083619,电池,2026-04-30
431,688110,东芯股份,0.32,479323726.35,236.9495879086,37.3878,138284520.98,333.4237401231,384.481,8.126529850967,3.91,0.092496498664,53.1695990288,半导体,2026-04-30
432,688106,金宏气体,0.01,663138794.22,6.5259671356,-11.0619,4869099.34,-88.93,-69.4854,6.734242437886,0.15,0.095969717089,28.1453917079,电子化学品Ⅱ,2026-04-30
433,688092,爱科科技,0.07,98051584.49,2.8109339793,-17.7863,5898448.8,-42.75,-56.1578,8.052010611666,0.89,0.386799275595,43.8163313765,专用设备,2026-04-30
434,688079,美迪凯,-0.1,169334154.66,13.2694212239,-20.374,-41487436.96,-159.4250140961,44.5207,3.034515431236,-3.29,0.133535795939,18.0566157497,光学光电子,2026-04-30
435,688076,ST诺泰,0.41,552980939.25,-2.230359265,33.0492,129463386.74,-15.17,215.4648,9.858544556023,4.24,0.467850466817,61.9655810171,化学制药,2026-04-30
436,688075,安旭生物,-0.08,71198925.07,-38.2471207044,-43.4787,-10360017.27,-130.44,-304.6343,40.52866517992,-0.2,-0.024194270185,40.7995938583,医疗器械,2026-04-30
437,688073,毕得医药,0.54,323276733.74,9.0770537683,-6.2149,46829140.4,52.57,46.3153,23.106287688093,2.26,0.433864862526,48.8833136155,医疗服务,2026-04-30
438,688071,华依科技,0.02,156541956.48,10.5995481069,26.715,1350867.04,-54.32,104.173,11.931370209437,0.13,0.256509122025,29.4519278644,专用设备,2026-04-30
439,688070,纵横股份,-0.21,52094118.27,34.3422101552,-82.5517,-18361509.78,34.26,-160.2182,6.61001659831,-3.13,-0.287623117607,51.9949792597,航空装备Ⅱ,2026-04-30
440,688066,*ST航图,-0.41,17259574.41,-86.055044375,-61.812,-108260250.16,5.6391708896,92.7522,-4.726337618184,,-0.052968981518,41.3414934256,IT服务Ⅱ,2026-04-30
441,688065,凯赛生物,0.23,874529796.39,12.7305604521,16.6022,165716872.97,21.01,50.5884,24.776966837909,0.93,-0.029107044193,36.0400272902,化学制品,2026-04-30
442,688061,灿瑞科技,-0.18,131356731.79,4.7622476202,-12.4165,-20998277.97,-55.734629657,1.1352,19.986070029042,-0.9,-0.582788029923,28.4815078909,半导体,2026-04-30
443,688057,金达莱,0.0489,68284126.26,-19.3842555179,-19.134,13487150.97,-72.55,-27.8095,11.514716953949,0.42,0.233484672645,46.7752084553,环境治理,2026-04-30
444,688053,ST思科瑞,-0.04,45328864.82,17.2466989869,0.1556,-3471546.62,34.5227052989,83.9245,15.8374996671,-0.22,-0.0785507553,29.876076301,军工电子Ⅱ,2026-04-30
445,688051,佳华科技,-0.26,42096359.24,-24.2524893459,2.8713,-20295724.77,-52.7155955841,62.0831,7.484457283213,-3.45,-0.438271964983,23.1841475752,IT服务Ⅱ,2026-04-30
446,688037,芯源微,0.02,330586511.36,20.0751144363,-65.5,3508887.8,-24.7,-95.708,13.891574790102,0.13,-1.703616437876,46.6892680179,半导体,2026-04-30
447,688033,*ST天宜,-0.15,116404941.8,-49.9306236473,-1.8588,-85164766.95,4.600955663,95.4303,2.359033925745,-6.22,0.018929948342,-19.0618833847,轨交设备Ⅱ,2026-04-30
448,688032,禾迈股份,-0.51,988986164.65,194.2169406639,62.4735,-62190348.46,-500.4344634085,39.0338,45.71858605918,-1.09,1.620222760057,14.526299502,光伏设备,2026-04-30
449,688031,星环科技,-0.46,81245830.77,26.2426151238,-63.4771,-55998432.6,32.9978558695,-75.3028,6.657922195594,-6.71,-0.489701285868,40.4494795223,软件开发,2026-04-30
450,688026,洁特生物,-0.03,107856760.78,-12.8940993096,-34.9463,-4223181.24,-125.65,53.3609,7.717554074153,-0.35,0.151542406681,34.3726136423,医疗器械,2026-04-30
451,688025,杰普特,1.03,660862470.64,92.7494410044,16.936,97678469.44,170.98,30.2297,25.295537953555,4.16,0.076058928627,42.9601112869,自动化设备,2026-04-30
452,688022,ST瀚川,-0.01,149114823.69,-21.9675235837,-25.8404,-1348862.85,-112.49,87.9044,3.752094751312,-0.2,0.488389832564,26.7331827605,专用设备,2026-04-30
453,688021,奥福科技,0.14,98204781.01,2.2423672859,11.5157,10928424.02,434.2218858086,-26.0473,11.560452131912,1.24,0.138804606639,34.4940126047,汽车零部件,2026-04-30
454,688020,方邦股份,-0.26,79927738.16,-9.9209780735,-10.5262,-17312782.48,-1305.94,69.5942,15.969168735754,-1.31,-0.336218220636,29.0977199848,元件,2026-04-30
455,688016,心脉医疗,1.28,370236154.73,11.4533367078,10.2377,154841911.99,19.44,15.3215,34.220538159344,3.63,0.086661841854,73.1291240796,医疗器械,2026-04-30
456,688009,中国通号,0.05,6495492102.72,-3.5356413852,-49.3951,521446986.96,-7.16,-62.8149,4.521790649674,1.04,-0.131439276067,27.424558442,轨交设备Ⅱ,2026-04-30
457,688007,光峰科技,-0.08,232192207.41,-49.6746309566,-34.7972,-37278869.82,-74.5300007103,72.9819,5.24461063756,-1.54,-0.123704776645,34.1001254276,消费电子,2026-04-30
458,688006,杭可科技,0.21,845309143.87,24.3059473803,206.5526,128077067.02,10.62,844.615,9.16249305918,2.35,-0.073174931995,33.6047361205,电池,2026-04-30
459,688005,容百科技,0.02,3781360590.93,27.5824859661,15.2298,11600657.66,175.18,-28.3838,10.858642786747,0.15,-0.874504019131,9.4326140574,电池,2026-04-30
460,688001,华兴源创,0.01,364779138.11,37.013503263,-44.8083,2919703.73,109.6177705897,104.0848,7.639573340973,0.09,0.176426013149,56.3642258122,通用设备,2026-04-30
461,605588,冠石科技,-0.3,317397019.83,-5.8397267903,-6.3131,-21934651.17,-134.2381045656,57.3907,12.908016267406,-2.29,0.550563620592,-0.9283063154,光学光电子,2026-04-30
462,605566,福莱蒽特,0.19,262789843.94,45.3491868289,29.4035,25050708.03,82.51,1310.8453,15.242797577321,1.24,-0.163692734888,19.2266335572,化学制品,2026-04-30
463,605499,东鹏饮料,2.3563,5888248861.37,21.4554820991,46.0631,1257422750.29,28.31,92.1666,36.238562236416,8.42,0.801194296603,46.889690821,饮料乳品,2026-04-30
464,605399,晨光新材,-0.06,334516320.76,43.8645277307,7.6707,-19352506.75,-309.1251683329,68.1385,6.595447343006,-0.94,-0.250918397427,8.4240083999,化学制品,2026-04-30
465,605366,宏柏新材,-0.04,390712067.07,9.8045278798,14.3091,-28023458.33,-398.7080442915,61.7726,3.448679923608,-1.34,-0.113254505599,2.2141996189,化学制品,2026-04-30
466,605303,园林股份,-0.07,147329373.39,-11.8714294145,-6.6724,-11581649.29,26.3327111238,81.0431,5.247935532863,-1.37,-0.513188548032,8.9310150021,基础建设,2026-04-30
467,605288,凯迪股份,-0.12,303520552.71,9.326844637,-26.4781,-8590968.16,-149.66,-126.7931,31.68080861277,-0.38,0.555483767127,22.3953472913,自动化设备,2026-04-30
468,605287,德才股份,0.2524,453536255.43,-17.6815710868,-70.7381,33800963.81,-22.83,61.9141,11.295007832286,2.16,0.806198968071,5.8467745263,装修装饰Ⅱ,2026-04-30
469,605286,同力天启,0.05,389383489.18,-28.3526998729,103.105,9094653.46,-87.47,54.8085,12.851543028512,0.42,1.177842192381,16.2875168086,专用设备,2026-04-30
470,605259,绿田机械,0.26,634729591.28,-0.6120541724,-1.8328,44959402.23,-21.69,-0.4982,10.925978720663,2.41,0.108550195965,18.915734311,专用设备,2026-04-30
471,605198,安德利,0.22,329900469.78,-23.2466143441,-7.3943,72709547.65,-15.52,55.753,8.535412530701,2.58,0.814122606886,28.6256366391,农产品加工,2026-04-30
472,605189,富春染织,0.38,872743251.07,30.3176422796,-12.8578,73297404.63,1415.88,37.3219,9.829672869296,3.73,-2.373614977922,13.5885790563,纺织制造,2026-04-30
473,605177,东亚药业,-0.31,264569472.69,38.5752098379,-23.056,-35201658.01,-408.725610686,-252.6367,14.482453667664,-1.97,0.280106659179,21.3280040725,化学制药,2026-04-30
474,605158,华达新材,-0.06,1451313234.41,3.6257481973,-32.6185,-28854048.84,-173.98,-1437.0265,4.738895222791,-1.18,-1.137141590493,2.7302046733,金属新材料,2026-04-30
475,605155,西大门,0.11,195066234.25,4.416943188,-15.6154,20053911.12,-12.94,-15.5367,7.163290108841,1.48,0.191828249836,47.1322364291,家居用品,2026-04-30
476,605128,上海沿浦,0.22,448854823.27,3.7308457713,-44.6585,46312679.86,40.99,-24.1948,10.386062677631,2.13,0.142715481642,17.1110949105,汽车零部件,2026-04-30
477,605123,派克新材,0.7071,1047766199.05,35.8044810373,21.6121,85674480.27,11.82,475.3996,38.45534693819,1.86,-1.033551414724,19.6045733672,航空装备Ⅱ,2026-04-30
478,605122,四方新材,0.04,187567193.46,-24.2186359042,-26.9124,6659151.81,875.3530276275,102.418,10.086159094712,0.38,0.07348391073,5.0857269942,水泥,2026-04-30
479,605117,德业股份,1.31,4459437239.86,73.7675519223,32.0402,1187894272.36,68.37,44.1909,12.716140853859,10.87,2.013182715108,41.4467670557,光伏设备,2026-04-30
480,605108,同庆楼,0.06,717322014.88,3.637684961,-8.5511,16763874.28,-67.65,-76.6945,8.973590169808,0.73,0.265631052654,17.0580102648,酒店餐饮,2026-04-30
481,605077,华康股份,0.07,1186818531.72,45.345921091,-3.489,22171444.34,-72.64,-30.5359,10.124701657674,0.68,-0.102953400124,11.3877432824,化学制品,2026-04-30
482,605069,正和生态,-0.06,67108546.66,-5.2989451177,-53.9627,-12902978.78,-130.71,90.5161,3.246385172262,-1.82,-0.296677898055,-3.3636849289,环境治理,2026-04-30
483,605068,明新旭腾,-0.1,302360057.47,7.4003017305,-31.1512,-15415359.31,-246.87,-128.3809,9.524844284961,-0.91,1.469105816241,13.8016487823,汽车零部件,2026-04-30
484,605056,咸亨国际,0.06,878636366.27,37.3358577792,-52.9097,25998576.42,20.52,-80.2134,4.488149389804,1.43,-0.642444532591,17.1871966034,通用设备,2026-04-30
485,605050,福然德,0.18,2543643480.37,4.3122812643,-27.9957,86556500.23,-4.71,-34.4608,9.062708845055,1.96,-1.233450853005,6.2565516893,物流,2026-04-30
486,605033,美邦股份,0.26,336338029.23,16.2143191508,10.9788,35620121.96,18.92,185.6791,8.791906532914,3.04,-1.100306808506,36.7989844959,农化制品,2026-04-30
487,605016,百龙创园,0.29,392610242.01,25.3153943,-4.2783,120585818.74,48.1,16.0321,4.957120759862,5.79,0.326713465572,45.1081131056,化学制品,2026-04-30
488,605008,长鸿高科,-0.04,797122353.62,11.0677165117,-16.767,-28856813.1,-75.6471781735,-20.0094,3.02342357023,-1.47,-0.096964443476,5.5706387982,塑料,2026-04-30
489,605006,山东玻纤,0.02,844809576.19,39.0540287866,18.7809,10082317.29,15.43,176.275,4.176368808442,0.39,0.070214255443,14.4830377494,玻璃玻纤,2026-04-30
490,603997,继峰股份,0.1,6241788480.82,23.9166916279,-6.1588,131632387.44,26.04,-34.9909,4.251303927914,2.45,-0.36332919113,14.877543074,汽车零部件,2026-04-30
491,603989,艾华集团,0.1726,988746446.25,4.7617383487,-3.8038,68822399.97,-0.87,57.3861,9.910508540301,1.85,0.014075570115,22.6291381586,元件,2026-04-30
492,603988,中电电机,0.02,117357695.59,-0.614131895,-34.8305,4501235.39,7.21,152.5223,2.833632356633,0.68,0.013630325043,29.1445790734,电机Ⅱ,2026-04-30
493,603986,兆易创新,2.19,4188075574.04,119.3786758368,76.5758,1461248353.08,522.79,158.722,36.047950793414,6.12,2.543219291527,57.0767184326,半导体,2026-04-30
494,603983,丸美生物,0.25,881288902.19,4.0914490855,-12.6518,101019964.38,-25.2,2918.3263,8.558986227207,2.99,0.092751886983,73.8197564503,化妆品,2026-04-30
495,603980,吉华集团,0.027,411430548.95,20.8876283272,-12.0532,18256076.97,187.89,-54.1958,5.823011438901,0.47,-0.029365135253,15.8448327297,化学制品,2026-04-30
496,603978,深圳新星,0.1,902092279.78,21.6203559618,-4.2088,18040415.79,645.05,203.1034,7.857294745085,1.23,0.52927276397,8.071074193,金属新材料,2026-04-30
497,603968,醋化股份,-0.0886,644417782.37,-6.3680394362,0.7879,-18124373.66,-169.7911827888,47.3487,8.561733253521,-1.02,-0.975743790689,13.0643619067,化学制品,2026-04-30
498,603959,ST百利,-0.1,88010298.87,-72.3269637243,-29.9572,-47752923.24,-54.27,-22.4831,0.000797426441,-196.37,-0.013623463538,14.3130444979,专业工程,2026-04-30
499,603955,大千生态,-0.0931,96460561.82,335.1858274933,-54.1898,-12632749.56,-613.84,85.2618,10.528525220085,-0.88,-0.129954109637,15.8911714288,基础建设,2026-04-30
500,603950,长源东谷,0.26,500827903.15,-0.0655407839,-17.5909,82845606.23,6.65,-27.9361,9.551715598456,2.71,0.669380637847,25.6900391274,汽车零部件,2026-04-30
501,603929,亚翔集成,1.1621,1130437772.48,35.3811962439,-37.1225,247952192.27,202.41,-44.86,11.838892188367,10.27,-1.109041913198,25.0284747598,专业工程,2026-04-30
502,603927,中科软,-0.02,1008972018.38,-7.7114530189,-55.4851,-15842314.6,2.4288574376,-131.3103,3.820992821152,-0.5,-0.997875981457,23.7582840389,软件开发,2026-04-30
503,603918,金桥信息,-0.0834,120638586.96,19.3204909748,-54.6046,-30460243.69,-31.5596163044,-1329.5258,2.680388488048,-3.07,-0.137475741954,22.5011580325,IT服务Ⅱ,2026-04-30
504,603917,合力科技,-0.0269,122760483.65,0.5365392348,-52.0565,-5477290.61,-305.41,-234.6365,8.235866653405,-0.33,0.227838346154,24.1535846377,汽车零部件,2026-04-30
505,603912,佳力图,-0.04,143075831.36,5.3465559524,-43.9474,-20252831.42,-57.8343280636,-88.3856,3.175572532192,-1.14,-0.073917797664,9.9678013921,通用设备,2026-04-30
506,603906,龙蟠科技,0.31,3496818576.55,119.6108427844,12.3514,214261681.0,925.7100260976,445.2521,4.442702222915,7.3,-2.530145747095,19.7777054202,电池,2026-04-30
507,603903,中持股份,0.07,138638455.6,-9.9285144714,-61.8461,17246068.14,459.36,111.2408,5.597334524886,1.21,-0.142186209176,40.6917586292,环境治理,2026-04-30
508,603900,莱绅通灵,0.16,363138383.09,-2.2078645636,10.1766,53508532.86,88.83,672.6576,5.816721272482,2.72,-0.472998255239,47.7749213189,饰品,2026-04-30
509,603898,好莱客,-0.07,277314237.24,-29.026197345,-30.6474,-22110146.57,-1104.69,-32.5289,9.850244192632,-0.72,-0.32814422671,24.2453072439,家居用品,2026-04-30
510,603887,城地香江,-0.02,489798291.51,16.6504645545,-77.1527,-13413332.96,-173.6,80.8156,5.786590503058,-0.38,-0.172773775038,27.5347206386,IT服务Ⅱ,2026-04-30
511,603885,吉祥航空,0.2,5980362157.13,4.5069117364,19.152,440529835.69,27.69,984.9098,4.737574411405,3.91,0.944525159872,16.1216623813,航空机场,2026-04-30
512,603880,南卫股份,-0.018,155090495.26,-9.2624563711,1.2302,-5090315.77,35.71,93.3705,0.595415433709,-2.91,0.146885122958,9.0902599649,医疗器械,2026-04-30
513,603879,永悦科技,-0.02,67569777.25,11.0618973316,-31.7492,-6274136.83,-7.4952093459,85.7059,0.644836876786,-2.73,-0.009012653793,2.2192043263,塑料,2026-04-30
514,603876,鼎胜新材,0.21,7261155091.95,12.4605972719,8.381,193812230.62,127.28,-5.9803,8.221923676414,2.55,-0.072392616912,11.1299836105,工业金属,2026-04-30
515,603863,松炀资源,-0.02,121027810.78,18.1206230639,-6.3098,-5090408.1,71.7352857182,95.646,1.183318872954,-2.08,-0.011665962277,-3.7512081486,造纸,2026-04-30
516,603860,中公高科,0.01,25051893.61,-1.6984648802,-86.5103,682134.98,281.4336625729,-98.3258,12.608513782843,0.08,-0.675293954259,46.7005201368,工程咨询服务Ⅱ,2026-04-30
517,603859,能科科技,0.2,333261870.53,-1.0180271528,-23.5973,49079656.45,0.18,-18.9207,12.926871189485,1.56,-0.480895379724,52.5368449717,IT服务Ⅱ,2026-04-30
518,603843,*ST正平,-0.04,110009840.14,-25.1502816166,-84.7861,-26115409.54,-279.22,37.6747,0.036820640307,-68.0,0.011591647177,3.4995006129,基础建设,2026-04-30
519,603833,欧派家居,0.25,2653307354.68,-23.0329695112,-33.9682,154786845.31,-49.73,-5.7726,30.369223244138,0.82,-0.597028601722,35.0710829715,家居用品,2026-04-30
520,603829,洛凯股份,0.02,447541987.48,-4.3974976475,-16.8241,3235437.97,-88.42,-60.9477,8.019014583857,0.22,-0.972862800483,14.9259861977,电网设备,2026-04-30
521,603828,*ST利达,0.01,179166324.54,-58.287079065,-49.5828,3046626.77,-76.15,102.2516,0.859209923342,0.6,-0.087264281852,1.7791124187,装修装饰Ⅱ,2026-04-30
522,603825,ST华扬,-0.09,371891403.18,112.741194931,-12.6153,-23830745.05,57.1769704584,93.824,0.122945674574,-53.86,-0.727958703804,17.3288128601,广告营销,2026-04-30
523,603823,百合花,0.1,572864807.87,0.7361375931,11.7392,42938466.15,-6.23,36.3157,6.014749560547,1.73,0.176487954407,20.0175905405,化学制品,2026-04-30
524,603822,ST嘉澳,-0.5777,551501185.34,18.0887089958,-69.8002,-44383819.68,5.6449599742,-178.259,4.335766895549,-12.5126,-2.33643391031,7.4182902045,化学制品,2026-04-30
525,603818,曲美家居,0.002,846811755.21,-3.6084491374,-1.0827,1240071.1,129.17,101.5172,3.006780238722,0.06,0.135069611118,35.6714912035,家居用品,2026-04-30
526,603816,顾家家居,0.61,5032747329.25,2.4209984967,-0.2295,496253206.54,-4.39,97.3059,13.494044085638,4.58,0.123743848138,33.5937232685,家居用品,2026-04-30
527,603815,交建股份,0.09,634407822.87,-19.5865094922,-23.3233,57353725.54,73.64,106.2323,2.544050005119,3.71,-0.146892601855,11.2529495943,基础建设,2026-04-30
528,603813,原尚股份,-0.19,83571817.12,-4.6304816924,-14.4456,-19901138.49,-41.1792072509,32.4056,4.724642723325,-3.93,0.098403239061,4.3170026743,物流,2026-04-30
