序号,代码,名称,最新价,涨跌幅,换手率,市盈率,主力成本,机构参与度,综合得分,上升,目前排名,关注指数,交易日
1,000001,平安银行,11.13,-1.07,0.16,3.72,11.273114940303,0.4067216,68.43477633,-376,1460,90.0,2026-08-05
2,000002,万  科Ａ,3.23,-1.52,0.32,-1.62,3.260319497616,0.3838288,61.08702562,983,3536,78.4,2026-08-05
3,000006,深振业Ａ,6.75,-0.59,0.36,302.64,6.744030855448,0.3568772,60.65872382,94,3647,70.0,2026-08-05
4,000007,全新好,9.62,0.73,0.83,-383.85,9.535240033929,0.2616424,58.43825456,565,4211,64.0,2026-08-05
5,000008,神州高铁,2.43,0.41,0.34,-54.28,2.427291518845,0.258608727273,53.88760428,-24,4946,75.6,2026-08-05
6,000009,中国宝安,7.59,-0.65,0.64,280.26,7.682046766224,0.1965024,62.27016394,-435,3200,90.0,2026-08-05
7,000010,*ST美丽,1.56,-0.64,1.04,16.56,1.576961417092,0.3641236,55.41730047,-285,4760,67.6,2026-08-05
8,000011,深物业A,8.1,-0.37,0.54,-44.31,8.084115328467,0.124384,64.41140293,1796,2581,76.0,2026-08-05
9,000012,南  玻Ａ,3.89,-1.77,0.57,-30.0,3.931914367361,0.2484576,62.22268558,1073,3217,73.2,2026-08-05
10,000014,沙河股份,10.12,-0.1,0.63,-72.14,10.095378729916,0.1255212,53.91251073,-52,4940,74.8,2026-08-05
11,000016,*ST康佳A,2.62,0.0,0.32,-8.58,2.611947104543,0.3933196,67.14697101,2107,1770,72.4,2026-08-05
12,000017,深中华A,6.2,0.0,1.05,174.67,6.157201301411,0.2099828,72.63578543,1906,611,74.4,2026-08-05
13,000019,深粮控股,6.06,-0.49,0.27,26.89,6.074956270068,0.2044824,58.9714364,740,4094,70.4,2026-08-05
14,000020,深华发Ａ,10.96,0.37,0.54,149.12,10.889694375528,0.0798648,64.8016498,-975,2469,68.0,2026-08-05
15,000021,深科技,39.3,1.55,4.02,63.87,38.143388940095,0.3757296,71.60935342,66,791,88.4,2026-08-05
16,000025,特  力Ａ,15.27,-0.07,0.83,49.45,15.248752890328,0.2395104,70.03450408,-833,1066,84.8,2026-08-05
17,000026,飞亚达,17.48,2.34,0.88,27.25,16.722916911379,0.2291472,70.01461296,-67,1071,68.0,2026-08-05
18,000027,深圳能源,6.38,-0.93,0.16,6.07,6.451147923617,0.259198,61.82043859,-283,3332,75.6,2026-08-05
19,000028,国药一致,20.37,-1.12,0.23,10.85,20.634182129715,0.1643168,70.89519085,592,921,74.0,2026-08-05
20,000029,深深房Ａ,22.34,1.27,0.17,-1438.82,21.86919691934,0.2683588,68.0065667,142,1553,68.8,2026-08-05
21,000030,富奥股份,4.23,-1.4,0.17,14.59,4.290823091713,0.2200232,71.51138799,-135,810,68.8,2026-08-05
22,000031,大悦城,2.21,-1.34,0.24,-10.71,2.221341496233,0.2706964,61.14908226,1090,3516,69.2,2026-08-05
23,000032,深桑达Ａ,14.69,0.48,1.42,-54.16,14.497449820925,0.3214096,67.84311398,276,1586,84.0,2026-08-05
24,000034,神州数码,25.9,0.0,1.63,27.9,25.982341728682,0.3389372,72.7144191,-96,605,87.6,2026-08-05
25,000035,中国天楹,5.05,-2.32,1.1,27.23,5.17101606787,0.3253876,70.08118104,1687,1060,76.0,2026-08-05
26,000036,华联控股,4.18,0.0,0.39,56.34,4.143406506553,0.2399708,65.29420546,-497,2334,71.6,2026-08-05
27,000037,深南电A,10.01,-0.99,2.57,125.43,10.024863181286,0.24294,60.13344727,-687,3802,89.6,2026-08-05
28,000039,中集集团,8.61,-0.81,0.25,55.55,8.653482806848,0.2129232,58.37893072,-479,4225,77.6,2026-08-05
29,000042,中洲控股,8.44,1.56,0.31,-21.18,8.272309439508,0.2072212,57.55719886,75,4401,63.6,2026-08-05
30,000045,深纺织Ａ,9.98,0.0,0.49,56.9,9.917004076855,0.1964172,68.77795557,-216,1380,74.8,2026-08-05
31,000048,京基智农,21.62,2.13,1.3,-12.4,20.787893830757,0.3606784,64.89229077,-1626,2444,84.0,2026-08-05
32,000049,德赛电池,24.87,-0.84,0.64,29.92,25.016852670636,0.2538748,64.4000388,-930,2585,82.0,2026-08-05
33,000050,深天马Ａ,6.64,-1.19,0.49,-29.05,6.698114336048,0.360454,67.81354526,1496,1597,77.6,2026-08-05
34,000055,方大集团,3.42,-0.29,0.25,32.56,3.425787053675,0.2055164,58.86664975,771,4124,64.0,2026-08-05
35,000056,*ST皇庭,2.12,1.44,2.18,-19.4,2.004336199068,0.4742344,68.81502531,962,1372,67.6,2026-08-05
36,000058,深 赛 格,6.83,-1.16,0.27,85.08,6.897054023693,0.0810816,61.3413105,164,3459,78.0,2026-08-05
37,000059,华锦股份,4.56,0.66,0.51,41.11,4.524373467567,0.2159748,67.7150235,886,1620,72.4,2026-08-05
38,000060,中金岭南,6.75,0.6,1.9,14.88,6.553370601552,0.4284572,75.36028439,346,302,79.6,2026-08-05
39,000061,农 产 品,5.87,-0.84,0.44,21.57,5.93510688112,0.2446008,66.33328389,-10,2028,75.2,2026-08-05
40,000062,深圳华强,23.11,-0.69,0.95,30.08,23.065459609415,0.2847256,71.58492475,281,797,76.4,2026-08-05
41,000063,中兴通讯,34.21,-1.53,1.29,31.22,34.694548172867,0.4697048,65.95980198,23,2130,87.2,2026-08-05
42,000065,北方国际,9.3,0.11,0.98,24.44,9.321329135278,0.2851784,66.8287999,-172,1871,73.6,2026-08-05
43,000066,中国长城,14.9,1.22,1.68,-143.7,14.616446859095,0.3318556,64.61732414,356,2521,88.0,2026-08-05
44,000068,华控赛格,2.89,0.35,0.4,-40.04,2.873003778727,0.2148188,50.65428603,10,5145,66.4,2026-08-05
45,000069,华侨城Ａ,1.89,3.28,0.72,-2.77,1.78864414862,0.280064,57.77073019,540,4350,74.4,2026-08-05
46,000070,特发信息,14.25,0.56,2.66,-324.45,13.908327085323,0.294788,69.38187178,1214,1229,81.6,2026-08-05
47,000078,ST海王,1.65,-2.37,1.29,74.89,1.650275203281,0.3485088,61.60208687,1171,3386,81.2,2026-08-05
48,000088,盐 田 港,4.48,-0.67,0.18,17.1,4.499170935335,0.2396004,64.20905529,-302,2643,76.0,2026-08-05
49,000089,深圳机场,6.59,-0.45,0.26,13.09,6.643537837289,0.2366032,64.31510679,46,2611,76.8,2026-08-05
50,000090,天健集团,3.34,-0.3,0.25,-66.92,3.342785581861,0.1938536,63.37893262,-1313,2874,65.2,2026-08-05
51,000096,广聚能源,7.76,0.52,0.39,83.77,7.723581084182,0.1207692,60.1784274,149,3792,68.8,2026-08-05
52,000099,中信海直,14.47,-0.62,0.33,30.13,14.612221331616,0.1762356,60.47286097,-274,3706,78.8,2026-08-05
53,000100,TCL科技,4.81,-1.23,0.94,16.07,4.835693467897,0.5087152,73.42979957,566,510,79.6,2026-08-05
54,000151,中成股份,10.19,2.1,0.9,53.29,9.96992738983,0.1995864,59.39942397,-195,3999,71.6,2026-08-05
55,000153,丰原药业,5.48,-0.54,0.44,17.2,5.507611538612,0.1585136,64.80620642,1123,2468,72.0,2026-08-05
56,000155,川能动力,12.18,-0.16,0.66,21.07,12.123997274301,0.3195044,62.27103945,220,3198,84.0,2026-08-05
57,000156,华数传媒,6.99,-1.13,0.19,30.81,7.097256827943,0.1737004,66.28479928,-1373,2051,73.6,2026-08-05
58,000157,中联重科,7.3,0.14,0.21,17.85,7.322266639374,0.3010948,69.97380892,-53,1084,83.2,2026-08-05
59,000158,常山北明,13.98,-0.71,0.89,-55.0,14.07896399614,0.2745488,64.22747328,-1983,2635,84.8,2026-08-05
60,000159,国际实业,5.74,-0.17,0.73,94.57,5.765313580125,0.1785352,60.0768565,-305,3817,70.8,2026-08-05
61,000166,申万宏源,4.56,-1.72,0.17,12.12,4.650606567434,0.4110984,67.8862439,-138,1574,80.4,2026-08-05
62,000301,东方盛虹,12.79,1.59,0.16,14.76,12.503648658404,0.2435148,73.8913588,-127,457,84.8,2026-08-05
63,000333,美的集团,85.19,-0.33,0.09,12.82,84.908492866481,0.406736,79.42214745,92,70,92.4,2026-08-05
64,000338,潍柴动力,29.81,-1.36,0.44,20.87,29.710953292993,0.3986208,77.68950824,770,156,83.6,2026-08-05
65,000400,许继电气,22.89,-2.51,1.1,52.49,23.349841057021,0.2924628,68.8652426,-796,1360,90.8,2026-08-05
66,000401,金隅冀东,3.62,-0.28,0.08,-2.42,3.616550476953,0.1763472,57.56195462,-833,4400,72.0,2026-08-05
67,000402,金 融 街,2.48,-0.4,0.38,5.37,2.471593450016,0.36304,58.30940737,637,4242,69.6,2026-08-05
68,000403,派林生物,10.42,-0.76,0.24,107.79,10.46468537133,0.2333316,64.82202153,30,2463,65.6,2026-08-05
69,000404,长虹华意,7.73,-0.64,0.3,11.66,7.790503602861,0.2338296,65.23414428,-436,2355,69.2,2026-08-05
70,000407,胜利股份,4.06,0.74,0.79,24.82,4.024052762903,0.2299224,63.12901634,-1426,2935,70.8,2026-08-05
71,000408,藏格矿业,88.07,1.73,0.51,21.95,85.309167012136,0.3992248,76.53114147,383,222,82.8,2026-08-05
72,000409,云鼎科技,8.98,0.11,0.36,77.0,8.999452627061,0.1497256,64.94060234,-276,2430,74.0,2026-08-05
73,000410,沈阳机床,4.89,-0.61,0.22,-95.71,4.915716607646,0.2797724,59.35288377,92,4009,72.4,2026-08-05
74,000411,英特集团,9.52,0.0,0.13,16.77,9.542901007618,0.1178264,68.23997102,956,1502,68.4,2026-08-05
75,000415,渤海租赁,4.57,-0.22,0.3,7.79,4.567569576916,0.2650656,64.54938584,-269,2538,79.2,2026-08-05
76,000417,合百集团,6.07,0.66,1.98,18.41,5.975815341533,0.3312256,67.70495386,1742,1622,78.8,2026-08-05
77,000419,通程控股,4.89,0.0,0.48,23.69,4.887803621774,0.1357,64.24464248,-123,2633,66.8,2026-08-05
78,000420,吉林化纤,3.83,0.26,0.82,86.4,3.814496483487,0.2788608,54.68159222,-7,4848,70.8,2026-08-05
79,000421,南京公用,5.39,-0.55,0.33,10.69,5.413363831051,0.1635492,63.6938659,1077,2785,71.2,2026-08-05
80,000422,湖北宜化,13.34,-0.97,0.73,20.02,13.397620899265,0.3204936,68.69196271,1782,1400,79.2,2026-08-05
81,000423,东阿阿胶,54.03,-0.41,0.31,19.0,54.059549423725,0.1623516,73.15860871,-103,546,86.0,2026-08-05
82,000425,徐工机械,8.47,0.71,0.41,12.06,8.403044316567,0.3362504,67.69806137,-344,1624,86.0,2026-08-05
83,000426,兴业银锡,38.8,6.89,3.78,12.88,35.132583376074,0.435452,77.75861607,113,151,89.2,2026-08-05
84,000428,华天酒店,4.02,-1.95,2.67,-16.39,4.076969934838,0.1904028,61.99926566,-1156,3282,85.6,2026-08-05
85,000429,粤高速Ａ,14.11,-0.63,0.21,16.32,14.118314082209,0.12272,71.27934223,-521,854,75.2,2026-08-05
86,000430,张家界,6.57,0.0,0.42,4.35,6.555847084539,0.1999748,55.40418964,-42,4763,74.4,2026-08-05
87,000488,ST晨鸣,1.94,-0.51,0.24,-2.78,1.94958642569,0.14928,53.16609056,15,5010,71.6,2026-08-05
88,000498,山东路桥,5.01,-0.99,0.22,11.6,5.067942623712,0.3247512,70.16892054,85,1038,74.0,2026-08-05
89,000501,武商集团,7.15,-0.28,0.2,11.14,7.186422575925,0.1451404,62.50896503,107,3122,71.2,2026-08-05
90,000503,国新健康,7.66,0.26,0.92,-38.56,7.682891645524,0.214698,56.64042533,-317,4561,82.8,2026-08-05
91,000504,南华生物,8.11,0.0,0.53,60.28,8.085854064645,0.21534372549,64.54109119,-499,2541,72.8,2026-08-05
92,000505,京粮控股,5.6,0.0,0.33,125.06,5.591199525545,0.1892996,53.66253481,-662,4963,73.2,2026-08-05
93,000506,招金黄金,16.85,7.87,7.08,20.88,15.26576006939,0.3244276,78.9852507,205,88,90.0,2026-08-05
94,000507,珠海港,4.95,-0.8,0.3,16.69,4.973403125958,0.2468492,63.04672522,1202,2965,75.6,2026-08-05
95,000509,华塑控股,3.18,0.63,1.02,-340.21,3.107973658753,0.2283448,61.11085135,608,3528,65.2,2026-08-05
96,000510,新金路,16.44,1.99,6.45,-52.47,15.729121495197,0.4519168,66.92977911,1425,1840,82.0,2026-08-05
97,000513,丽珠集团,30.06,-1.02,0.33,11.57,30.435885494146,0.2670584,70.05211827,-714,1065,83.2,2026-08-05
98,000514,渝 开 发,3.9,-0.26,0.25,25.48,3.893085926566,0.1720044,57.70533214,-19,4359,72.4,2026-08-05
99,000516,国际医学,4.19,-1.41,0.29,-48.51,4.253217600862,0.245008,61.28472622,-171,3477,75.6,2026-08-05
100,000517,荣安地产,2.14,0.0,0.55,-59.87,2.114718167432,0.2863112,65.7247159,978,2211,70.0,2026-08-05
101,000518,四环生物,3.94,1.29,1.32,-89.64,3.887402601052,0.2940728,63.07326854,-215,2954,74.8,2026-08-05
102,000519,中兵红箭,14.71,-0.61,1.19,93.74,14.690713634762,0.3148956,74.9736202,220,345,81.6,2026-08-05
103,000520,凤凰航运,3.93,-0.25,0.59,301.15,3.907960901439,0.2700412,66.13836028,98,2086,67.2,2026-08-05
104,000521,长虹美菱,4.94,-0.8,0.22,18.11,4.978928846265,0.2219972,63.20898656,138,2909,72.4,2026-08-05
105,000523,红棉股份,2.87,-1.03,0.39,27.74,2.905383971574,0.248776,65.64497718,-260,2236,72.0,2026-08-05
106,000524,岭南控股,9.37,0.0,0.3,47.77,9.378412974189,0.130629666667,61.89477886,457,3309,84.0,2026-08-05
107,000525,红太阳,4.59,-0.22,0.5,467.14,4.588281265864,0.2636468,49.72490826,-19,5165,74.0,2026-08-05
108,000526,学大教育,35.45,-0.14,1.91,11.91,35.18043727894,0.2245404,78.46530695,67,110,81.6,2026-08-05
109,000528,柳    工,8.47,0.12,0.47,7.12,8.48248345484,0.285424,66.45748193,29,1987,81.2,2026-08-05
110,000529,广弘控股,4.74,0.42,0.24,-314.9,4.753381253195,0.1667144,55.2684213,-462,4787,68.0,2026-08-05
111,000530,冰山冷热,5.02,0.0,0.57,49.95,5.011569590587,0.2345764,57.63854238,-71,4375,71.6,2026-08-05
112,000531,穗恒运Ａ,5.91,-1.17,0.34,7.95,5.964187224247,0.3269552,61.36638471,-1222,3452,66.4,2026-08-05
113,000532,华金资本,10.86,0.37,0.54,-173.64,10.7628227523,0.1374196,55.33808518,89,4776,71.6,2026-08-05
114,000533,顺钠股份,12.16,-4.25,8.94,124.16,12.619237577945,0.2733524,66.13782503,-1569,2087,95.6,2026-08-05
115,000534,万泽股份,26.45,-1.16,0.64,43.49,26.769641793786,0.1616176,68.66040833,-701,1410,69.6,2026-08-05
116,000536,华映科技,3.32,-0.3,0.56,-10.34,3.308441907982,0.2505312,55.99539233,246,4673,71.6,2026-08-05
117,000537,绿发电力,7.59,-2.06,0.41,43.85,7.726503110259,0.2560516,66.92232264,-113,1841,73.6,2026-08-05
118,000538,云南白药,50.62,-0.55,0.14,11.08,50.90155266161,0.3065352,74.49503605,233,395,90.4,2026-08-05
119,000539,粤电力Ａ,5.88,-1.67,1.06,-50.89,5.945636080849,0.2595756,63.12708702,262,2937,76.4,2026-08-05
120,000541,佛山照明,4.98,-0.4,0.14,73.14,4.990963823876,0.2324676,61.56168232,-6,3395,73.6,2026-08-05
121,000543,皖能电力,7.82,-1.51,0.55,9.98,7.934502654984,0.3288228,72.3653044,798,651,78.0,2026-08-05
122,000544,中原环保,7.37,-0.54,0.09,5.17,7.415346262637,0.1881412,60.93724968,-381,3582,68.0,2026-08-05
123,000545,金浦钛业,2.53,-1.17,0.91,-21.97,2.547375336532,0.2449896,49.85010185,16,5161,75.2,2026-08-05
124,000546,金圆股份,4.73,0.0,1.72,-15.82,4.69964503743,0.2553024,70.29319463,3081,1011,70.8,2026-08-05
125,000547,航天发展,15.72,2.14,1.9,-57.03,15.315007740177,0.2711328,63.207386,40,2910,75.2,2026-08-05
126,000548,湖南投资,4.35,-0.46,0.28,35.15,4.366191248439,0.1547724,62.38066799,1121,3163,67.6,2026-08-05
127,000550,江铃汽车,16.47,-1.55,0.28,9.62,16.724217460607,0.120082,72.60642483,-34,617,76.4,2026-08-05
128,000551,创元科技,13.55,0.15,1.93,13.22,13.320436218861,0.3182864,77.36842663,794,174,76.0,2026-08-05
129,000552,甘肃能化,2.55,0.0,0.65,52.3,2.549893142762,0.3257736,60.67395455,280,3641,71.2,2026-08-05
130,000553,安道麦A,5.36,0.0,0.07,5.48,5.349721644459,0.2008076,53.90424179,-1086,4943,65.2,2026-08-05
131,000554,泰山石油,6.48,0.62,1.7,11.5,6.416537526889,0.2021424,61.27688094,308,3479,78.4,2026-08-05
132,000555,神州信息,11.27,1.81,1.64,-29.73,11.112067062986,0.2321464,62.27379608,-602,3197,84.8,2026-08-05
133,000557,西部创业,3.69,-1.07,0.14,25.86,3.698114507484,0.1367592,59.15656099,-1091,4052,68.4,2026-08-05
134,000558,天府文旅,3.46,0.0,0.51,271.08,3.457031726654,0.268476,49.1395584,-5,5178,76.8,2026-08-05
135,000559,万向钱潮,12.03,0.33,0.49,40.4,11.879547461254,0.2755116,71.55713977,123,805,77.2,2026-08-05
136,000560,我爱我家,2.2,-1.35,1.0,237.67,2.196128882567,0.3866728,55.97840868,175,4676,73.6,2026-08-05
137,000561,烽火电子,7.68,0.79,0.36,-31.18,7.639155880763,0.1635672,54.21129018,-163,4910,76.4,2026-08-05
138,000563,陕国投Ａ,3.03,-0.98,0.3,10.64,3.066524141305,0.2651336,64.99847359,147,2421,75.2,2026-08-05
139,000564,供销大集,1.42,-2.07,0.47,-46.97,1.444626740731,0.550264,60.69168166,25,3635,76.4,2026-08-05
140,000565,渝三峡Ａ,5.88,0.17,0.55,25.66,5.873073371441,0.108802,55.54358653,-1388,4750,70.8,2026-08-05
141,000566,海南海药,5.86,-4.4,6.99,-24.86,5.905142065043,0.2507628,62.00857383,482,3275,92.0,2026-08-05
142,000567,海德股份,6.28,0.64,0.31,7.31,6.240102155282,0.1668692,62.17597577,-1292,3225,77.6,2026-08-05
143,000568,泸州老窖,86.81,-0.81,0.22,8.61,87.336595385889,0.3007088,69.68893762,-3,1150,90.4,2026-08-05
144,000570,苏常柴Ａ,4.99,-0.2,0.45,11.83,4.983373785296,0.1663168,60.83704305,-220,3606,66.8,2026-08-05
145,000571,新大洲A,7.18,3.61,1.98,-45.6,6.857412076106,0.4630032,54.94109836,-88,4822,81.6,2026-08-05
146,000572,海马汽车,3.87,-1.28,0.92,-50.04,3.92251592743,0.1796932,57.1134857,-94,4491,75.6,2026-08-05
147,000573,粤宏远Ａ,3.71,0.0,0.92,14.18,3.677564220866,0.2521244,62.27758533,343,3195,72.0,2026-08-05
148,000576,甘化科工,7.18,2.28,0.88,405.13,7.03137343535,0.148242,60.15834323,-148,3796,70.0,2026-08-05
149,000581,威孚高科,17.5,-0.91,0.33,11.3,17.672169142141,0.2538044,68.05685626,770,1542,76.0,2026-08-05
150,000582,北部湾港,12.61,-2.32,0.93,34.6,12.753453173895,0.3723724,71.72789738,1628,764,79.6,2026-08-05
151,000586,汇源通信,11.73,0.6,0.92,-102.31,11.545606830131,0.1109332,59.81823901,-1163,3895,68.8,2026-08-05
152,000589,贵州轮胎,4.3,-0.69,0.51,9.27,4.331302989821,0.2713336,68.11600657,-240,1534,70.4,2026-08-05
153,000590,古汉医药,8.62,1.17,0.32,-75.74,8.578592947066,0.1401932,58.05124276,-306,4298,67.6,2026-08-05
154,000591,太阳能,4.48,-1.54,0.44,23.85,4.549735576581,0.3182772,60.58507846,-234,3673,74.0,2026-08-05
155,000592,平潭发展,6.57,-0.61,2.57,-1754.85,6.5416024778,0.2745896,73.0601854,-216,556,80.0,2026-08-05
156,000593,德龙汇能,22.63,0.49,6.73,138.38,22.272165823105,0.4565936,69.03353469,-895,1310,90.8,2026-08-05
157,000595,新能股份,6.29,-5.7,7.08,908.64,6.996204000712,0.381356078431,59.15872348,-2852,4050,92.8,2026-08-05
158,000596,古井贡酒,89.2,-0.89,0.44,7.34,89.263248907873,0.3066776,72.93620445,411,579,86.4,2026-08-05
159,000597,东北制药,4.58,-0.65,0.16,61.35,4.608729051904,0.2100324,64.44146884,-1261,2573,76.4,2026-08-05
160,000598,兴蓉环境,7.14,0.0,0.21,10.1,7.135838847098,0.3091688,68.87401871,-925,1358,74.0,2026-08-05
161,000599,青岛双星,4.96,0.2,0.41,71.64,4.967886987716,0.1691032,60.52708289,-921,3688,74.4,2026-08-05
162,000600,建投能源,8.69,-1.81,1.02,6.53,8.763638394237,0.3063564,69.01807592,-9,1317,75.6,2026-08-05
163,000601,韶能股份,6.63,-0.9,1.74,167.06,6.638387215367,0.3170992,57.25464183,-676,4465,71.2,2026-08-05
164,000603,盛达资源,32.07,10.02,7.46,28.36,27.946246542134,0.4336708,81.04464976,16,29,92.4,2026-08-05
165,000605,渤海股份,5.8,0.35,0.32,27.49,5.777356378663,0.0801068,59.40413125,-79,3995,69.2,2026-08-05
166,000607,华媒控股,3.67,0.0,0.75,-34.26,3.688894624879,0.1133988,62.00846994,-2370,3276,73.2,2026-08-05
167,000608,阳光股份,7.11,2.75,3.09,-56.79,6.601067359125,0.3670308,68.48062055,812,1442,79.6,2026-08-05
168,000609,*ST中迪,10.29,-1.06,0.95,-17.79,10.406795950392,0.3117436,60.28235671,-698,3760,73.2,2026-08-05
169,000610,*ST西旅,5.68,-0.7,0.17,-12.62,5.683291463183,0.1822612,53.09674193,-134,5017,72.4,2026-08-05
170,000612,焦作万方,11.61,0.96,1.25,6.78,11.469159665426,0.3428312,69.51178203,-872,1197,81.6,2026-08-05
171,000615,*ST美谷,3.25,0.31,0.16,-6.72,3.228368818204,0.3942704,70.37607172,304,1001,71.2,2026-08-05
172,000617,中油资本,7.27,1.82,0.52,14.61,7.124739743166,0.3258824,64.73991359,-191,2492,76.0,2026-08-05
173,000619,海螺新材,4.63,0.22,0.53,-19.6,4.623758514376,0.1219024,61.40027236,1028,3441,69.2,2026-08-05
174,000620,盈新发展,2.79,0.0,1.33,-34.31,2.765916999843,0.3490912,59.86567176,-968,3881,78.4,2026-08-05
175,000623,吉林敖东,18.13,-0.93,0.39,6.26,18.303754331628,0.3335252,67.72776737,-26,1617,80.0,2026-08-05
176,000625,长安汽车,7.44,-1.59,0.47,52.6,7.580610855517,0.2639896,70.06910912,-236,1062,84.8,2026-08-05
177,000626,远大控股,7.38,1.37,0.78,16.01,7.230033233632,0.1416372,53.67150208,-32,4962,68.8,2026-08-05
178,000628,高新发展,39.44,-0.65,1.23,1940.57,39.43517240014,0.338154,67.0772659,-522,1788,80.4,2026-08-05
179,000629,钒钛股份,3.17,0.0,0.37,102.45,3.153298230393,0.418902,70.96528502,1482,902,78.0,2026-08-05
180,000630,铜陵有色,6.71,0.6,1.67,16.81,6.580939424817,0.4069032,77.45161339,141,168,86.0,2026-08-05
181,000631,顺发恒能,2.9,-1.02,0.14,235.67,2.917560521198,0.2343484,57.79519071,-73,4345,67.2,2026-08-05
182,000632,ST三木,3.36,1.51,0.79,-6.75,3.300154652967,0.208722,52.01842834,-113,5090,68.4,2026-08-05
183,000633,合金投资,5.18,1.57,0.79,420.76,5.117528282016,0.1268228,58.73613299,634,4147,70.8,2026-08-05
184,000635,英 力 特,6.47,0.47,0.32,-4.94,6.420088304254,0.1468512,57.64297655,219,4373,68.8,2026-08-05
185,000636,风华高科,57.45,-0.61,6.9,187.64,57.692391305495,0.4930072,72.71617504,1507,604,95.6,2026-08-05
186,000637,茂化实华,3.85,3.22,1.76,-17.71,3.747620595299,0.131422,61.73646864,993,3354,67.6,2026-08-05
187,000639,ST西王,1.6,4.58,4.42,-46.47,1.517227378526,0.3797408,52.62366186,-141,5054,74.8,2026-08-05
188,000650,仁和药业,5.32,-1.3,0.4,13.26,5.382661325852,0.1913504,65.88657059,-1151,2159,79.6,2026-08-05
189,000651,格力电器,40.12,-0.37,0.24,9.24,40.089769232673,0.397816,73.59682332,249,490,92.4,2026-08-05
190,000652,泰达股份,3.52,-0.56,0.15,123.63,3.533701019912,0.2253524,57.04829771,-1057,4506,71.2,2026-08-05
191,000655,金岭矿业,6.9,0.29,0.38,29.24,6.870833008809,0.155022,66.24665149,-1033,2061,72.8,2026-08-05
192,000656,金科股份,1.19,-1.65,0.55,-74.58,1.20950976287,0.514287647059,57.42584027,-50,4426,76.8,2026-08-05
193,000657,中钨高新,61.59,7.24,5.86,38.09,55.377513867822,0.455906,76.91588697,375,201,83.6,2026-08-05
194,000659,珠海中富,2.74,-1.08,0.53,-163.31,2.74098575027,0.2572192,49.5631386,0,5170,67.2,2026-08-05
195,000661,长春高新,76.28,-0.87,0.74,28.21,77.106924901387,0.2737952,61.36936269,-143,3451,86.0,2026-08-05
196,000663,永安林业,5.4,0.93,0.48,-36.55,5.374073880575,0.0832488,65.87792702,-71,2162,67.6,2026-08-05
197,000665,湖北广电,4.01,0.0,0.34,-9.92,4.025281427323,0.2114248,54.91400374,-110,4825,75.6,2026-08-05
198,000668,荣丰控股,19.93,0.86,0.49,-57.69,19.590307582378,0.253137843137,66.0130327,-1160,2118,68.4,2026-08-05
199,000669,ST金鸿,3.57,-0.56,0.16,898.74,3.604785300391,0.2530848,62.97233698,-551,2989,63.6,2026-08-05
200,000670,盈方微,6.95,-1.84,2.23,-125.62,6.930272264674,0.2178268,66.58078554,2365,1953,78.8,2026-08-05
201,000672,上峰材料,13.78,0.22,0.72,104.67,13.700947826148,0.2195496,63.49743899,-1050,2840,76.0,2026-08-05
202,000676,智度股份,7.69,-2.04,4.62,52.5,7.736316700224,0.248998,71.30892871,256,847,91.2,2026-08-05
203,000677,ST海龙,1.7,-0.58,1.33,73.09,1.703352068083,0.2967992,51.53769853,-11,5118,70.8,2026-08-05
204,000678,襄阳轴承,9.05,0.33,1.11,-54.74,8.965238424272,0.1574972,58.64616096,51,4165,76.4,2026-08-05
205,000679,大连友谊,5.9,1.2,0.46,-41.86,5.828367782089,0.1673656,53.45900354,-51,4984,69.6,2026-08-05
206,000680,山推股份,11.33,1.07,0.6,12.66,11.146571087532,0.2164352,68.23372113,20,1505,80.8,2026-08-05
207,000681,视觉中国,18.79,-0.48,2.16,13.78,18.848209473561,0.2955256,66.91642246,-1511,1845,83.2,2026-08-05
208,000682,东方电子,12.31,-1.68,0.58,17.5,12.465353506873,0.3103944,70.93092211,-724,911,80.8,2026-08-05
209,000683,博源化工,6.03,1.17,0.78,13.44,5.972578099058,0.3568584,70.57100782,1343,968,82.0,2026-08-05
210,000685,中山公用,11.09,-0.72,0.37,6.98,11.150866559606,0.3856804,71.91930246,-81,720,74.8,2026-08-05
211,000686,东北证券,8.13,-0.49,0.21,11.59,8.186973724603,0.338236,62.18405917,3,3224,74.8,2026-08-05
212,000688,国城矿业,30.64,1.66,0.79,25.7,29.800430129889,0.2602208,69.48556001,426,1205,79.2,2026-08-05
213,000690,宝新能源,4.83,-1.43,0.83,8.48,4.892386764123,0.3425188,65.65344615,-309,2231,76.8,2026-08-05
214,000691,亚太实业,9.82,1.03,1.41,330.96,9.655619560641,0.330542745098,66.9450273,1780,1834,66.8,2026-08-05
215,000692,惠天热电,4.24,10.13,1.94,11.45,3.840667212661,0.185552,62.36323458,1352,3168,64.0,2026-08-05
216,000695,滨海能源,12.83,-0.39,0.63,-66.31,12.793138080689,0.1985868,59.80878932,1137,3897,66.4,2026-08-05
217,000697,炼石航空,8.67,1.4,0.42,2481.84,8.583541646698,0.2020336,58.90666051,-379,4109,67.6,2026-08-05
218,000698,ST沈化,3.39,1.8,0.18,84.34,3.32001482025,0.2169428,60.1192575,-160,3805,68.0,2026-08-05
219,000700,模塑科技,11.67,3.27,2.38,16.47,11.270261325268,0.3015652,63.73193973,-1500,2773,72.8,2026-08-05
