序号,代码,名称,最新价,涨跌幅,换手率,市盈率,主力成本,机构参与度,综合得分,上升,目前排名,关注指数,交易日
2266,300834,星辉环材,40.13,-0.05,0.25,92.83,39.595991148875,0.2569252,63.18539671,1307,2915,63.6,2026-08-05
2267,300835,龙磁科技,143.85,3.71,2.64,155.45,135.563005217511,0.3296668,73.63808474,135,484,67.2,2026-08-05
2268,300836,佰奥智能,50.04,0.12,1.79,164.31,49.195698323308,0.3277788,61.98544083,446,3287,60.8,2026-08-05
2269,300837,浙矿股份,22.75,0.31,0.62,47.55,22.535296986205,0.096442,63.58469236,463,2820,62.4,2026-08-05
2270,300838,浙江力诺,13.27,0.91,0.69,352.42,13.171315047969,0.0753552,55.36866137,-648,4770,61.2,2026-08-05
2271,300839,博汇股份,11.06,2.03,0.7,17.04,10.774459644313,0.1361436,66.03354677,-795,2113,62.0,2026-08-05
2272,300840,酷特智能,19.51,1.83,2.63,94.35,18.685213928552,0.2497164,68.24467729,288,1499,71.6,2026-08-05
2273,300841,康华生物,45.91,-1.88,0.53,54.51,47.200357360899,0.1778612,60.82811928,-203,3608,69.6,2026-08-05
2274,300842,帝科股份,55.81,0.58,0.81,139.77,55.24283576855,0.2635412,71.26429344,170,857,68.8,2026-08-05
2275,300843,胜蓝股份,117.25,0.0,1.64,133.07,115.927078311071,0.4075312,78.16093137,60,120,78.0,2026-08-05
2276,300844,山水比德,22.82,0.09,0.46,-13.58,22.854665918724,0.0376944,53.94941434,-112,4938,64.8,2026-08-05
2277,300845,捷安高科,10.81,1.98,1.4,-39.89,10.673413935617,0.1617512,53.31137799,-232,4995,64.0,2026-08-05
2278,300846,首都在线,21.62,0.42,2.49,-126.64,21.571306721611,0.2778032,52.86136401,-2857,5042,84.0,2026-08-05
2279,300847,中船汉光,16.48,14.05,7.21,47.56,14.389280722838,0.1925372,69.90510644,1122,1096,71.2,2026-08-05
2280,300848,美瑞新材,13.03,0.93,0.84,51.24,12.873068733886,0.2220424,60.00512034,113,3840,63.6,2026-08-05
2281,300849,锦盛新材,21.25,1.67,1.11,-127.86,20.865081982963,0.2669976,58.00281361,-1442,4304,60.0,2026-08-05
2282,300850,新强联,29.7,-0.64,1.62,20.55,29.967803958275,0.2203008,67.63236407,-1068,1647,77.6,2026-08-05
2283,300851,交大思诺,23.17,0.91,0.76,152.11,23.10689850086,0.0733336,60.2100087,-1977,3782,62.0,2026-08-05
2284,300852,四会富仕,42.57,1.41,2.22,38.89,40.951158021646,0.2881008,74.6982902,33,369,72.0,2026-08-05
2285,300853,申昊科技,27.06,2.66,2.04,-30.69,25.821815609759,0.2216396,63.18153108,680,2916,71.2,2026-08-05
2286,300854,中兰环保,16.95,1.68,3.09,161.68,16.555506531348,0.2070776,58.19006993,-18,4267,69.6,2026-08-05
2287,300855,图南股份,29.77,0.24,0.65,30.81,29.636047270977,0.204288,66.13841157,-130,2085,67.2,2026-08-05
2288,300856,科思股份,11.05,-1.07,0.26,32.22,11.143995579281,0.2086884,62.60414694,177,3097,66.0,2026-08-05
2289,300857,协创数据,254.1,0.89,2.39,41.43,249.112266205714,0.5513132,80.43722065,-26,47,91.6,2026-08-05
2290,300858,科拓生物,14.33,-0.56,0.38,63.14,14.343624205351,0.2248624,63.59079574,-138,2818,63.6,2026-08-05
2291,300859,西域旅游,27.02,0.15,0.51,-39.22,26.953709395887,0.1798772,58.14003814,182,4282,69.6,2026-08-05
2292,300860,锋尚文化,26.99,1.47,1.2,262.1,26.201815022453,0.2907552,61.72174945,-244,3361,66.8,2026-08-05
2293,300861,美畅股份,17.27,2.19,1.68,14.93,16.754451644148,0.2568704,67.03530788,-1050,1801,68.4,2026-08-05
2294,300862,蓝盾光电,,,0.0,-101.27,18.965325430748,0.1352296,56.27200177,-22,4618,66.8,2026-08-05
2295,300863,卡倍亿,38.55,2.12,1.52,25.04,36.766869202421,0.3306052,71.00142438,638,896,62.8,2026-08-05
2296,300864,南大环境,19.0,0.53,0.28,16.42,18.642563119935,0.1993024,68.66094136,1792,1408,62.4,2026-08-05
2297,300865,大宏立,22.82,1.29,0.64,51.41,22.527449323114,0.0723184,60.12705614,935,3803,62.4,2026-08-05
2298,300866,安克创新,114.99,-2.22,0.67,35.85,116.97182603868,0.3343352,73.0276185,-341,564,78.4,2026-08-05
2299,300867,圣元环保,16.49,-0.84,0.69,9.97,16.61348760468,0.161896,60.29355572,-1275,3757,65.2,2026-08-05
2300,300868,杰美特,81.74,1.19,2.05,-322.43,77.765585540101,0.3252464,64.1209795,1829,2664,62.4,2026-08-05
2301,300869,康泰医学,11.14,0.27,0.25,-135.77,11.152233814715,0.1220228,53.01724959,9,5022,70.4,2026-08-05
2302,300870,欧陆通,203.36,-0.2,1.52,-618.78,196.971850355868,0.3473964,70.89976185,820,920,74.4,2026-08-05
2303,300871,回盛生物,22.07,0.36,0.6,14.33,21.806745806657,0.27154,73.37288556,1095,517,66.4,2026-08-05
2304,300872,天阳科技,17.28,2.31,1.81,279.64,16.816592493617,0.249644,65.5806801,-376,2254,74.0,2026-08-05
2305,300873,海晨股份,16.36,0.37,2.56,1071.37,15.858384972611,0.2414672,71.80959411,482,741,65.2,2026-08-05
2306,300875,捷强装备,33.42,-1.07,1.71,-110.51,33.716079102651,0.1837048,59.24820554,-1056,4031,79.2,2026-08-05
2307,300876,蒙泰高新,15.31,0.86,1.14,-68.12,14.974579112441,0.1022864,57.74563752,-615,4354,64.8,2026-08-05
2308,300877,金春股份,24.28,0.33,0.26,247.46,24.054801438154,0.1977788,60.75927238,21,3622,60.8,2026-08-05
2309,300878,维康药业,31.82,1.08,2.0,660.74,30.95012506896,0.3071504,60.23272196,-552,3773,68.4,2026-08-05
2310,300879,大叶股份,16.83,-0.18,0.53,36.36,16.852310549097,0.1426956,61.19495793,981,3502,67.2,2026-08-05
2311,300880,迦南智能,19.88,0.51,0.69,77.68,19.773620056803,0.2203204,59.53977799,-612,3969,68.4,2026-08-05
2312,300881,盛德鑫泰,34.16,1.43,0.63,21.41,33.485254806522,0.1054296,60.99906206,-1150,3565,62.8,2026-08-05
2313,300882,万胜智能,15.29,-0.39,0.28,49.06,15.362159555453,0.1425744,63.13800711,-234,2932,67.2,2026-08-05
2314,300883,龙利得,5.64,-0.88,2.96,-144.12,5.661554183298,0.1653964,52.84243125,-247,5043,62.4,2026-08-05
2315,300884,狄耐克,11.86,2.42,1.3,-385.73,11.529904263332,0.163982,62.91615081,759,3009,64.8,2026-08-05
2316,300885,海昌新材,21.08,0.67,0.66,54.29,20.89045865306,0.164942,64.27379824,-899,2623,63.6,2026-08-05
2317,300886,华业香料,22.63,1.25,0.86,97.01,22.374613323357,0.1064128,60.36137578,772,3735,64.0,2026-08-05
2318,300887,谱尼测试,8.35,14.38,10.33,-16.39,7.267207504908,0.2008708,61.99551834,1084,3285,65.2,2026-08-05
2319,300888,稳健医疗,29.5,-1.07,0.2,17.1,29.689331159374,0.2259252,67.51172963,-803,1675,74.8,2026-08-05
2320,300889,爱克股份,20.36,3.25,1.77,-62.02,19.686889916001,0.3376852,62.46112105,947,3137,62.8,2026-08-05
2321,300890,翔丰华,26.19,0.04,1.09,33.41,26.065855912731,0.2317892,63.02833051,1030,2972,67.6,2026-08-05
2322,300891,惠云钛业,7.03,1.15,0.54,-92.43,6.976628344006,0.1423736,61.86899393,1746,3318,68.0,2026-08-05
2323,300892,品渥食品,22.18,-1.38,2.67,-316.46,22.32395032775,0.136638,59.52377039,1090,3972,76.0,2026-08-05
2324,300893,松原安全,16.6,-0.78,0.11,26.1,16.684843220673,0.1655988,62.63866743,-99,3084,64.4,2026-08-05
2325,300894,火星人,12.14,0.75,1.54,-23.1,11.870501227777,0.2281428,69.51612619,-564,1194,76.8,2026-08-05
2326,300895,铜牛信息,54.61,0.24,1.78,-128.03,54.236515933287,0.2915792,56.77143818,-3214,4546,81.6,2026-08-05
2327,300896,爱美客,102.88,-2.21,1.11,26.09,104.375313424089,0.3268796,71.76315198,-128,754,87.2,2026-08-05
2328,300897,山科智能,17.0,9.4,7.32,123.21,15.520665247662,0.1862076,60.11752343,747,3806,62.8,2026-08-05
2329,300898,熊猫乳品,20.4,-0.24,0.89,37.44,20.341850012604,0.1907188,60.0116845,-352,3838,74.4,2026-08-05
2330,300899,上海凯鑫,28.46,1.17,0.45,-40.28,27.929049424319,0.1279404,57.52159884,669,4405,62.8,2026-08-05
2331,300900,广联航空,24.37,1.8,3.49,189.51,23.853972942112,0.246214,51.8637148,-19,5098,71.2,2026-08-05
2332,300901,中胤时尚,15.63,0.51,0.53,611.55,15.435751340982,0.18684,63.11119877,925,2941,66.8,2026-08-05
2333,300902,国安达,16.18,-0.92,0.69,-107.9,16.291218549192,0.2260476,60.66110861,-470,3645,67.6,2026-08-05
2334,300903,科翔股份,61.92,15.52,8.84,-129.61,51.01717150884,0.4108296,59.74474338,1220,3909,72.4,2026-08-05
2335,300904,威力传动,41.06,-0.48,1.23,-29.83,41.363342235411,0.1188176,57.43949286,-1819,4422,65.2,2026-08-05
2336,300905,宝丽迪,39.15,0.75,1.43,49.82,38.343485446715,0.2199564,67.58366421,1740,1655,63.6,2026-08-05
2337,300906,日月明,26.17,-0.04,0.46,34.76,26.219645296263,0.0786688,62.5225241,-85,3118,64.4,2026-08-05
2338,300907,康平科技,40.32,2.28,0.87,70.39,38.844532902735,0.2442308,64.11742796,-158,2665,57.6,2026-08-05
2339,300908,仲景食品,23.91,0.29,0.62,16.25,23.859937575916,0.117522,61.97682698,-215,3289,67.2,2026-08-05
2340,300909,汇创达,48.23,6.92,1.53,198.32,44.43791365902,0.3319596,64.73021897,30,2495,64.8,2026-08-05
2341,300910,瑞丰新材,29.66,0.47,0.53,20.3,29.466484089961,0.2763576,69.51009693,959,1198,68.4,2026-08-05
2342,300911,亿田智能,22.26,-1.29,2.61,-28.82,22.636890793803,0.2462972,65.55500783,-1663,2258,76.8,2026-08-05
2343,300912,凯龙高科,20.09,-1.62,4.32,56.56,20.254664537912,0.2407004,45.78266647,-153,5195,64.8,2026-08-05
2344,300913,兆龙互连,35.73,0.28,0.81,63.07,35.273141528514,0.2167752,68.73010175,-248,1389,71.6,2026-08-05
2345,300915,海融科技,19.87,-0.15,0.8,34.06,19.933117485134,0.0980572,54.9575281,-264,4818,68.4,2026-08-05
2346,300916,朗特智能,21.38,2.89,1.19,645.65,20.475318973318,0.175688,63.38461864,645,2870,62.8,2026-08-05
2347,300917,特发服务,26.39,-0.53,0.77,33.98,26.302817260047,0.2200728,60.34356338,-451,3738,69.6,2026-08-05
2348,300918,南山智尚,10.67,0.66,0.27,43.85,10.603636743516,0.155018,62.33517461,-1387,3179,70.0,2026-08-05
2349,300919,中伟新材,41.19,-1.1,0.45,19.37,41.537630019155,0.340552,66.94360816,-1059,1835,75.2,2026-08-05
2350,300920,润阳科技,31.25,3.92,0.88,322.28,29.992684095771,0.1965532,58.94708069,165,4102,62.4,2026-08-05
2351,300921,南凌科技,15.29,1.06,2.01,82.52,15.172751409178,0.1954176,63.72048177,-2556,2776,70.0,2026-08-05
2352,300922,天秦装备,17.55,-0.34,1.92,2896.87,17.484036907547,0.1853396,65.18627816,-1720,2365,70.8,2026-08-05
2353,300923,研奥股份,22.83,1.83,0.87,267.9,22.249146036244,0.1940192,62.99669043,1159,2980,63.6,2026-08-05
2354,300925,法本信息,15.89,0.95,1.16,75.77,15.801335503032,0.2095448,61.94076923,-322,3302,74.8,2026-08-05
2355,300926,博俊科技,17.96,-0.72,0.35,15.07,18.133636429556,0.125444,64.12770817,-148,2659,67.6,2026-08-05
2356,300927,江天化学,21.69,0.0,0.6,60.74,21.596750785337,0.1607036,61.24825647,-1158,3487,64.0,2026-08-05
2357,300928,华安鑫创,25.29,-0.08,0.56,-28.31,25.359102542887,0.149796,55.82289628,-1511,4699,62.4,2026-08-05
2358,300929,华骐环保,13.89,0.43,1.28,-152.0,13.754921589783,0.1318244,60.19691253,-545,3784,66.4,2026-08-05
2359,300930,屹通新材,24.98,1.3,1.02,34.13,24.518804661419,0.1240972,65.84381321,908,2171,59.6,2026-08-05
2360,300931,通用电梯,11.57,0.96,0.58,-55.41,11.37171435413,0.1336872,52.51777474,-334,5062,59.6,2026-08-05
2361,300932,三友联众,10.03,0.5,1.53,74.4,9.907991276513,0.22951,68.85471003,-196,1362,63.2,2026-08-05
2362,300933,中辰股份,6.83,0.0,2.05,56.54,6.957626867653,0.254586,62.41267533,-1952,3153,76.4,2026-08-05
2363,300935,盈建科,33.9,5.94,8.16,-26.56,32.280830065632,0.2772968,62.2336207,-1459,3210,73.2,2026-08-05
2364,300936,中英科技,66.93,0.98,2.23,-1138.31,64.917673245963,0.28667,61.04654973,248,3550,64.8,2026-08-05
2365,300937,药易购,24.38,-0.33,2.46,-214.36,24.492879140573,0.1509904,63.11469462,71,2940,72.4,2026-08-05
2366,300938,信测标准,27.23,1.76,2.04,51.77,26.12560122925,0.3304372,65.26457923,1747,2346,65.6,2026-08-05
2367,300939,秋田微,61.6,8.37,1.84,127.71,56.12159671448,0.3328804,74.38559226,-179,407,68.4,2026-08-05
2368,300940,南极光,14.11,1.07,0.93,125.75,13.881887445785,0.173256,70.77830761,1873,933,64.8,2026-08-05
2369,300941,创识科技,16.83,13.18,11.53,3789.19,14.852926249979,0.1059068,65.73025664,2249,2209,69.6,2026-08-05
2370,300942,易瑞生物,6.63,2.16,1.11,-65.44,6.496715759226,0.0884252,54.28209397,-302,4897,66.4,2026-08-05
2371,300943,春晖智控,27.19,2.45,3.36,145.81,26.178106023626,0.283936,69.46635514,-491,1209,70.8,2026-08-05
2372,300945,曼卡龙,12.11,1.85,5.71,13.89,11.762475087076,0.2481152,77.03513265,1323,189,69.2,2026-08-05
2373,300946,恒而达,40.25,0.5,0.32,109.29,40.037307537298,0.2210904,58.90565427,125,4111,63.2,2026-08-05
2374,300947,德必集团,14.12,0.64,0.55,291.76,14.07829196393,0.0805316,58.59112538,626,4179,65.6,2026-08-05
2375,300948,冠中生态,21.05,4.26,2.91,7768.94,19.494519667393,0.3266132,64.10501059,906,2671,62.0,2026-08-05
2376,300949,奥雅股份,21.84,1.53,0.82,-164.94,21.580899052262,0.0502356,56.05491076,-2371,4663,65.2,2026-08-05
2377,300950,德固特,16.93,1.14,0.82,120.07,16.704582670154,0.1144332,65.05391818,-653,2407,66.0,2026-08-05
2378,300951,博硕科技,67.44,2.2,2.46,-144.59,64.733983428974,0.401436,71.55108231,165,809,74.0,2026-08-05
2379,300952,恒辉安防,17.38,0.0,0.78,160.33,17.329570510449,0.166226,59.6868467,-2083,3922,62.8,2026-08-05
2380,300953,震裕科技,102.46,1.14,1.51,22.14,99.437502978136,0.3757444,76.66958146,82,217,70.8,2026-08-05
2381,300955,嘉亨家化,31.02,0.06,0.37,-186.83,30.686641364172,0.209394909091,55.35932145,21,4772,60.4,2026-08-05
2382,300956,英力股份,11.34,4.23,1.36,-107.49,10.88604945593,0.1473588,64.3477609,516,2600,62.8,2026-08-05
2383,300957,贝泰妮,32.92,-2.02,1.08,52.85,33.543125417402,0.2298616,68.41189127,-368,1466,76.8,2026-08-05
2384,300958,建工修复,11.3,0.09,1.22,-21.05,11.349227521083,0.095352,48.38066381,-25,5184,63.2,2026-08-05
2385,300959,线上线下,100.01,2.84,2.25,-934.89,95.833302500081,0.2021828,64.2741794,853,2622,62.8,2026-08-05
2386,300960,通业科技,15.87,1.41,0.47,-47.9,15.705690368192,0.0502944,58.9150433,4,4105,61.6,2026-08-05
2387,300961,深水海纳,10.88,2.35,0.68,-18.25,10.620219056218,0.1050416,48.20619333,1,5187,65.6,2026-08-05
2388,300962,中金辐照,13.38,0.68,0.39,37.37,13.173843933213,0.2552044,66.7756431,-78,1885,65.2,2026-08-05
2389,300963,中洲特材,12.75,-1.62,2.2,76.05,12.701447637834,0.2469792,68.12146317,-92,1532,78.8,2026-08-05
2390,300964,本川智能,55.27,6.99,4.56,123.66,50.855866520024,0.2848816,65.69865899,1722,2217,66.8,2026-08-05
2391,300965,恒宇信通,43.81,1.74,0.57,-193.78,42.947582551695,0.20568,58.48691753,-522,4203,62.0,2026-08-05
2392,300966,共同药业,27.06,5.29,2.83,243.82,25.433202751676,0.156714,59.74913132,-202,3905,64.8,2026-08-05
2393,300967,晓鸣股份,15.17,0.0,0.79,-31.31,15.09408903254,0.256368,61.10170539,1173,3531,62.4,2026-08-05
2394,300968,格林精密,11.09,-0.36,1.74,-25.43,11.000728969658,0.192148,59.29305674,-313,4021,77.2,2026-08-05
2395,300969,恒帅股份,76.09,0.38,0.96,77.74,75.213289601613,0.2538836,69.85529029,723,1104,66.4,2026-08-05
2396,300970,华绿生物,17.33,0.64,1.14,6.26,17.115115460584,0.146352,74.06051264,1167,438,62.0,2026-08-05
2397,300971,博亚精工,18.66,0.16,0.6,44.94,18.577061633328,0.1137184,62.78657515,-313,3048,62.8,2026-08-05
2398,300972,万辰集团,202.09,-1.42,0.33,15.83,202.774048399496,0.3380816,69.01685935,-363,1320,73.2,2026-08-05
2399,300973,立高食品,25.02,-1.84,0.55,16.55,25.233847545302,0.1847864,61.2537817,538,3486,66.8,2026-08-05
2400,300975,商络电子,27.37,4.07,6.24,18.32,25.439177939527,0.3213012,73.8262239,291,465,74.0,2026-08-05
2401,300976,达瑞电子,54.38,4.16,1.75,35.35,51.061949916467,0.250378,75.63827864,707,284,62.4,2026-08-05
2402,300977,深圳瑞捷,15.88,0.32,0.33,-174.57,15.859102991115,0.0722952,55.48965603,-417,4756,63.6,2026-08-05
2403,300978,东箭科技,8.54,0.12,0.27,28.24,8.526220900775,0.1606116,59.84723276,-92,3888,64.0,2026-08-05
2404,300979,华利集团,34.3,0.41,0.07,26.06,33.889715899555,0.1106464,74.69863612,688,368,68.8,2026-08-05
2405,300980,祥源新材,21.84,1.53,1.21,43.53,21.514299628603,0.1218264,60.90815923,-327,3591,62.4,2026-08-05
2406,300981,中红医疗,14.29,-8.4,3.75,310.76,15.242872284693,0.218004,62.05794605,-1498,3265,82.0,2026-08-05
2407,300982,苏文电能,15.29,-0.07,0.36,-93.43,15.336867668257,0.1808572,52.05639429,3,5087,61.2,2026-08-05
2408,300983,尤安设计,39.23,1.06,0.36,-2020.9,38.774604799543,0.2088576,60.50384941,879,3696,65.2,2026-08-05
2409,300984,金沃股份,34.17,1.27,0.85,112.22,33.557297050479,0.2515548,65.6155317,604,2243,64.8,2026-08-05
2410,300985,致远新能,31.71,5.56,1.0,131.43,29.942419954328,0.1768564,63.3009435,163,2895,64.0,2026-08-05
2411,300986,志特新材,12.55,-1.95,4.15,46.92,12.6065871035,0.2771656,72.53212007,983,631,77.6,2026-08-05
2412,300987,川网传媒,13.77,0.44,0.82,274.93,13.744079828806,0.1231524,62.49575496,-1192,3128,68.0,2026-08-05
2413,300988,津荣天宇,14.86,-0.13,0.79,23.98,14.847667089174,0.2534572,69.24853414,-74,1258,65.2,2026-08-05
2414,300989,蕾奥规划,12.94,-4.99,3.06,-23.03,13.346229992364,0.217592,52.07361505,-1088,5086,74.0,2026-08-05
2415,300990,同飞股份,70.02,-0.21,2.84,50.14,68.894045722555,0.2739308,77.47823721,60,164,76.4,2026-08-05
2416,300991,创益通,27.82,2.69,1.26,-155.77,27.013604422121,0.1417232,63.71057439,1815,2782,64.8,2026-08-05
2417,300992,泰福泵业,23.43,4.6,1.06,-61.66,22.416127673369,0.151208,59.58511023,511,3950,61.6,2026-08-05
2418,300993,玉马科技,9.96,-0.3,0.25,27.53,9.959643211214,0.1529752,60.82159561,-1223,3609,62.0,2026-08-05
2419,300994,久祺股份,10.97,0.09,0.54,37.46,11.020017812611,0.0944872,62.49082325,-115,3131,62.4,2026-08-05
2420,300995,奇德新材,26.24,0.96,0.58,87.99,25.991756078403,0.0907732,61.14977161,-1647,3514,62.4,2026-08-05
2421,300996,普联软件,20.41,6.3,17.51,343.18,18.669241362562,0.385130754717,71.97200291,19,712,86.0,2026-08-05
2422,300997,欢乐家,17.48,-2.78,1.89,51.15,17.759797926974,0.2087216,67.19266928,1827,1756,80.0,2026-08-05
2423,300998,宁波方正,25.03,3.9,1.36,346.84,24.155973943049,0.26126,60.42805391,541,3720,62.0,2026-08-05
2424,300999,金龙鱼,25.94,-0.92,0.49,23.73,26.236723810857,0.2452084,66.669032,-304,1926,82.0,2026-08-05
2425,301000,肇民科技,26.28,1.47,0.8,59.64,25.744121180396,0.1942784,63.94885116,650,2711,67.6,2026-08-05
2426,301001,凯淳股份,23.83,0.25,1.26,1076.95,23.809265954676,0.0874624,54.93814516,-1828,4823,65.6,2026-08-05
2427,301002,崧盛股份,29.17,1.71,1.59,64.34,28.488590477756,0.187262,65.40429651,1615,2303,61.6,2026-08-05
2428,301003,江苏博云,50.1,1.83,0.58,68.17,49.144189266616,0.2986664,64.01475518,-603,2692,60.0,2026-08-05
2429,301004,嘉益股份,35.71,-0.56,0.18,21.19,35.840697740174,0.1447724,65.71063946,-644,2213,66.4,2026-08-05
2430,301005,超捷股份,76.55,3.47,3.07,252.81,72.812257533646,0.297082,66.24471053,-210,2063,76.8,2026-08-05
2431,301006,迈拓股份,13.18,0.84,0.67,137.02,13.116024336554,0.0707524,67.17256723,836,1761,63.2,2026-08-05
2432,301007,德迈仕,30.22,4.57,1.58,130.7,28.990598390688,0.3234504,63.30209891,-84,2894,65.2,2026-08-05
2433,301008,宏昌科技,34.09,0.86,1.71,777.15,33.321582527957,0.2482468,70.16601058,-511,1042,68.4,2026-08-05
2434,301009,可靠股份,8.92,0.45,0.68,322.51,8.918491247466,0.0904644,55.79639267,-770,4705,66.0,2026-08-05
2435,301010,晶雪节能,16.74,0.78,0.29,207.13,16.669776533152,0.0969744,57.14025917,-160,4488,64.4,2026-08-05
2436,301011,华立科技,15.23,1.06,0.48,-56.1,15.116027615931,0.089006,65.32296767,916,2326,66.0,2026-08-05
2437,301012,扬电科技,26.66,-0.74,2.27,63.87,26.686559886476,0.2831968,62.80784286,-2366,3039,77.6,2026-08-05
2438,301013,利和兴,44.8,-1.97,10.75,812.02,44.185662623246,0.3707948,69.2531207,379,1257,84.8,2026-08-05
2439,301015,百洋医药,22.75,-3.23,0.56,24.12,23.495261943742,0.2782632,69.56843639,-993,1182,71.6,2026-08-05
2440,301016,雷尔伟,13.31,-3.83,2.01,391.17,13.850799533152,0.206354,67.15080133,969,1768,60.4,2026-08-05
2441,301017,漱玉平民,13.71,-1.37,0.42,134.22,13.923758204278,0.1894064,57.88163179,110,4325,65.6,2026-08-05
2442,301018,申菱环境,84.15,0.06,1.68,278.17,81.537318185344,0.3828732,75.20074317,104,322,82.8,2026-08-05
2443,301019,宁波色母,15.3,1.19,0.52,25.88,14.993355147035,0.2380564,67.47547845,1928,1680,60.0,2026-08-05
2444,301020,密封科技,20.8,0.68,0.5,25.38,20.431279983845,0.2103132,67.75052732,-865,1607,63.2,2026-08-05
2445,301021,英诺激光,63.38,4.07,2.36,210.23,59.165374828977,0.2518152,71.75449265,1353,755,71.6,2026-08-05
2446,301022,海泰科,23.0,-0.61,0.72,-106.54,23.0622557631,0.1633388,58.18073145,-1586,4268,62.4,2026-08-05
2447,301023,奕帆传动,30.28,2.12,1.3,53.82,29.459950683496,0.1504752,64.33821094,125,2605,62.4,2026-08-05
2448,301024,霍普股份,32.46,1.09,0.62,-26.94,32.034591696032,0.117132,53.29657994,-1236,4997,63.2,2026-08-05
2449,301025,读客文化,9.12,0.77,1.38,299.78,9.033905112338,0.1450796,56.00782829,-814,4669,68.8,2026-08-05
2450,301026,浩通科技,22.41,4.28,12.74,19.35,20.612201253033,0.4107324,71.19292995,2475,865,64.4,2026-08-05
2451,301027,华蓝集团,20.47,0.84,1.01,-91.82,20.055228882485,0.3594488,57.6094338,-433,4388,62.8,2026-08-05
2452,301028,鼎熔岩,12.59,0.8,0.6,20.86,12.445567825071,0.1512924,66.7460295,-108,1893,59.2,2026-08-05
2453,301029,怡合达,26.9,4.55,1.42,33.12,25.720601606602,0.3069436,71.71128652,-367,768,66.4,2026-08-05
2454,301030,*ST仕净,8.71,-0.8,1.43,-3.75,8.708986972074,0.2649604,50.29951149,15,5152,61.2,2026-08-05
2455,301031,中熔电气,88.01,0.03,0.74,28.24,86.963309545779,0.26547,77.903394,50,140,65.2,2026-08-05
2456,301032,新柴股份,9.91,0.92,0.75,29.51,9.850371568925,0.0888516,59.52603738,-104,3971,60.8,2026-08-05
2457,301033,迈普医学,58.91,-1.62,0.75,47.69,58.698738300004,0.245518,74.95203624,879,346,67.2,2026-08-05
2458,301035,润丰股份,54.66,-0.46,0.19,30.13,54.663100771452,0.18691,71.55422727,-121,806,66.4,2026-08-05
2459,301036,双乐股份,21.39,0.99,0.48,-99.72,21.152509329789,0.0734064,58.14759352,23,4279,64.8,2026-08-05
2460,301037,保立佳,12.76,2.99,2.43,-17.06,12.455211264898,0.056354,57.58025418,-975,4394,63.6,2026-08-05
2461,301038,深水规院,16.59,-0.36,0.42,-26.84,16.701150138398,0.254842,62.06469832,1184,3264,68.4,2026-08-05
2462,301039,中集车辆,8.09,-1.1,0.43,24.16,8.204008306145,0.144698,65.14795065,-432,2377,70.8,2026-08-05
2463,301040,中环海陆,25.95,1.01,1.12,-25.08,25.495012693839,0.2582872,58.62402028,-2669,4171,71.2,2026-08-05
2464,301041,金百泽,23.94,2.61,2.16,-3567.75,23.063881921824,0.161642,66.16609048,-290,2078,65.2,2026-08-05
2465,301042,安联锐视,30.65,2.82,3.64,65.95,29.300908954849,0.2473208,56.06851769,1,4659,71.6,2026-08-05
2466,301043,绿岛风,42.97,3.42,0.65,38.57,41.442063772049,0.114804,62.49228326,-491,3130,59.6,2026-08-05
2467,301045,天禄科技,66.49,4.94,5.26,190.06,59.352637335267,0.4290848,74.34013228,1984,410,60.4,2026-08-05
2468,301046,能辉科技,19.22,0.31,0.75,-167.85,18.943789958588,0.2290828,62.59597607,423,3099,62.8,2026-08-05
2469,301047,义翘神州,87.89,-2.99,3.41,83.14,90.817912835158,0.3373088,67.15953315,-1624,1765,82.4,2026-08-05
2470,301048,金鹰重工,9.09,-0.11,0.2,25.7,9.052291672973,0.1697984,66.46685389,1204,1982,63.6,2026-08-05
2471,301049,超越科技,19.25,0.84,0.78,-25.55,19.118334120983,0.073186,56.62211568,554,4566,64.4,2026-08-05
2472,301050,雷电微力,31.64,0.06,0.59,-35.94,31.567963805582,0.1967424,58.36713358,-1156,4229,68.8,2026-08-05
2473,301051,信濠光电,15.71,6.51,2.72,-20.43,14.463138039781,0.2595692,63.15733566,1311,2924,60.8,2026-08-05
2474,301052,果麦文化,25.17,1.66,3.56,-75.68,24.725668640992,0.1555012,60.43559355,-1300,3718,71.6,2026-08-05
2475,301053,远信工业,40.37,-1.05,3.01,78.86,39.88357233368,0.4856456,60.69006011,-402,3636,59.6,2026-08-05
2476,301055,张小泉,29.32,2.84,1.12,39.21,28.456785931828,0.2335164,68.60559899,-447,1417,63.2,2026-08-05
2477,301056,森赫股份,10.08,1.2,0.41,66.75,9.927307717045,0.0309468,57.23893113,-388,4468,61.6,2026-08-05
2478,301057,汇隆新材,21.49,0.94,1.71,38.5,21.191239743132,0.0750916,54.22179013,-1507,4908,62.0,2026-08-05
2479,301058,中粮科工,8.25,0.0,0.2,28.91,8.249569525632,0.2005564,69.29903159,57,1246,66.0,2026-08-05
2480,301059,金三江,11.29,0.44,0.38,28.76,11.218846228779,0.1580208,62.35822983,-352,3171,62.4,2026-08-05
2481,301060,兰卫医学,8.99,0.33,0.45,24.39,9.003901284078,0.143638,60.61788963,-796,3665,68.8,2026-08-05
2482,301061,匠心家居,35.81,-1.35,0.63,15.3,36.255060628569,0.1172672,67.60066825,-256,1651,67.2,2026-08-05
