股票代码,完整代码,股票简称,交易所,板块,行业,地区,2024-02-06最低价,2024-09-24最低价,2025-04-09最低价,2026-03-24最低价,第一段抬升,第二段抬升,第三段抬升,累计抬升,是否ST
600986,600986.SH,浙文互联,上交所,主板,互联网,浙江,3.47,4.12,6.33,9.33,18.73%,53.64%,47.39%,168.88%,否
300222,300222.SZ,科大智能,深交所,创业板,电气设备,上海,3.92,5.79,7.52,10.52,47.70%,29.88%,39.89%,168.37%,否
002899,002899.SZ,英派斯,深交所,主板,文教休闲,山东,9.51,13.76,15.51,25.52,44.69%,12.72%,64.54%,168.35%,否
002426,002426.SZ,胜利精密,深交所,主板,元器件,江苏,1.31,1.68,2.26,3.51,28.24%,34.52%,55.31%,167.94%,否
300803,300803.SZ,指南针,深交所,创业板,软件服务,北京,36.41,36.95,51.05,97.5,1.48%,38.16%,90.99%,167.78%,否
603016,603016.SH,新宏泰,上交所,主板,电气设备,江苏,14.2,17.27,22.07,37.95,21.62%,27.79%,71.95%,167.25%,否
920961,920961.BJ,创远信科,北交所,北交所,电器仪表,上海,8.0,8.3,14.3,21.34,3.75%,72.29%,49.23%,166.75%,否
002284,002284.SZ,亚太股份,深交所,主板,汽车配件,浙江,5.09,6.96,8.0,13.57,36.74%,14.94%,69.62%,166.60%,否
000700,000700.SZ,模塑科技,深交所,主板,汽车配件,江苏,4.1,5.6,5.67,10.91,36.59%,1.25%,92.42%,166.10%,否
603019,603019.SH,中科曙光,上交所,主板,IT设备,天津,29.51,35.9,60.01,78.5,21.65%,67.16%,30.81%,166.01%,否
688578,688578.SH,艾力斯,上交所,科创板,化学制药,上海,33.46,40.02,75.56,88.98,19.61%,88.81%,17.76%,165.93%,否
600602,600602.SH,云赛智联,上交所,主板,软件服务,上海,7.56,10.37,17.84,20.1,37.17%,72.03%,12.67%,165.87%,否
002265,002265.SZ,建设工业,深交所,主板,专用机械,云南,7.62,9.0,16.41,20.24,18.11%,82.33%,23.34%,165.62%,否
002488,002488.SZ,金固股份,深交所,主板,汽车配件,浙江,4.21,7.3,10.51,11.17,73.40%,43.97%,6.28%,165.32%,否
000021,000021.SZ,深科技,深交所,主板,元器件,深圳,10.28,13.09,14.93,27.25,27.33%,14.06%,82.52%,165.08%,否
300022,300022.SZ,吉峰科技,深交所,创业板,农用机械,四川,3.17,3.68,6.97,8.38,16.09%,89.40%,20.23%,164.35%,否
002961,002961.SZ,瑞达期货,深交所,主板,多元金融,福建,9.94,10.95,12.47,26.15,10.16%,13.88%,109.70%,163.08%,否
300301,300301.SZ,ST长方,深交所,创业板,半导体,深圳,1.16,1.18,1.66,3.05,1.72%,40.68%,83.73%,162.93%,是
002683,002683.SZ,广东宏大,深交所,主板,化工原料,广东,14.1,20.31,26.52,37.07,44.04%,30.58%,39.78%,162.91%,否
688300,688300.SH,联瑞新材,上交所,科创板,矿物制品,江苏,28.88,37.67,46.75,75.76,30.44%,24.10%,62.05%,162.33%,否
688291,688291.SH,金橙子,上交所,科创板,软件服务,北京,14.0,14.31,16.3,36.71,2.21%,13.91%,125.21%,162.21%,否
603701,603701.SH,德宏股份,上交所,主板,汽车配件,浙江,8.31,10.75,12.36,21.79,29.36%,14.98%,76.29%,162.21%,否
300398,300398.SZ,飞凯材料,深交所,创业板,化工原料,上海,9.01,10.75,14.29,23.61,19.31%,32.93%,65.22%,162.04%,否
301388,301388.SZ,欣灵电气,深交所,创业板,电气设备,浙江,12.43,16.82,17.0,32.56,35.32%,1.07%,91.53%,161.95%,否
002414,002414.SZ,高德红外,深交所,主板,电器仪表,湖北,4.81,5.91,6.75,12.58,22.87%,14.21%,86.37%,161.54%,否
300651,300651.SZ,金陵体育,深交所,创业板,文教休闲,江苏,10.15,10.85,10.96,26.5,6.90%,1.01%,141.79%,161.08%,否
002882,002882.SZ,金龙羽,深交所,主板,电气设备,深圳,10.3,13.33,13.74,26.87,29.42%,3.08%,95.56%,160.87%,否
603173,603173.SH,福斯达,上交所,主板,机械基件,浙江,14.77,17.01,20.2,38.51,15.17%,18.75%,90.64%,160.73%,否
000678,000678.SZ,襄阳轴承,深交所,主板,汽车配件,湖北,4.38,4.74,9.7,11.42,8.22%,104.64%,17.73%,160.73%,否
003002,003002.SZ,壶化股份,深交所,主板,化工原料,山西,9.13,13.6,20.01,23.8,48.96%,47.13%,18.94%,160.68%,否
600203,600203.SH,福日电子,上交所,主板,元器件,福建,4.01,6.7,6.9,10.44,67.08%,2.99%,51.30%,160.35%,否
300828,300828.SZ,锐新科技,深交所,创业板,机械基件,天津,7.45,10.74,12.35,19.35,44.16%,14.99%,56.68%,159.73%,否
603169,603169.SH,兰石重装,上交所,主板,专用机械,甘肃,3.91,4.28,8.54,10.15,9.46%,99.53%,18.85%,159.59%,否
300043,300043.SZ,星辉娱乐,深交所,创业板,互联网,广东,2.05,2.43,2.75,5.32,18.54%,13.17%,93.45%,159.51%,否
002895,002895.SZ,川恒股份,深交所,主板,化工原料,贵州,13.31,17.18,22.37,34.5,29.08%,30.21%,54.22%,159.20%,否
300465,300465.SZ,高伟达,深交所,创业板,软件服务,北京,5.78,7.64,11.72,14.98,32.18%,53.40%,27.82%,159.17%,否
688314,688314.SH,康拓医疗,上交所,科创板,医疗保健,陕西,16.88,22.31,24.02,43.7,32.17%,7.66%,81.93%,158.89%,否
300386,300386.SZ,飞天诚信,深交所,创业板,IT设备,北京,5.44,9.2,10.76,14.07,69.12%,16.96%,30.76%,158.64%,否
300058,300058.SZ,蓝色光标,深交所,创业板,广告包装,北京,5.22,5.25,6.82,13.5,0.57%,29.90%,97.95%,158.62%,否
301201,301201.SZ,诚达药业,深交所,创业板,生物制药,浙江,14.6,16.84,18.0,37.74,15.34%,6.89%,109.67%,158.49%,否
002583,002583.SZ,海能达,深交所,主板,通信设备,深圳,3.7,5.24,8.8,9.56,41.62%,67.94%,8.64%,158.38%,否
301033,301033.SZ,迈普医学,深交所,创业板,医疗保健,广东,22.37,37.7,41.4,57.73,68.53%,9.81%,39.44%,158.07%,否
688582,688582.SH,芯动联科,上交所,科创板,元器件,安徽,21.61,30.82,53.0,55.74,42.62%,71.97%,5.17%,157.94%,否
002836,002836.SZ,新宏泽,深交所,主板,广告包装,广东,4.94,6.06,6.66,12.74,22.67%,9.90%,91.29%,157.89%,否
600505,600505.SH,西昌电力,上交所,主板,水力发电,四川,5.38,8.45,10.6,13.87,57.06%,25.44%,30.85%,157.81%,否
300484,300484.SZ,蓝海华腾,深交所,创业板,电气设备,深圳,6.2,10.5,14.6,15.97,69.35%,39.05%,9.38%,157.58%,否
300407,300407.SZ,凯发电气,深交所,创业板,电气设备,天津,4.69,7.96,8.05,12.08,69.72%,1.13%,50.06%,157.57%,否
002119,002119.SZ,康强电子,深交所,主板,半导体,浙江,7.58,10.31,12.68,19.52,36.02%,22.99%,53.94%,157.52%,否
300913,300913.SZ,兆龙互连,深交所,创业板,通信设备,浙江,17.48,26.3,36.21,45.0,50.46%,37.68%,24.28%,157.44%,否
301158,301158.SZ,德石股份,深交所,创业板,专用机械,山东,9.16,11.38,12.73,23.58,24.24%,11.86%,85.23%,157.42%,否
300750,300750.SZ,宁德时代,深交所,创业板,电气设备,福建,150.82,188.89,210.09,388.0,25.24%,11.22%,84.68%,157.26%,否
002338,002338.SZ,奥普光电,深交所,主板,电器仪表,吉林,18.0,25.9,33.96,46.3,43.89%,31.12%,36.34%,157.22%,否
300054,300054.SZ,鼎龙股份,深交所,创业板,化工原料,湖北,16.13,18.35,24.89,41.46,13.76%,35.64%,66.57%,157.04%,否
688003,688003.SH,天准科技,上交所,科创板,专用机械,江苏,21.12,29.1,37.77,54.15,37.78%,29.79%,43.37%,156.39%,否
000792,000792.SZ,盐湖股份,深交所,主板,农药化肥,青海,13.55,14.55,15.58,34.72,7.38%,7.08%,122.85%,156.24%,否
688400,688400.SH,凌云光,上交所,科创板,专用机械,北京,15.22,16.03,21.15,38.94,5.32%,31.94%,84.11%,155.85%,否
300655,300655.SZ,晶瑞电材,深交所,创业板,半导体,江苏,5.39,6.36,6.8,13.78,18.00%,6.92%,102.65%,155.66%,否
300324,300324.SZ,旋极信息,深交所,创业板,软件服务,北京,1.88,2.31,3.02,4.8,22.87%,30.74%,58.94%,155.32%,否
002347,002347.SZ,泰尔股份,深交所,主板,机械基件,安徽,3.1,3.59,4.7,7.91,15.81%,30.92%,68.30%,155.16%,否
603823,603823.SH,百合花,上交所,主板,染料涂料,浙江,5.86,8.33,8.36,14.95,42.15%,0.36%,78.83%,155.12%,否
600843,600843.SH,上工申贝,上交所,主板,纺织机械,上海,3.58,6.91,8.99,9.12,93.02%,30.10%,1.45%,154.75%,否
300909,300909.SZ,汇创达,深交所,创业板,元器件,深圳,14.25,18.13,19.52,36.29,27.23%,7.67%,85.91%,154.67%,否
002066,002066.SZ,瑞泰科技,深交所,主板,其他建材,北京,7.09,8.12,8.5,18.0,14.53%,4.68%,111.76%,153.88%,否
300528,300528.SZ,幸福蓝海,深交所,创业板,影视音像,江苏,6.0,6.45,6.58,15.22,7.50%,2.02%,131.31%,153.67%,否
603686,603686.SH,福龙马,上交所,主板,环境保护,福建,6.98,7.35,9.94,17.7,5.30%,35.24%,78.07%,153.58%,否
300547,300547.SZ,川环科技,深交所,创业板,汽车配件,四川,11.03,13.2,23.59,27.97,19.67%,78.71%,18.57%,153.58%,否
300252,300252.SZ,金信诺,深交所,创业板,通信设备,深圳,4.82,6.66,8.05,12.22,38.17%,20.87%,51.80%,153.53%,否
300243,300243.SZ,瑞丰高材,深交所,创业板,化工原料,山东,5.12,7.36,7.79,12.96,43.75%,5.84%,66.37%,153.12%,否
300623,300623.SZ,捷捷微电,深交所,创业板,半导体,江苏,10.5,16.74,25.1,26.57,59.43%,49.94%,5.86%,153.05%,否
300127,300127.SZ,银河磁体,深交所,创业板,矿物制品,四川,11.32,13.11,27.95,28.64,15.81%,113.20%,2.47%,153.00%,否
600530,600530.SH,交大昂立,上交所,主板,医疗保健,上海,2.0,2.5,3.88,5.06,25.00%,55.20%,30.41%,153.00%,否
300337,300337.SZ,银邦股份,深交所,创业板,铝,江苏,4.51,7.46,8.54,11.4,65.41%,14.48%,33.49%,152.77%,否
000601,000601.SZ,韶能股份,深交所,主板,水力发电,广东,2.9,3.48,4.91,7.33,20.00%,41.09%,49.29%,152.76%,否
002248,002248.SZ,华东数控,深交所,主板,机床制造,山东,4.6,5.92,6.25,11.62,28.70%,5.57%,85.92%,152.61%,否
688039,688039.SH,当虹科技,上交所,科创板,软件服务,浙江,16.0,19.85,24.73,40.38,24.06%,24.58%,63.28%,152.38%,否
300040,300040.SZ,九洲集团,深交所,创业板,新型电力,黑龙江,3.21,5.06,5.22,8.1,57.63%,3.16%,55.17%,152.34%,否
300804,300804.SZ,广康生化,深交所,创业板,农药化肥,广东,16.99,19.8,21.44,42.87,16.54%,8.28%,99.95%,152.32%,否
300657,300657.SZ,弘信电子,深交所,创业板,元器件,福建,10.98,12.83,24.28,27.7,16.85%,89.24%,14.09%,152.28%,否
002653,002653.SZ,海思科,深交所,主板,化学制药,西藏,19.65,30.93,37.65,49.54,57.40%,21.73%,31.58%,152.11%,否
688419,688419.SH,耐科装备,上交所,科创板,半导体,安徽,15.91,21.02,25.74,40.08,32.12%,22.45%,55.71%,151.92%,否
600855,600855.SH,航天长峰,上交所,主板,专用机械,北京,6.41,9.16,9.37,16.13,42.90%,2.29%,72.15%,151.64%,否
300071,300071.SZ,福石控股,深交所,创业板,广告包装,北京,1.9,2.47,4.02,4.78,30.00%,62.75%,18.91%,151.58%,否
002850,002850.SZ,科达利,深交所,主板,电气设备,深圳,57.1,72.72,97.38,143.5,27.36%,33.91%,47.36%,151.31%,否
920580,920580.BJ,科创新材,北交所,北交所,其他建材,河南,5.05,5.18,10.43,12.69,2.57%,101.35%,21.67%,151.29%,否
300346,300346.SZ,南大光电,深交所,创业板,半导体,江苏,17.35,26.2,33.42,43.58,51.01%,27.56%,30.40%,151.18%,否
603696,603696.SH,安记食品,上交所,主板,食品,福建,6.14,6.67,7.54,15.41,8.63%,13.04%,104.38%,150.98%,否
300830,300830.SZ,金现代,深交所,创业板,软件服务,山东,4.13,5.88,6.2,10.36,42.37%,5.44%,67.10%,150.85%,否
300508,300508.SZ,维宏股份,深交所,创业板,软件服务,上海,13.73,19.52,24.23,34.33,42.17%,24.13%,41.68%,150.04%,否
301261,301261.SZ,恒工精密,深交所,创业板,机械基件,河北,29.71,30.84,65.14,74.21,3.80%,111.22%,13.92%,149.78%,否
600562,600562.SH,国睿科技,上交所,主板,通信设备,江苏,9.79,12.76,18.48,24.45,30.34%,44.83%,32.31%,149.74%,否
603002,603002.SH,宏昌电子,上交所,主板,化工原料,广东,3.64,4.35,4.46,9.09,19.51%,2.53%,103.81%,149.73%,否
688116,688116.SH,天奈科技,上交所,科创板,化工原料,江苏,15.45,19.65,33.8,38.58,27.18%,72.01%,14.14%,149.71%,否
688150,688150.SH,莱特光电,上交所,科创板,元器件,陕西,13.72,15.18,17.03,34.2,10.64%,12.19%,100.82%,149.27%,否
002058,002058.SZ,*ST威尔,深交所,主板,电气设备,上海,7.66,8.04,8.69,19.07,4.96%,8.08%,119.45%,148.96%,是
300644,300644.SZ,南京聚隆,深交所,创业板,塑料,江苏,10.82,16.15,17.18,26.92,49.26%,6.38%,56.69%,148.80%,否
300877,300877.SZ,金春股份,深交所,创业板,纺织,安徽,9.52,10.32,11.43,23.68,8.40%,10.76%,107.17%,148.74%,否
603926,603926.SH,铁流股份,上交所,主板,汽车配件,浙江,6.9,7.46,7.72,17.14,8.12%,3.49%,122.02%,148.41%,否
001283,001283.SZ,豪鹏科技,深交所,主板,电气设备,深圳,26.66,33.34,39.01,66.2,25.06%,17.01%,69.70%,148.31%,否
300303,300303.SZ,聚飞光电,深交所,创业板,半导体,深圳,3.53,4.79,4.91,8.75,35.69%,2.51%,78.21%,147.88%,否
300016,300016.SZ,北陆药业,深交所,创业板,化学制药,北京,3.72,4.84,5.42,9.22,30.11%,11.98%,70.11%,147.85%,否
688330,688330.SH,宏力达,上交所,科创板,电气设备,上海,18.58,19.74,23.98,46.04,6.24%,21.48%,91.99%,147.79%,否
603726,603726.SH,朗迪集团,上交所,主板,家用电器,浙江,8.96,12.36,12.41,22.2,37.95%,0.40%,78.89%,147.77%,否
000006,000006.SZ,深振业A,深交所,主板,区域地产,深圳,3.29,4.27,5.15,8.15,29.79%,20.61%,58.25%,147.72%,否
300220,300220.SZ,金运激光,深交所,创业板,专用机械,湖北,5.27,6.51,11.14,13.05,23.53%,71.12%,17.15%,147.63%,否
300907,300907.SZ,康平科技,深交所,创业板,电气设备,江苏,10.82,16.7,18.5,26.79,54.34%,10.78%,44.81%,147.60%,否
600389,600389.SH,江山股份,上交所,主板,农药化肥,江苏,11.21,12.54,13.99,27.75,11.86%,11.56%,98.36%,147.55%,否
300950,300950.SZ,德固特,深交所,创业板,专用机械,山东,8.2,11.92,12.94,20.25,45.37%,8.56%,56.49%,146.95%,否
002989,002989.SZ,中天精装,深交所,主板,装修装饰,深圳,10.34,17.0,22.69,25.52,64.41%,33.47%,12.47%,146.81%,否
002190,002190.SZ,成飞集成,深交所,主板,汽车配件,四川,11.77,13.91,14.3,29.04,18.18%,2.80%,103.08%,146.73%,否
301421,301421.SZ,波长光电,深交所,创业板,元器件,江苏,32.9,37.58,38.38,81.1,14.22%,2.13%,111.31%,146.50%,否
300578,300578.SZ,会畅科技,深交所,创业板,通信设备,上海,7.86,12.82,14.35,19.37,63.10%,11.93%,34.98%,146.44%,否
688768,688768.SH,容知日新,上交所,科创板,电器仪表,安徽,17.41,22.9,42.16,42.89,31.53%,84.10%,1.73%,146.35%,否
603790,603790.SH,雅运股份,上交所,主板,染料涂料,上海,7.88,8.5,11.84,19.41,7.87%,39.29%,63.94%,146.32%,否
002467,002467.SZ,二六三,深交所,主板,互联网,北京,2.57,3.34,4.29,6.33,29.96%,28.44%,47.55%,146.30%,否
603052,603052.SH,可川科技,上交所,主板,元器件,江苏,22.66,25.91,26.4,55.77,14.34%,1.89%,111.25%,146.12%,否
600021,600021.SH,上海电力,上交所,主板,火力发电,上海,7.4,8.28,8.33,18.19,11.89%,0.60%,118.37%,145.81%,否
300082,300082.SZ,奥克股份,深交所,创业板,化工原料,辽宁,3.69,4.77,4.9,9.07,29.27%,2.73%,85.10%,145.80%,否
300772,300772.SZ,运达股份,深交所,创业板,电气设备,浙江,6.99,9.12,9.69,17.18,30.47%,6.25%,77.30%,145.78%,否
002392,002392.SZ,北京利尔,深交所,主板,其他建材,北京,2.67,3.01,4.08,6.56,12.73%,35.55%,60.78%,145.69%,否
001332,001332.SZ,锡装股份,深交所,主板,专用机械,江苏,20.31,26.3,33.58,49.81,29.49%,27.68%,48.33%,145.25%,否
002632,002632.SZ,道明光学,深交所,主板,塑料,浙江,4.8,6.77,6.8,11.77,41.04%,0.44%,73.09%,145.21%,否
688070,688070.SH,纵横股份,上交所,科创板,航空,四川,19.17,23.1,33.81,47.0,20.50%,46.36%,39.01%,145.17%,否
300323,300323.SZ,华灿光电,深交所,创业板,半导体,湖北,3.95,4.08,5.33,9.68,3.29%,30.64%,81.61%,145.06%,否
300333,300333.SZ,兆日科技,深交所,创业板,IT设备,深圳,3.62,5.44,8.66,8.87,50.28%,59.19%,2.42%,145.03%,否
920407,920407.BJ,驰诚股份,北交所,北交所,电器仪表,河南,7.31,8.19,17.38,17.9,12.04%,112.21%,2.99%,144.87%,否
601086,601086.SH,国芳集团,上交所,主板,百货,甘肃,3.38,3.67,6.97,8.27,8.58%,89.92%,18.65%,144.67%,否
300831,300831.SZ,ST派瑞,深交所,创业板,半导体,陕西,6.5,10.95,11.5,15.9,68.46%,5.02%,38.26%,144.62%,是
600192,600192.SH,长城电工,上交所,主板,电气设备,甘肃,3.43,5.0,5.11,8.39,45.77%,2.20%,64.19%,144.61%,否
300865,300865.SZ,大宏立,深交所,创业板,专用机械,四川,10.0,13.39,17.51,24.44,33.90%,30.77%,39.58%,144.40%,否
600676,600676.SH,交运股份,上交所,主板,汽车配件,上海,2.89,3.19,3.34,7.06,10.38%,4.70%,111.38%,144.29%,否
920879,920879.BJ,基康技术,北交所,北交所,电器仪表,北京,7.73,7.88,15.6,18.87,1.94%,97.97%,20.96%,144.11%,否
000659,000659.SZ,珠海中富,深交所,主板,广告包装,广东,1.5,2.37,2.54,3.66,58.00%,7.17%,44.09%,144.00%,否
600506,600506.SH,统一股份,上交所,主板,石油加工,新疆,8.16,11.0,16.38,19.9,34.80%,48.91%,21.49%,143.87%,否
600366,600366.SH,宁波韵升,上交所,主板,矿物制品,浙江,4.55,5.52,6.98,11.09,21.32%,26.45%,58.88%,143.74%,否
300008,300008.SZ,天海防务,深交所,创业板,船舶,上海,2.98,3.53,4.98,7.26,18.46%,41.08%,45.78%,143.62%,否
300963,300963.SZ,中洲特材,深交所,创业板,小金属,上海,6.8,6.97,12.07,16.56,2.50%,73.17%,37.20%,143.53%,否
003033,003033.SZ,征和工业,深交所,主板,汽车配件,山东,21.58,22.19,31.65,52.52,2.83%,42.63%,65.94%,143.37%,否
300643,300643.SZ,万通智控,深交所,创业板,汽车配件,浙江,6.78,9.87,11.56,16.5,45.58%,17.12%,42.73%,143.36%,否
600793,600793.SH,宜宾纸业,上交所,主板,造纸,四川,7.09,9.0,15.35,17.25,26.94%,70.56%,12.38%,143.30%,否
000600,000600.SZ,建投能源,深交所,主板,火力发电,河北,3.79,4.4,5.4,9.22,16.09%,22.73%,70.74%,143.27%,否
600114,600114.SH,东睦股份,上交所,主板,机械基件,浙江,10.55,13.26,16.03,25.66,25.69%,20.89%,60.07%,143.22%,否
002249,002249.SZ,大洋电机,深交所,主板,电气设备,广东,3.75,4.81,5.45,9.12,28.27%,13.31%,67.34%,143.20%,否
603171,603171.SH,税友股份,上交所,主板,软件服务,浙江,20.17,23.15,35.76,49.01,14.77%,54.47%,37.05%,142.98%,否
300055,300055.SZ,万邦达,深交所,创业板,石油加工,北京,3.76,3.89,4.24,9.12,3.46%,9.00%,115.09%,142.55%,否
605058,605058.SH,澳弘电子,上交所,主板,元器件,江苏,12.04,16.88,17.8,29.17,40.20%,5.45%,63.88%,142.28%,否
301300,301300.SZ,远翔新材,深交所,创业板,化工原料,福建,16.4,20.93,24.24,39.7,27.62%,15.81%,63.78%,142.07%,否
300099,300099.SZ,尤洛卡,深交所,创业板,电器仪表,山东,3.52,4.67,5.28,8.52,32.67%,13.06%,61.36%,142.05%,否
301155,301155.SZ,海力风电,深交所,创业板,电气设备,江苏,33.82,35.55,54.06,81.8,5.12%,52.07%,51.31%,141.87%,否
688619,688619.SH,罗普特,上交所,科创板,软件服务,福建,5.67,5.89,7.24,13.7,3.88%,22.92%,89.23%,141.62%,否
301056,301056.SZ,森赫股份,深交所,创业板,运输设备,浙江,5.55,6.22,6.7,13.38,12.07%,7.72%,99.70%,141.08%,否
300053,300053.SZ,航宇微,深交所,创业板,半导体,广东,6.78,9.27,9.8,16.34,36.73%,5.72%,66.73%,141.00%,否
603236,603236.SH,移远通信,上交所,主板,通信设备,上海,29.78,38.31,56.68,71.69,28.64%,47.95%,26.48%,140.73%,否
300177,300177.SZ,中海达,深交所,创业板,通信设备,广东,3.4,6.58,7.91,8.18,93.53%,20.21%,3.41%,140.59%,否
300241,300241.SZ,瑞丰光电,深交所,创业板,半导体,深圳,2.76,3.92,3.93,6.64,42.03%,0.26%,68.96%,140.58%,否
600895,600895.SH,张江高科,上交所,主板,园区开发,上海,14.11,19.64,22.58,33.94,39.19%,14.97%,50.31%,140.54%,否
300970,300970.SZ,华绿生物,深交所,创业板,种植业,江苏,9.27,10.88,13.69,22.28,17.37%,25.83%,62.75%,140.35%,否
688689,688689.SH,银河微电,上交所,科创板,半导体,江苏,13.21,16.08,17.71,31.74,21.73%,10.14%,79.22%,140.27%,否
002857,002857.SZ,三晖电气,深交所,主板,电器仪表,河南,8.99,10.0,11.69,21.6,11.23%,16.90%,84.77%,140.27%,否
301110,301110.SZ,青木科技,深交所,创业板,互联网,广东,22.22,25.85,35.8,53.38,16.34%,38.49%,49.11%,140.23%,否
601698,601698.SH,中国卫通,上交所,主板,电信运营,北京,12.8,14.3,18.22,30.73,11.72%,27.41%,68.66%,140.08%,否
300227,300227.SZ,光韵达,深交所,创业板,专用机械,深圳,4.21,5.23,6.49,10.1,24.23%,24.09%,55.62%,139.90%,否
603656,603656.SH,泰禾智能,上交所,主板,专用机械,安徽,8.74,9.57,16.38,20.95,9.50%,71.16%,27.90%,139.70%,否
300076,300076.SZ,*ST宁视,深交所,创业板,IT设备,浙江,2.7,3.86,6.02,6.47,42.96%,55.96%,7.48%,139.63%,是
002957,002957.SZ,科瑞技术,深交所,主板,专用机械,深圳,9.97,11.37,12.13,23.89,14.04%,6.68%,96.95%,139.62%,否
688515,688515.SH,裕太微,上交所,科创板,半导体,江苏,46.58,54.66,84.85,111.6,17.35%,55.23%,31.53%,139.59%,否
300916,300916.SZ,朗特智能,深交所,创业板,元器件,深圳,11.83,20.08,22.0,28.34,69.74%,9.56%,28.82%,139.56%,否
603583,603583.SH,捷昌驱动,上交所,主板,电气设备,浙江,12.87,15.22,28.22,30.78,18.26%,85.41%,9.07%,139.16%,否
603232,603232.SH,格尔软件,上交所,主板,软件服务,上海,8.32,10.58,11.0,19.89,27.16%,3.97%,80.82%,139.06%,否
000917,000917.SZ,电广传媒,深交所,主板,广告包装,湖南,3.8,4.88,6.21,9.06,28.42%,27.25%,45.89%,138.42%,否
603093,603093.SH,南华期货,上交所,主板,多元金融,浙江,8.34,9.64,10.38,19.88,15.59%,7.68%,91.52%,138.37%,否
300069,300069.SZ,金利华电,深交所,创业板,电气设备,山西,7.04,11.13,13.46,16.78,58.10%,20.93%,24.67%,138.35%,否
000753,000753.SZ,漳州发展,深交所,主板,综合类,福建,2.56,2.75,4.63,6.1,7.42%,68.36%,31.75%,138.28%,否
603757,603757.SH,大元泵业,上交所,主板,机械基件,浙江,17.71,18.15,18.17,42.14,2.48%,0.11%,131.92%,137.94%,否
301161,301161.SZ,唯万密封,深交所,创业板,工程机械,上海,11.77,14.36,16.34,27.96,22.01%,13.79%,71.11%,137.55%,否
300084,300084.SZ,海默科技,深交所,创业板,专用机械,甘肃,4.16,5.11,5.57,9.88,22.84%,9.00%,77.38%,137.50%,否
300207,300207.SZ,欣旺达,深交所,创业板,电气设备,深圳,11.12,15.2,15.86,26.4,36.69%,4.34%,66.46%,137.41%,否
301081,301081.SZ,严牌股份,深交所,创业板,环境保护,浙江,5.81,6.49,7.63,13.79,11.70%,17.57%,80.73%,137.35%,否
688681,688681.SH,科汇股份,上交所,科创板,电气设备,山东,7.4,8.92,10.13,17.55,20.54%,13.57%,73.25%,137.16%,否
002645,002645.SZ,华宏科技,深交所,主板,专用机械,江苏,6.22,6.25,7.57,14.75,0.48%,21.12%,94.85%,137.14%,否
601615,601615.SH,明阳智能,上交所,主板,电气设备,广东,7.87,8.02,9.05,18.65,1.91%,12.84%,106.08%,136.98%,否
002647,002647.SZ,仁东控股,深交所,主板,多元金融,广东,3.81,4.38,4.99,9.02,14.96%,13.93%,80.76%,136.75%,否
002881,002881.SZ,美格智能,深交所,主板,元器件,深圳,15.95,19.81,34.2,37.76,24.20%,72.64%,10.41%,136.74%,否
605198,605198.SH,安德利,上交所,主板,软饮料,山东,15.24,21.01,35.66,36.06,37.86%,69.73%,1.12%,136.61%,否
301138,301138.SZ,华研精机,深交所,创业板,专用机械,广东,14.02,21.78,24.9,33.17,55.35%,14.33%,33.21%,136.59%,否
688501,688501.SH,青达环保,上交所,科创板,环境保护,山东,9.9,10.81,16.91,23.42,9.19%,56.43%,38.50%,136.57%,否
000042,000042.SZ,中洲控股,深交所,主板,全国地产,深圳,3.61,3.85,5.88,8.54,6.65%,52.73%,45.24%,136.57%,否
600678,600678.SH,ST金顶,上交所,主板,水泥,四川,4.28,5.02,5.63,10.11,17.29%,12.15%,79.57%,136.21%,是
300946,300946.SZ,恒而达,深交所,创业板,机械基件,福建,17.46,21.72,23.7,41.21,24.40%,9.12%,73.88%,136.03%,否
600478,600478.SH,科力远,上交所,主板,电气设备,湖南,2.86,3.22,3.99,6.75,12.59%,23.91%,69.17%,136.01%,否
301291,301291.SZ,明阳电气,深交所,创业板,电气设备,广东,22.8,29.69,36.77,53.7,30.22%,23.85%,46.04%,135.53%,否
301349,301349.SZ,信德新材,深交所,创业板,化工原料,辽宁,22.19,22.47,27.66,52.24,1.26%,23.10%,88.86%,135.42%,否
300867,300867.SZ,圣元环保,深交所,创业板,环境保护,福建,9.1,11.1,12.62,21.42,21.98%,13.69%,69.73%,135.38%,否
002478,002478.SZ,常宝股份,深交所,主板,钢加工,江苏,4.42,4.43,4.93,10.4,0.23%,11.29%,110.95%,135.29%,否
300758,300758.SZ,七彩化学,深交所,创业板,染料涂料,辽宁,5.48,9.93,11.7,12.89,81.20%,17.82%,10.17%,135.22%,否
603969,603969.SH,银龙股份,上交所,主板,其他建材,天津,3.72,4.2,5.03,8.75,12.90%,19.76%,73.96%,135.22%,否
002309,002309.SZ,中利集团,深交所,主板,电气设备,江苏,1.96,2.26,2.31,4.61,15.31%,2.21%,99.57%,135.20%,否
688249,688249.SH,晶合集成,上交所,科创板,半导体,安徽,11.73,13.92,18.6,27.55,18.67%,33.62%,48.12%,134.87%,否
301192,301192.SZ,泰祥股份,深交所,创业板,汽车配件,湖北,10.69,14.29,14.3,25.08,33.68%,0.07%,75.38%,134.61%,否
301157,301157.SZ,华塑科技,深交所,创业板,电气设备,浙江,23.52,28.88,35.37,55.09,22.79%,22.47%,55.75%,134.23%,否
