股票代码,完整代码,股票简称,交易所,板块,行业,地区,2024-02-06最低价,2024-09-24最低价,2025-04-09最低价,2026-03-24最低价,第一段抬升,第二段抬升,第三段抬升,累计抬升,是否ST
002203,002203.SZ,海亮股份,深交所,主板,铜,浙江,8.03,8.06,8.51,12.3,0.37%,5.58%,44.54%,53.18%,否
600926,600926.SH,杭州银行,上交所,主板,银行,浙江,10.59,12.26,14.01,16.22,15.77%,14.27%,15.77%,53.16%,否
002386,002386.SZ,天原股份,深交所,主板,化工原料,四川,3.5,3.69,3.81,5.36,5.43%,3.25%,40.68%,53.14%,否
000421,000421.SZ,南京公用,深交所,主板,供气供热,江苏,4.18,4.62,5.01,6.4,10.53%,8.44%,27.74%,53.11%,否
002753,002753.SZ,永东股份,深交所,主板,化工原料,山西,4.67,5.36,5.57,7.15,14.78%,3.92%,28.37%,53.10%,否
603976,603976.SH,正川股份,上交所,主板,医疗保健,重庆,11.53,13.54,15.02,17.65,17.43%,10.93%,17.51%,53.08%,否
300926,300926.SZ,博俊科技,深交所,创业板,汽车配件,江苏,17.91,18.0,21.16,27.4,0.50%,17.56%,29.49%,52.99%,否
600051,600051.SH,宁波联合,上交所,主板,综合类,浙江,4.57,5.26,5.51,6.98,15.10%,4.75%,26.68%,52.74%,否
688061,688061.SH,灿瑞科技,上交所,科创板,半导体,上海,20.0,21.15,23.86,30.53,5.75%,12.81%,27.95%,52.65%,否
688151,688151.SH,华强科技,上交所,科创板,医疗保健,湖北,12.46,12.98,14.92,19.02,4.17%,14.95%,27.48%,52.65%,否
600107,600107.SH,*ST尔雅,上交所,主板,服饰,湖北,3.67,3.81,3.91,5.6,3.81%,2.62%,43.22%,52.59%,是
002912,002912.SZ,中新赛克,深交所,主板,IT设备,深圳,16.72,16.8,20.25,25.5,0.48%,20.54%,25.93%,52.51%,否
000582,000582.SZ,北部湾港,深交所,主板,港口,广西,6.75,7.07,8.02,10.29,4.74%,13.44%,28.30%,52.44%,否
300665,300665.SZ,飞鹿股份,深交所,创业板,染料涂料,湖南,4.56,4.99,5.14,6.95,9.43%,3.01%,35.21%,52.41%,否
002301,002301.SZ,齐心集团,深交所,主板,文教休闲,深圳,4.33,4.85,5.71,6.59,12.01%,17.73%,15.41%,52.19%,否
688484,688484.SH,南芯科技,上交所,科创板,半导体,上海,22.1,25.46,28.33,33.63,15.20%,11.27%,18.71%,52.17%,否
603968,603968.SH,醋化股份,上交所,主板,化工原料,江苏,8.24,8.38,8.54,12.53,1.70%,1.91%,46.72%,52.06%,否
002441,002441.SZ,众业达,深交所,主板,电气设备,广东,6.15,6.18,6.8,9.34,0.49%,10.03%,37.35%,51.87%,否
601113,601113.SH,华鼎股份,上交所,主板,化纤,浙江,2.72,2.95,3.4,4.13,8.46%,15.25%,21.47%,51.84%,否
601137,601137.SH,博威合金,上交所,主板,小金属,浙江,11.75,13.49,15.14,17.84,14.81%,12.23%,17.83%,51.83%,否
000665,000665.SZ,湖北广电,深交所,主板,影视音像,湖北,3.05,3.62,3.95,4.63,18.69%,9.12%,17.22%,51.80%,否
605018,605018.SH,长华集团,上交所,主板,汽车配件,浙江,6.61,7.02,8.34,10.03,6.20%,18.80%,20.26%,51.74%,否
600679,600679.SH,上海凤凰,上交所,主板,文教休闲,上海,7.6,9.45,9.73,11.53,24.34%,2.96%,18.50%,51.71%,否
603182,603182.SH,嘉华股份,上交所,主板,食品,山东,9.23,10.54,11.67,13.98,14.19%,10.72%,19.79%,51.46%,否
601107,601107.SH,四川成渝,上交所,主板,路桥,四川,3.98,4.54,5.2,6.02,14.07%,14.54%,15.77%,51.26%,否
000419,000419.SZ,通程控股,深交所,主板,百货,湖南,3.62,4.38,4.95,5.47,20.99%,13.01%,10.51%,51.10%,否
600615,600615.SH,鑫源智造,上交所,主板,铝,重庆,7.17,8.6,10.0,10.83,19.94%,16.28%,8.30%,51.05%,否
688595,688595.SH,芯海科技,上交所,科创板,半导体,深圳,19.8,23.09,29.01,29.88,16.62%,25.64%,3.00%,50.91%,否
002334,002334.SZ,英威腾,深交所,主板,电气设备,深圳,5.23,5.53,6.55,7.89,5.74%,18.44%,20.46%,50.86%,否
002193,002193.SZ,ST如意,深交所,主板,纺织,山东,3.78,3.93,4.25,5.7,3.97%,8.14%,34.12%,50.79%,是
002820,002820.SZ,桂发祥,深交所,主板,食品,天津,6.77,7.06,9.31,10.2,4.28%,31.87%,9.56%,50.66%,否
600251,600251.SH,冠农股份,上交所,主板,农业综合,新疆,6.58,6.7,7.21,9.91,1.82%,7.61%,37.45%,50.61%,否
000058,000058.SZ,深赛格,深交所,主板,商品城,深圳,5.24,6.04,6.91,7.89,15.27%,14.40%,14.18%,50.57%,否
002043,002043.SZ,兔宝宝,深交所,主板,其他建材,浙江,9.45,9.88,9.95,14.22,4.55%,0.71%,42.91%,50.48%,否
688592,688592.SH,司南导航,上交所,科创板,通信设备,上海,25.88,29.46,33.33,38.92,13.83%,13.14%,16.77%,50.39%,否
002649,002649.SZ,博彦科技,深交所,主板,软件服务,北京,7.37,8.68,10.0,11.08,17.77%,15.21%,10.80%,50.34%,否
000783,000783.SZ,长江证券,深交所,主板,证券,湖北,4.51,5.01,5.73,6.78,11.09%,14.37%,18.32%,50.33%,否
002824,002824.SZ,和胜股份,深交所,主板,铝,广东,11.16,12.16,12.29,16.76,8.96%,1.07%,36.37%,50.18%,否
002548,002548.SZ,金新农,深交所,主板,饲料,深圳,3.41,3.57,4.05,5.12,4.69%,13.45%,26.42%,50.15%,否
601068,601068.SH,中铝国际,上交所,主板,建筑工程,北京,3.57,3.88,3.95,5.36,8.68%,1.80%,35.70%,50.14%,否
301258,301258.SZ,富士莱,深交所,创业板,化学制药,江苏,19.66,20.22,20.56,29.5,2.85%,1.68%,43.48%,50.05%,否
002412,002412.SZ,汉森制药,深交所,主板,中成药,湖南,4.08,5.13,5.21,6.12,25.74%,1.56%,17.47%,50.00%,否
300428,300428.SZ,立中集团,深交所,创业板,汽车配件,河北,13.0,13.7,14.2,19.5,5.38%,3.65%,37.32%,50.00%,否
300549,300549.SZ,优德精密,深交所,创业板,专用机械,江苏,10.52,12.41,13.52,15.77,17.97%,8.94%,16.64%,49.90%,否
605111,605111.SH,新洁能,上交所,主板,半导体,江苏,25.7,26.62,28.12,38.51,3.58%,5.63%,36.95%,49.84%,否
600409,600409.SH,三友化工,上交所,主板,化纤,河北,4.42,4.68,4.81,6.62,5.88%,2.78%,37.63%,49.77%,否
002399,002399.SZ,海普瑞,深交所,主板,化学制药,深圳,6.9,9.12,9.72,10.33,32.17%,6.58%,6.28%,49.71%,否
301270,301270.SZ,汉仪股份,深交所,创业板,软件服务,北京,20.24,25.0,25.5,30.25,23.52%,2.00%,18.63%,49.46%,否
300941,300941.SZ,创识科技,深交所,创业板,IT设备,福建,13.12,14.94,16.45,19.6,13.87%,10.11%,19.15%,49.39%,否
301208,301208.SZ,中亦科技,深交所,创业板,软件服务,北京,21.9,25.91,28.84,32.71,18.31%,11.31%,13.42%,49.36%,否
688489,688489.SH,三未信安,上交所,科创板,IT设备,北京,24.5,26.11,28.39,36.58,6.57%,8.73%,28.85%,49.31%,否
300088,300088.SZ,长信科技,深交所,创业板,元器件,安徽,3.92,4.61,4.66,5.85,17.60%,1.08%,25.54%,49.23%,否
600257,600257.SH,大湖股份,上交所,主板,渔业,湖南,3.92,4.31,4.49,5.85,9.95%,4.18%,30.29%,49.23%,否
000766,000766.SZ,通化金马,深交所,主板,化学制药,吉林,12.44,13.64,15.66,18.56,9.65%,14.81%,18.52%,49.20%,否
688203,688203.SH,海正生材,上交所,科创板,塑料,浙江,7.38,8.0,8.51,11.01,8.40%,6.37%,29.38%,49.19%,否
300519,300519.SZ,新光药业,深交所,创业板,中成药,浙江,9.6,10.55,11.13,14.32,9.90%,5.50%,28.66%,49.17%,否
600082,600082.SH,ST海泰,上交所,主板,园区开发,天津,2.3,2.34,2.37,3.43,1.74%,1.28%,44.73%,49.13%,是
600604,600604.SH,市北高新,上交所,主板,园区开发,上海,3.49,3.69,4.0,5.2,5.73%,8.40%,30.00%,49.00%,否
600526,600526.SH,菲达环保,上交所,主板,环境保护,浙江,3.45,3.75,4.15,5.14,8.70%,10.67%,23.86%,48.99%,否
002014,002014.SZ,永新股份,深交所,主板,塑料,安徽,7.7,8.43,10.69,11.47,9.48%,26.81%,7.30%,48.96%,否
301149,301149.SZ,隆华新材,深交所,创业板,化工原料,山东,7.52,7.95,8.32,11.2,5.72%,4.65%,34.62%,48.94%,否
300232,300232.SZ,洲明科技,深交所,创业板,元器件,深圳,4.66,5.25,5.27,6.94,12.66%,0.38%,31.69%,48.93%,否
002736,002736.SZ,国信证券,深交所,主板,证券,深圳,7.49,9.08,9.47,11.15,21.23%,4.30%,17.74%,48.87%,否
600098,600098.SH,广州发展,上交所,主板,火力发电,广东,4.96,5.65,5.91,7.38,13.91%,4.60%,24.87%,48.79%,否
301390,301390.SZ,经纬股份,深交所,创业板,建筑工程,浙江,23.67,25.02,28.5,35.21,5.70%,13.91%,23.54%,48.75%,否
300068,300068.SZ,ST南都,深交所,创业板,电气设备,浙江,9.27,11.81,12.45,13.78,27.40%,5.42%,10.68%,48.65%,是
002797,002797.SZ,第一创业,深交所,主板,证券,深圳,4.79,5.25,6.42,7.12,9.60%,22.29%,10.90%,48.64%,否
920946,920946.BJ,森萱医药,北交所,北交所,化学制药,江苏,6.16,6.17,9.03,9.15,0.16%,46.35%,1.33%,48.54%,否
000063,000063.SZ,中兴通讯,深交所,主板,通信设备,深圳,21.56,24.63,28.67,32.0,14.24%,16.40%,11.61%,48.42%,否
300217,300217.SZ,东方电热,深交所,创业板,家用电器,江苏,3.41,3.63,3.72,5.06,6.45%,2.48%,36.02%,48.39%,否
688338,688338.SH,赛科希德,上交所,科创板,医疗保健,北京,18.49,20.01,21.28,27.41,8.22%,6.35%,28.81%,48.24%,否
603551,603551.SH,奥普科技,上交所,主板,家居用品,浙江,7.68,9.24,9.4,11.38,20.31%,1.73%,21.06%,48.18%,否
600456,600456.SH,宝钛股份,上交所,主板,小金属,陕西,21.2,25.54,27.51,31.4,20.47%,7.71%,14.14%,48.11%,否
300688,300688.SZ,创业黑马,深交所,创业板,文教休闲,北京,16.43,21.75,21.79,24.31,32.38%,0.18%,11.56%,47.96%,否
600339,600339.SH,中油工程,上交所,主板,石油开采,新疆,2.63,2.9,2.98,3.89,10.27%,2.76%,30.54%,47.91%,否
301131,301131.SZ,聚赛龙,深交所,创业板,塑料,广东,26.0,28.0,29.8,38.45,7.69%,6.43%,29.03%,47.88%,否
600267,600267.SH,海正药业,上交所,主板,化学制药,浙江,6.46,7.07,8.13,9.54,9.44%,14.99%,17.34%,47.68%,否
603081,603081.SH,大丰实业,上交所,主板,专用机械,浙江,7.62,8.82,8.94,11.24,15.75%,1.36%,25.73%,47.51%,否
002138,002138.SZ,顺络电子,深交所,主板,元器件,深圳,22.92,23.15,23.18,33.8,1.00%,0.13%,45.82%,47.47%,否
300466,300466.SZ,赛摩智能,深交所,创业板,电器仪表,江苏,5.62,6.29,6.87,8.28,11.92%,9.22%,20.52%,47.33%,否
002489,002489.SZ,浙江永强,深交所,主板,家居用品,浙江,2.18,2.67,2.73,3.21,22.48%,2.25%,17.58%,47.25%,否
002343,002343.SZ,慈文传媒,深交所,主板,影视音像,江西,4.05,5.09,5.21,5.96,25.68%,2.36%,14.40%,47.16%,否
002053,002053.SZ,云南能投,深交所,主板,新型电力,云南,8.45,9.96,10.27,12.43,17.87%,3.11%,21.03%,47.10%,否
603041,603041.SH,美思德,上交所,主板,化工原料,江苏,7.82,8.88,9.63,11.5,13.55%,8.45%,19.42%,47.06%,否
301290,301290.SZ,东星医疗,深交所,创业板,医疗保健,江苏,16.6,18.72,19.82,24.4,12.77%,5.88%,23.11%,46.99%,否
600850,600850.SH,电科数字,上交所,主板,软件服务,上海,14.91,17.44,21.05,21.9,16.97%,20.70%,4.04%,46.88%,否
600742,600742.SH,富维股份,上交所,主板,汽车配件,吉林,6.53,7.64,7.67,9.59,17.00%,0.39%,25.03%,46.86%,否
300820,300820.SZ,英杰电气,深交所,创业板,电气设备,四川,30.66,34.31,38.02,44.97,11.90%,10.81%,18.28%,46.67%,否
603700,603700.SH,宁水集团,上交所,主板,电器仪表,浙江,8.36,9.11,9.12,12.26,8.97%,0.11%,34.43%,46.65%,否
301088,301088.SZ,戎美股份,深交所,创业板,服饰,江苏,9.24,10.46,10.75,13.55,13.20%,2.77%,26.05%,46.65%,否
000544,000544.SZ,中原环保,深交所,主板,环境保护,河南,5.6,7.04,7.6,8.21,25.71%,7.95%,8.03%,46.61%,否
300314,300314.SZ,戴维医疗,深交所,创业板,医疗保健,浙江,8.23,9.98,10.1,12.06,21.26%,1.20%,19.41%,46.54%,否
002598,002598.SZ,ST章鼓,深交所,主板,机械基件,山东,5.89,7.05,7.87,8.62,19.69%,11.63%,9.53%,46.35%,是
002515,002515.SZ,金字火腿,深交所,主板,食品,浙江,3.82,4.03,4.75,5.59,5.50%,17.87%,17.68%,46.34%,否
600731,600731.SH,湖南海利,上交所,主板,农药化肥,湖南,4.5,4.79,5.63,6.58,6.44%,17.54%,16.87%,46.22%,否
600814,600814.SH,杭州解百,上交所,主板,百货,浙江,4.94,5.87,7.12,7.22,18.83%,21.29%,1.40%,46.15%,否
002292,002292.SZ,奥飞娱乐,深交所,主板,影视音像,广东,5.03,5.31,7.15,7.35,5.57%,34.65%,2.80%,46.12%,否
688317,688317.SH,之江生物,上交所,科创板,医疗保健,上海,12.58,14.22,14.88,18.38,13.04%,4.64%,23.52%,46.10%,否
603073,603073.SH,彩蝶实业,上交所,主板,纺织,浙江,12.48,12.73,12.77,18.22,2.00%,0.31%,42.68%,45.99%,否
603070,603070.SH,万控智造,上交所,主板,电气设备,浙江,9.7,10.18,10.4,14.16,4.95%,2.16%,36.15%,45.98%,否
002422,002422.SZ,科伦药业,深交所,主板,化学制药,四川,22.25,25.72,30.86,32.48,15.60%,19.98%,5.25%,45.98%,否
003039,003039.SZ,顺控发展,深交所,主板,水务,广东,10.12,10.84,12.0,14.77,7.11%,10.70%,23.08%,45.95%,否
600573,600573.SH,惠泉啤酒,上交所,主板,啤酒,福建,7.49,9.14,10.53,10.93,22.03%,15.21%,3.80%,45.93%,否
600249,600249.SH,两面针,上交所,主板,日用化工,广西,3.67,3.85,4.43,5.35,4.90%,15.06%,20.77%,45.78%,否
002039,002039.SZ,黔源电力,深交所,主板,水力发电,贵州,12.76,14.51,14.88,18.6,13.71%,2.55%,25.00%,45.77%,否
001338,001338.SZ,永顺泰,深交所,主板,啤酒,广东,8.11,8.97,10.51,11.82,10.60%,17.17%,12.46%,45.75%,否
600261,600261.SH,阳光照明,上交所,主板,家用电器,浙江,2.32,2.45,2.68,3.38,5.60%,9.39%,26.12%,45.69%,否
002863,002863.SZ,今飞凯达,深交所,主板,汽车配件,浙江,3.47,3.66,3.89,5.05,5.48%,6.28%,29.82%,45.53%,否
601117,601117.SH,中国化学,上交所,主板,建筑工程,北京,5.83,6.51,6.9,8.47,11.66%,5.99%,22.75%,45.28%,否
002552,002552.SZ,宝鼎科技,深交所,主板,元器件,浙江,10.46,10.73,11.1,15.19,2.58%,3.45%,36.85%,45.22%,否
600810,600810.SH,神马股份,上交所,主板,化纤,河南,5.05,6.16,6.67,7.33,21.98%,8.28%,9.90%,45.15%,否
300664,300664.SZ,鹏鹞环保,深交所,创业板,环境保护,江苏,3.88,4.13,4.38,5.63,6.44%,6.05%,28.54%,45.10%,否
600901,600901.SH,江苏金租,上交所,主板,多元金融,江苏,4.42,4.46,4.94,6.41,0.90%,10.76%,29.76%,45.02%,否
688285,688285.SH,高铁电气,上交所,科创板,运输设备,陕西,5.4,6.06,6.85,7.83,12.22%,13.04%,14.31%,45.00%,否
600131,600131.SH,国网信通,上交所,主板,通信设备,四川,13.41,16.28,17.11,19.44,21.40%,5.10%,13.62%,44.97%,否
002449,002449.SZ,国星光电,深交所,主板,半导体,广东,5.19,6.6,6.98,7.52,27.17%,5.76%,7.74%,44.89%,否
688560,688560.SH,明冠新材,上交所,科创板,电气设备,江西,10.08,10.55,10.78,14.6,4.66%,2.18%,35.44%,44.84%,否
301223,301223.SZ,中荣股份,深交所,创业板,广告包装,广东,12.36,14.03,14.44,17.9,13.51%,2.92%,23.96%,44.82%,否
002743,002743.SZ,富煌钢构,深交所,主板,钢加工,安徽,3.52,3.64,4.56,5.09,3.41%,25.27%,11.62%,44.60%,否
002906,002906.SZ,华阳集团,深交所,主板,汽车配件,广东,18.45,23.88,25.71,26.65,29.43%,7.66%,3.66%,44.44%,否
002556,002556.SZ,辉隆股份,深交所,主板,农药化肥,安徽,3.85,4.51,5.37,5.56,17.14%,19.07%,3.54%,44.42%,否
002034,002034.SZ,旺能环境,深交所,主板,环境保护,浙江,12.0,13.28,15.49,17.32,10.67%,16.64%,11.81%,44.33%,否
603183,603183.SH,建研院,上交所,主板,建筑工程,江苏,2.91,3.12,3.36,4.2,7.22%,7.69%,25.00%,44.33%,否
300311,300311.SZ,ST任子行,深交所,创业板,软件服务,深圳,3.41,3.8,4.73,4.92,11.44%,24.47%,4.02%,44.28%,是
002817,002817.SZ,黄山胶囊,深交所,主板,化学制药,安徽,4.97,5.21,5.4,7.17,4.83%,3.65%,32.78%,44.27%,否
002712,002712.SZ,思美传媒,深交所,主板,广告包装,浙江,3.39,3.6,4.2,4.89,6.19%,16.67%,16.43%,44.25%,否
600000,600000.SH,浦发银行,上交所,主板,银行,上海,6.86,8.66,9.86,9.89,26.24%,13.86%,0.30%,44.17%,否
002864,002864.SZ,盘龙药业,深交所,主板,中成药,陕西,22.0,22.76,24.05,31.7,3.45%,5.67%,31.81%,44.09%,否
601599,601599.SH,浙文影业,上交所,主板,纺织,浙江,2.57,2.97,2.98,3.7,15.56%,0.34%,24.16%,43.97%,否
300359,300359.SZ,全通教育,深交所,创业板,文教休闲,广东,3.3,4.19,4.52,4.75,26.97%,7.88%,5.09%,43.94%,否
603999,603999.SH,读者传媒,上交所,主板,出版业,甘肃,4.56,4.78,5.29,6.56,4.82%,10.67%,24.01%,43.86%,否
002095,002095.SZ,生意宝,深交所,主板,互联网,浙江,11.05,12.46,13.2,15.89,12.76%,5.94%,20.38%,43.80%,否
600031,600031.SH,三一重工,上交所,主板,工程机械,北京,13.02,16.09,18.15,18.72,23.58%,12.80%,3.14%,43.78%,否
002226,002226.SZ,江南化工,深交所,主板,化工原料,安徽,3.66,3.78,5.0,5.26,3.28%,32.28%,5.20%,43.72%,否
688352,688352.SH,颀中科技,上交所,科创板,半导体,安徽,8.26,8.29,9.99,11.87,0.36%,20.51%,18.82%,43.70%,否
002574,002574.SZ,明牌珠宝,深交所,主板,服饰,浙江,3.74,3.99,4.92,5.37,6.68%,23.31%,9.15%,43.58%,否
002313,002313.SZ,日海智能,深交所,主板,通信设备,深圳,5.72,6.46,7.07,8.21,12.94%,9.44%,16.12%,43.53%,否
600649,600649.SH,城投控股,上交所,主板,区域地产,上海,3.03,3.29,4.14,4.34,8.58%,25.84%,4.83%,43.23%,否
600919,600919.SH,江苏银行,上交所,主板,银行,江苏,7.32,7.6,9.24,10.45,3.83%,21.58%,13.10%,42.76%,否
002835,002835.SZ,同为股份,深交所,主板,IT设备,深圳,10.36,13.43,13.72,14.77,29.63%,2.16%,7.65%,42.57%,否
601518,601518.SH,吉林高速,上交所,主板,路桥,吉林,1.95,2.31,2.62,2.78,18.46%,13.42%,6.11%,42.56%,否
601318,601318.SH,中国平安,上交所,主板,保险,深圳,40.37,44.47,48.36,57.5,10.16%,8.75%,18.90%,42.43%,否
600278,600278.SH,东方创业,上交所,主板,商贸代理,上海,4.93,5.72,5.8,7.02,16.02%,1.40%,21.03%,42.39%,否
300725,300725.SZ,药石科技,深交所,创业板,化学制药,江苏,23.56,25.33,27.07,33.48,7.51%,6.87%,23.68%,42.11%,否
600276,600276.SH,恒瑞医药,上交所,主板,化学制药,江苏,37.2,42.24,45.86,52.81,13.55%,8.57%,15.15%,41.96%,否
600728,600728.SH,佳都科技,上交所,主板,软件服务,广东,3.87,3.94,4.15,5.49,1.81%,5.33%,32.29%,41.86%,否
600883,600883.SH,博闻科技,上交所,主板,种植业,云南,5.22,5.46,6.46,7.4,4.60%,18.32%,14.55%,41.76%,否
300174,300174.SZ,元力股份,深交所,创业板,化工原料,福建,10.89,12.03,12.7,15.43,10.47%,5.57%,21.50%,41.69%,否
600833,600833.SH,第一医药,上交所,主板,医药商业,上海,7.91,10.68,10.9,11.2,35.02%,2.06%,2.75%,41.59%,否
300041,300041.SZ,回天新材,深交所,创业板,化工原料,湖北,7.03,7.1,7.26,9.95,1.00%,2.25%,37.05%,41.54%,否
002145,002145.SZ,钛能化学,深交所,主板,化工原料,甘肃,3.18,3.36,3.78,4.5,5.66%,12.50%,19.05%,41.51%,否
603633,603633.SH,徕木股份,上交所,主板,汽车配件,上海,5.16,5.88,6.2,7.3,13.95%,5.44%,17.74%,41.47%,否
000995,000995.SZ,皇台酒业,深交所,主板,白酒,甘肃,9.63,10.23,11.71,13.61,6.23%,14.47%,16.23%,41.33%,否
000813,000813.SZ,德展健康,深交所,主板,化学制药,新疆,2.23,2.44,2.79,3.15,9.42%,14.34%,12.90%,41.26%,否
002559,002559.SZ,亚威股份,深交所,主板,机床制造,江苏,6.53,6.95,7.61,9.22,6.43%,9.50%,21.16%,41.19%,否
301113,301113.SZ,雅艺科技,深交所,创业板,家居用品,浙江,16.33,18.46,19.03,23.05,13.04%,3.09%,21.12%,41.15%,否
600516,600516.SH,方大炭素,上交所,主板,矿物制品,甘肃,3.99,4.0,4.48,5.63,0.25%,12.00%,25.67%,41.10%,否
601825,601825.SH,沪农商行,上交所,主板,银行,上海,6.09,6.89,8.24,8.59,13.14%,19.59%,4.25%,41.05%,否
002678,002678.SZ,珠江钢琴,深交所,主板,文教休闲,广东,3.46,3.57,3.66,4.86,3.18%,2.52%,32.79%,40.46%,否
688001,688001.SH,华兴源创,上交所,科创板,专用机械,江苏,20.08,21.45,21.69,28.18,6.82%,1.12%,29.92%,40.34%,否
001217,001217.SZ,华尔泰,深交所,主板,化工原料,安徽,8.06,8.73,9.27,11.3,8.31%,6.19%,21.90%,40.20%,否
600959,600959.SH,江苏有线,上交所,主板,影视音像,江苏,2.62,2.75,2.9,3.67,4.96%,5.45%,26.55%,40.08%,否
002589,002589.SZ,瑞康医药,深交所,主板,医药商业,山东,2.05,2.31,2.51,2.87,12.68%,8.66%,14.34%,40.00%,否
600433,600433.SH,冠豪高新,上交所,主板,造纸,广东,2.3,2.66,3.04,3.22,15.65%,14.29%,5.92%,40.00%,否
002282,002282.SZ,博深股份,深交所,主板,机械基件,河北,4.77,5.87,6.28,6.67,23.06%,6.98%,6.21%,39.83%,否
600282,600282.SH,南钢股份,上交所,主板,普钢,江苏,3.61,4.06,4.18,5.04,12.47%,2.96%,20.57%,39.61%,否
002239,002239.SZ,奥特佳,深交所,主板,汽车配件,江苏,2.02,2.34,2.36,2.82,15.84%,0.85%,19.49%,39.60%,否
603199,603199.SH,九华旅游,上交所,主板,旅游景点,安徽,27.88,32.41,35.0,38.92,16.25%,7.99%,11.20%,39.60%,否
300802,300802.SZ,矩子科技,深交所,创业板,专用机械,上海,12.41,13.23,13.79,17.31,6.61%,4.23%,25.53%,39.48%,否
002462,002462.SZ,嘉事堂,深交所,主板,医药商业,北京,9.78,10.51,11.25,13.62,7.46%,7.04%,21.07%,39.26%,否
603856,603856.SH,东宏股份,上交所,主板,塑料,山东,8.89,9.86,10.12,12.38,10.91%,2.64%,22.33%,39.26%,否
300737,300737.SZ,科顺股份,深交所,创业板,其他建材,广东,4.08,4.13,4.17,5.68,1.23%,0.97%,36.21%,39.22%,否
301353,301353.SZ,普莱得,深交所,创业板,专用机械,浙江,18.25,21.28,22.29,25.4,16.60%,4.75%,13.95%,39.18%,否
601688,601688.SH,华泰证券,上交所,主板,证券,江苏,13.1,13.11,14.6,18.22,0.08%,11.37%,24.79%,39.08%,否
002344,002344.SZ,海宁皮城,深交所,主板,商品城,浙江,3.02,3.16,3.49,4.2,4.64%,10.44%,20.34%,39.07%,否
002211,002211.SZ,ST宏达,深交所,主板,橡胶,上海,2.41,2.47,2.78,3.35,2.49%,12.55%,20.50%,39.00%,是
301048,301048.SZ,金鹰重工,深交所,创业板,运输设备,湖北,6.99,7.93,8.57,9.71,13.45%,8.07%,13.30%,38.91%,否
000676,000676.SZ,智度股份,深交所,主板,互联网,广东,5.25,6.13,6.41,7.29,16.76%,4.57%,13.73%,38.86%,否
002551,002551.SZ,尚荣医疗,深交所,主板,医疗保健,深圳,2.37,2.46,2.57,3.29,3.80%,4.47%,28.02%,38.82%,否
600640,600640.SH,国脉文化,上交所,主板,影视音像,上海,8.25,9.68,10.11,11.45,17.33%,4.44%,13.25%,38.79%,否
600064,600064.SH,南京高科,上交所,主板,园区开发,江苏,5.75,5.81,6.55,7.98,1.04%,12.74%,21.83%,38.78%,否
600897,600897.SH,厦门空港,上交所,主板,机场,福建,10.96,13.15,13.32,15.17,19.98%,1.29%,13.89%,38.41%,否
603848,603848.SH,好太太,上交所,主板,家居用品,广东,10.82,11.74,12.7,14.97,8.50%,8.18%,17.87%,38.35%,否
300034,300034.SZ,钢研高纳,深交所,创业板,航空,北京,12.64,12.94,14.61,17.47,2.37%,12.91%,19.58%,38.21%,否
603160,603160.SH,汇顶科技,上交所,主板,半导体,深圳,48.04,55.5,62.6,66.35,15.53%,12.79%,5.99%,38.11%,否
002233,002233.SZ,塔牌集团,深交所,主板,水泥,广东,6.42,6.68,7.73,8.86,4.05%,15.72%,14.62%,38.01%,否
600495,600495.SH,晋西车轴,上交所,主板,运输设备,山西,3.01,3.37,3.61,4.15,11.96%,7.12%,14.96%,37.87%,否
600760,600760.SH,中航沈飞,上交所,主板,航空,山东,34.3,37.81,41.66,47.26,10.23%,10.18%,13.44%,37.78%,否
688207,688207.SH,格灵深瞳,上交所,科创板,软件服务,北京,9.95,10.35,11.36,13.7,4.02%,9.76%,20.60%,37.69%,否
002566,002566.SZ,益盛药业,深交所,主板,中成药,吉林,5.31,6.05,6.12,7.31,13.94%,1.16%,19.44%,37.66%,否
300788,300788.SZ,中信出版,深交所,创业板,出版业,北京,21.48,23.0,25.57,29.57,7.08%,11.17%,15.64%,37.66%,否
601398,601398.SH,工商银行,上交所,主板,银行,北京,5.27,5.73,6.74,7.25,8.73%,17.63%,7.57%,37.57%,否
300534,300534.SZ,陇神戎发,深交所,创业板,中成药,甘肃,6.3,7.13,7.83,8.65,13.17%,9.82%,10.47%,37.30%,否
600880,600880.SH,博瑞传播,上交所,主板,广告包装,四川,3.38,3.65,3.78,4.64,7.99%,3.56%,22.75%,37.28%,否
002079,002079.SZ,苏州固锝,深交所,主板,电气设备,江苏,6.8,7.86,7.98,9.33,15.59%,1.53%,16.92%,37.21%,否
603206,603206.SH,嘉环科技,上交所,主板,通信设备,江苏,10.82,12.92,14.26,14.84,19.41%,10.37%,4.07%,37.15%,否
000635,000635.SZ,英力特,深交所,主板,化工原料,宁夏,5.71,5.91,6.75,7.83,3.50%,14.21%,16.00%,37.13%,否
603515,603515.SH,欧普照明,上交所,主板,家用电器,上海,13.43,14.69,14.86,18.41,9.38%,1.16%,23.89%,37.08%,否
002876,002876.SZ,三利谱,深交所,主板,元器件,深圳,17.52,18.4,19.95,24.01,5.02%,8.42%,20.35%,37.04%,否
603617,603617.SH,君禾股份,上交所,主板,机械基件,浙江,5.03,5.04,5.36,6.89,0.20%,6.35%,28.54%,36.98%,否
300759,300759.SZ,康龙化成,深交所,创业板,化学制药,北京,18.51,20.42,20.47,25.35,10.32%,0.24%,23.84%,36.95%,否
